icd-o-3;label;Tot;00-;05-;10-;15-;20-;25-;30-;35-;40-;45-;50-;55-;60-;65-;70-;75-;80-;85+
C00;Lip;49;-;-;-;-;-;1;1;-;1;2;2;1;1;5;13;10;7;5
C01;Base of tongue;28;-;-;-;-;-;-;-;-;1;3;4;7;5;4;-;2;-;2
C02;Tongue;82;-;-;-;-;1;2;3;-;2;5;10;15;18;8;9;5;1;3
C03;Gum;10;-;-;-;-;-;-;-;-;-;2;1;2;1;1;2;-;-;1
C04;Floor of mouth;76;-;-;-;-;-;-;1;-;5;10;13;15;12;4;10;3;2;1
C05;Palate;25;-;-;-;-;-;-;-;-;1;2;3;7;5;3;-;2;2;-
C06;Mouth, NOS;41;-;-;-;-;-;-;1;-;2;4;5;10;4;5;5;2;2;1
C07;Parotid gland;36;-;-;-;-;-;1;1;1;1;3;2;4;4;5;2;5;6;1
C08;Salivary glands, NOS;9;-;-;-;-;-;-;-;-;1;-;1;-;2;1;1;-;3;-
C09;Tonsil;72;-;-;-;-;-;1;1;-;3;7;11;19;8;6;9;4;2;1
C10;Oropharynx;30;-;-;-;-;-;-;-;-;-;3;6;5;4;5;3;3;-;1
C11;Nasopharynx;14;-;1;1;1;-;-;-;1;-;1;1;3;1;1;2;-;1;-
C12;Pyriform sinus;51;-;-;-;-;-;-;-;-;1;9;13;13;7;4;2;2;-;-
C13;Hypopharynx;21;-;-;-;-;-;-;-;-;1;3;4;3;3;2;3;1;-;1
C14;Lip, oral cavity and pharynx, NOS;18;-;-;-;-;-;-;-;-;1;3;5;7;1;-;-;1;-;-
C15;Oesophagus;361;-;-;-;-;-;-;1;5;8;32;40;40;47;51;63;45;15;14
C16;Stomach;539;-;-;-;-;1;2;3;4;10;16;26;39;60;76;96;79;73;54
C17;Small intestine;52;-;-;-;-;-;1;-;3;4;3;2;6;4;7;4;10;7;1
C18;Colon;1439;-;1;-;-;2;3;3;6;16;40;63;102;147;242;296;279;156;83
C19;Rectosigmoid junction;164;-;-;-;-;-;-;-;3;-;4;8;13;22;33;28;28;20;5
C20;Rectum;752;-;-;-;-;-;-;3;5;9;20;49;84;86;133;140;110;71;42
C21;Anus and anal canal;24;-;-;-;-;-;-;-;1;-;-;-;2;4;5;6;3;2;1
C22;Liver and intrahepatic bile ducts;111;1;-;1;-;-;-;1;3;3;5;5;11;9;20;22;20;8;2
C23;Gallbladder;17;-;-;-;-;-;-;-;-;-;-;1;1;-;3;3;4;3;2
C24;Biliary tract, NOS;49;-;-;-;-;-;-;-;-;2;2;3;5;5;5;10;10;5;2
C25;Pancreas;314;-;-;-;-;-;-;2;6;4;11;15;33;53;51;53;46;30;10
C26;Other ill-defined digestive organs;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-
C30;Nasal cavity and middle ear;10;-;-;-;-;-;-;-;-;-;1;2;1;1;3;-;2;-;-
C31;Accessory sinuses;40;-;-;-;-;-;1;-;-;3;5;5;4;3;3;7;5;4;-
C32;Larynx;343;-;-;-;-;-;-;-;4;7;21;37;47;54;64;50;31;18;10
C33;Trachea;11;-;-;-;-;1;-;-;-;-;1;2;1;-;2;2;2;-;-
C34;Bronchus and lung;2994;1;-;-;1;1;1;2;10;26;88;187;281;358;526;596;527;277;112
C37;Thymus;8;-;-;-;-;-;-;-;-;-;1;1;2;-;1;3;-;-;-
C38;Heart, mediastinum and pleura;8;-;-;-;-;1;-;-;-;-;-;-;-;-;2;1;2;2;-
C39;Respiratory system and intrathoracic organs, NOS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
C40;Bone and articular cartilage of limbs;19;-;-;-;3;1;2;-;3;-;-;2;2;3;2;-;-;-;1
C41;Bone and articular cartilage, NOS;23;-;-;1;3;5;-;1;-;-;-;3;3;2;1;2;1;-;1
C43;Malignant melanoma of skin;283;-;-;-;3;1;6;11;16;18;18;20;35;33;28;35;31;15;13
C44;Malignant neoplasms of skin;756;-;-;1;-;-;-;3;1;4;14;13;49;47;107;134;154;116;113
C45;Mesothelioma;98;-;-;-;-;-;-;-;-;2;6;4;13;14;14;19;14;8;4
C46;Kaposi's sarcoma;9;-;-;-;-;-;-;1;1;-;-;-;-;-;2;3;-;-;2
C47,C49;Soft tissues;118;1;2;1;4;1;1;2;6;8;4;10;15;10;13;15;15;8;2
C48;Retroperitoneum and peritoneum;13;1;-;-;-;-;-;-;-;1;1;-;1;3;4;1;-;1;-
C50;Breast;52;-;-;-;-;-;-;-;1;-;2;-;2;7;16;8;10;3;3
C60;Penis;31;-;-;-;-;-;-;-;1;-;1;1;2;4;6;6;6;3;1
C61;Prostate;5007;-;-;-;-;-;-;-;1;9;32;206;438;700;1006;1049;862;459;245
C62;Testis;126;1;-;1;5;21;23;26;19;13;7;7;1;-;1;1;-;-;-
C63;Male genital organs, NOS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
C64;Kidney;457;4;1;-;-;1;-;4;5;15;23;39;56;57;91;61;60;30;10
C65;Renal pelvis;57;-;-;-;-;-;-;-;-;-;1;2;6;8;2;13;11;8;6
C66;Ureter;43;-;-;-;-;-;-;1;-;-;-;-;5;7;8;4;14;2;2
C67;Bladder;909;-;-;-;-;-;-;1;1;6;10;31;65;90;140;196;200;104;65
C68;Urinary organs, NOS;11;-;-;-;-;-;-;-;-;-;-;1;2;-;-;3;3;2;-
C69;Eye and adnexa;34;3;-;-;-;-;2;-;1;4;1;2;2;7;5;4;2;1;-
C70;Meninges;8;-;-;-;-;-;-;1;-;-;-;-;-;2;-;3;-;1;1
C71;Brain;255;7;4;3;6;2;6;10;14;17;14;19;31;23;32;26;31;7;3
C72;Spinal cord, cranial nerves and CNS, NOS;7;1;1;-;-;-;-;2;-;-;1;-;-;1;1;-;-;-;-
C73;Thyroid gland;56;-;-;-;2;-;1;3;6;5;7;5;3;3;9;6;3;1;2
C74;Adrenal gland;12;2;1;-;-;-;-;-;-;-;1;4;-;1;1;1;1;-;-
C75;Endocrine glands, NOS;5;1;-;-;-;-;-;1;-;-;-;-;-;1;-;1;1;-;-
