icd-o-3;label;Tot;00-;05-;10-;15-;20-;25-;30-;35-;40-;45-;50-;55-;60-;65-;70-;75-;80-;85+
C00;Lip;42;-;-;-;-;-;-;2;1;1;-;3;4;3;5;6;7;7;3
C01;Base of tongue;157;-;-;-;-;-;-;1;-;2;7;8;26;35;23;29;8;12;6
C02;Tongue;157;-;-;-;-;-;-;1;3;5;7;17;28;31;33;15;5;8;4
C03;Gum;40;-;-;-;-;-;-;1;-;-;3;1;4;9;3;2;12;1;4
C04;Floor of mouth;164;-;-;-;-;-;-;-;-;4;6;27;27;33;33;22;9;3;-
C05;Palate;68;-;-;-;-;-;1;-;-;2;3;6;12;14;16;10;3;-;1
C06;Mouth, NOS;61;-;-;-;-;-;-;-;-;1;3;2;5;16;14;10;5;2;3
C07;Parotid gland;80;-;-;-;-;-;-;2;3;2;6;4;7;5;10;11;8;9;13
C08;Salivary glands, NOS;15;-;-;-;-;-;-;-;-;-;-;1;1;2;4;4;1;2;-
C09;Tonsil;199;-;-;-;-;-;-;-;3;3;7;24;45;40;26;26;12;8;5
C10;Oropharynx;143;-;-;-;-;-;-;1;-;2;6;17;25;33;23;19;9;5;3
C11;Nasopharynx;39;-;-;1;3;1;-;1;1;1;3;8;5;7;-;1;4;2;1
C12;Pyriform sinus;170;-;-;-;-;-;-;-;-;1;3;21;34;30;34;24;13;7;3
C13;Hypopharynx;75;-;-;-;-;-;-;-;-;1;1;5;8;17;15;15;9;4;-
C14;Lip, oral cavity and pharynx, NOS;15;-;-;-;-;-;-;-;-;1;-;-;2;3;4;2;2;1;-
C15;Oesophagus;843;-;-;-;-;-;1;-;1;6;21;60;74;141;171;149;99;62;58
C16;Stomach;948;-;-;-;1;-;1;5;8;20;26;53;96;101;131;144;133;121;108
C17;Small intestine;210;-;-;-;-;1;1;-;1;3;7;16;22;26;28;36;28;21;20
C18;Colon;2873;-;1;1;3;5;11;14;17;19;50;136;212;295;401;523;395;442;348
C19;Rectosigmoid junction;67;-;-;-;-;-;-;-;-;1;1;4;7;5;10;9;13;9;8
C20;Rectum;1348;-;-;-;-;1;1;6;10;21;38;95;124;184;210;214;169;144;131
