icd-o-3;label;Tot;00-;05-;10-;15-;20-;25-;30-;35-;40-;45-;50-;55-;60-;65-;70-;75-;80-;85+
C00;Lip;44;-;-;-;-;-;-;-;-;2;-;1;1;1;7;9;10;9;4
C01;Base of tongue;37;-;-;-;-;-;-;-;-;1;8;9;4;6;3;2;3;1;-
C02;Tongue;95;-;-;-;-;-;-;-;1;4;16;16;18;15;9;7;4;3;2
C03;Gum;11;-;-;-;-;-;-;-;-;-;2;2;2;2;-;3;-;-;-
C04;Floor of mouth;93;-;-;-;-;-;-;-;1;2;13;14;21;18;8;4;7;5;-
C05;Palate;26;-;-;-;-;-;-;-;-;3;3;4;4;3;3;2;2;2;-
C06;Mouth, NOS;46;-;-;-;-;-;-;1;-;2;5;10;7;6;8;1;2;3;1
C07;Parotid gland;37;-;-;2;-;1;-;-;1;-;3;1;5;2;7;4;4;3;4
C08;Salivary glands, NOS;9;-;-;-;-;-;1;-;-;-;-;-;-;3;-;1;2;2;-
C09;Tonsil;86;-;-;-;-;-;-;-;1;7;6;17;12;12;11;6;7;7;-
C10;Oropharynx;41;-;-;-;-;-;-;-;-;2;3;7;8;11;4;3;1;-;2
C11;Nasopharynx;18;-;-;-;-;-;-;-;1;1;2;5;1;1;4;1;-;-;2
C12;Pyriform sinus;74;-;-;-;-;-;-;-;-;2;5;17;18;12;7;3;7;3;-
C13;Hypopharynx;38;-;-;-;-;-;-;-;-;1;3;8;8;4;7;4;2;1;-
C14;Lip, oral cavity and pharynx, NOS;10;-;-;-;-;-;-;-;-;-;-;4;1;3;1;-;1;-;-
C15;Oesophagus;368;-;-;-;-;-;-;3;3;8;24;37;60;44;53;57;50;16;13
C16;Stomach;537;-;-;-;-;1;-;2;5;5;17;32;36;52;69;103;83;94;38
C17;Small intestine;63;-;-;-;-;-;-;-;1;3;4;5;7;6;10;10;8;4;5
C18;Colon;1588;-;1;-;1;3;1;3;5;23;43;46;95;145;261;312;310;235;104
C19;Rectosigmoid junction;208;-;-;-;-;-;-;-;2;-;3;11;20;18;43;42;37;26;6
C20;Rectum;830;-;-;1;-;1;1;3;5;19;32;46;77;105;131;151;134;81;43
C21;Anus and anal canal;29;-;-;-;-;-;-;-;-;1;2;5;3;5;3;2;3;3;2
C22;Liver and intrahepatic bile ducts;143;1;-;-;-;-;-;1;2;1;6;14;16;16;26;27;22;10;1
C23;Gallbladder;20;-;-;-;-;-;-;-;-;-;1;-;2;2;3;3;5;4;-
C24;Biliary tract, NOS;73;-;-;-;-;-;1;-;1;-;4;3;7;6;13;9;17;9;3
C25;Pancreas;348;-;-;-;-;-;-;-;4;13;9;26;28;46;55;82;47;24;14
C26;Other ill-defined digestive organs;3;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;-
C30;Nasal cavity and middle ear;10;-;-;-;-;-;-;-;1;-;-;1;2;-;2;3;-;1;-
C31;Accessory sinuses;35;-;-;-;-;-;-;1;-;2;2;3;2;5;7;6;3;2;2
C32;Larynx;348;-;-;-;-;-;-;-;2;4;26;37;50;57;56;46;37;21;12
C33;Trachea;8;-;-;-;-;-;-;-;-;-;-;-;1;1;3;-;1;1;1
C34;Bronchus and lung;3260;-;-;-;1;-;1;2;8;23;67;188;296;419;551;679;597;325;103
C37;Thymus;18;-;-;-;-;-;-;-;3;2;1;-;3;-;5;-;1;2;1
C38;Heart, mediastinum and pleura;5;-;-;-;-;1;-;-;-;2;-;-;1;1;-;-;-;-;-
C39;Respiratory system and intrathoracic organs, NOS;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
C40;Bone and articular cartilage of limbs;28;-;1;2;3;4;3;2;3;1;3;-;1;1;1;-;3;-;-
C41;Bone and articular cartilage, NOS;22;1;-;-;4;-;1;4;2;-;2;-;1;3;1;-;1;1;1
C43;Malignant melanoma of skin;366;-;1;-;2;4;11;15;21;33;40;22;39;31;51;38;31;17;10
C44;Malignant neoplasms of skin;945;-;-;1;-;1;-;1;2;8;14;27;34;72;113;166;197;176;133
C45;Mesothelioma;137;-;-;-;-;1;-;-;2;1;2;6;12;24;17;35;20;15;2
