icd-o-3;label;Tot;00-;05-;10-;15-;20-;25-;30-;35-;40-;45-;50-;55-;60-;65-;70-;75-;80-;85+
C00;Lip;7;-;-;-;-;-;-;-;1;-;-;1;-;1;2;1;-;-;1
C01;Base of tongue;46;-;-;-;-;-;-;-;-;-;2;3;11;11;8;3;4;2;2
C02;Tongue;59;-;-;-;-;-;-;-;1;-;2;12;10;17;7;7;1;1;1
C03;Gum;13;-;-;-;-;-;-;-;-;-;-;1;1;2;4;5;-;-;-
C04;Floor of mouth;46;-;-;-;-;-;-;-;-;1;1;13;6;14;8;2;1;-;-
C05;Palate;28;-;-;-;-;-;-;-;-;-;2;5;5;5;7;1;1;2;-
C06;Mouth, NOS;13;-;-;-;-;-;-;-;-;-;-;3;1;2;4;1;1;1;-
C07;Parotid gland;16;-;-;-;-;-;1;-;2;1;-;2;2;1;1;2;2;1;1
C08;Salivary glands, NOS;5;-;-;-;-;-;-;1;-;-;1;-;1;1;1;-;-;-;-
C09;Tonsil;65;-;-;-;-;-;-;1;-;3;5;14;16;11;6;7;1;-;1
C10;Oropharynx;67;-;-;-;-;-;-;-;-;3;4;9;19;12;7;5;6;1;1
C11;Nasopharynx;18;-;-;-;-;-;-;1;2;1;3;4;2;3;1;-;1;-;-
C12;Pyriform sinus;68;-;-;-;-;-;-;-;1;-;1;14;13;15;11;6;5;2;-
C13;Hypopharynx;36;-;-;-;-;-;-;-;-;1;2;7;8;6;7;2;3;-;-
C14;Lip, oral cavity and pharynx, NOS;11;-;-;-;-;-;-;-;-;-;-;4;-;3;2;1;-;1;-
C15;Oesophagus;241;-;-;-;-;-;-;-;-;2;7;22;36;48;44;24;27;21;10
C16;Stomach;256;-;1;-;-;-;1;2;1;4;10;21;31;32;38;39;36;18;22
C17;Small intestine;54;-;-;-;-;-;-;-;1;1;2;6;4;8;11;5;5;7;4
C18;Colon;928;-;-;2;1;4;5;7;12;5;22;31;57;96;156;123;159;147;101
C19;Rectosigmoid junction;46;-;-;-;-;-;-;-;-;1;3;3;2;4;7;12;5;4;5
C20;Rectum;448;-;-;-;-;-;1;-;6;8;16;28;49;59;68;65;75;43;30
C21;Anus and anal canal;27;-;-;-;-;-;-;-;-;1;2;5;5;2;3;5;3;1;-
C22;Liver and intrahepatic bile ducts;253;1;-;-;-;-;-;-;1;-;4;18;32;50;54;31;27;21;14
C23;Gallbladder;13;-;-;-;-;-;-;-;-;-;1;2;1;2;3;-;-;3;1
C24;Biliary tract, NOS;48;-;-;-;-;-;-;-;-;2;1;1;3;4;10;9;11;5;2
C25;Pancreas;300;-;-;-;-;-;-;1;-;4;7;18;34;36;69;49;39;30;13
C26;Other ill-defined digestive organs;8;-;-;-;-;-;-;-;-;-;-;-;2;1;1;-;1;2;1
C30;Nasal cavity and middle ear;8;-;-;-;-;-;-;-;-;-;-;2;-;1;-;1;1;2;1
C31;Accessory sinuses;14;1;-;-;-;-;-;-;1;-;1;1;4;2;1;1;-;1;1
C32;Larynx;179;-;-;-;-;-;-;-;-;2;6;21;32;41;27;18;13;13;6
C33;Trachea;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-
C34;Bronchus and lung;1906;-;-;-;-;-;1;2;8;18;38;120;240;342;328;273;277;181;78
C37;Thymus;3;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-
C38;Heart, mediastinum and pleura;10;1;-;-;-;1;2;-;-;1;-;-;1;1;-;2;-;-;1
C39;Respiratory system and intrathoracic organs, NOS;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
C40;Bone and articular cartilage of limbs;4;-;1;-;-;1;-;-;-;-;-;1;-;1;-;-;-;-;-
C41;Bone and articular cartilage, NOS;6;-;1;-;-;-;-;-;-;-;-;-;1;-;2;-;1;-;1
C43;Malignant melanoma of skin;320;-;-;-;1;4;9;8;13;16;27;34;35;41;31;30;28;27;16
C44;Malignant neoplasms of skin;911;-;-;1;-;1;-;2;2;10;15;20;53;48;89;132;169;176;193
C45;Mesothelioma;62;-;-;-;-;-;-;-;-;-;-;6;5;10;10;10;11;6;4
C46;Kaposi's sarcoma;7;-;-;-;-;-;-;-;-;-;-;1;3;2;-;-;-;-;1
C47,C49;Soft tissues;50;1;-;1;1;-;-;1;-;5;5;1;7;6;5;3;6;7;1
C48;Retroperitoneum and peritoneum;4;-;-;1;-;-;-;-;1;-;-;1;1;-;-;-;-;-;-
C50;Breast;29;-;-;-;-;-;-;-;-;1;-;1;2;4;4;7;2;5;3
C60;Penis;37;-;-;-;-;-;-;-;-;-;2;2;3;5;4;6;4;6;5
C61;Prostate;2317;-;-;-;-;-;-;1;-;1;20;128;222;420;502;368;325;212;118
C62;Testis;138;1;1;-;2;13;31;19;28;14;7;6;5;5;2;-;4;-;-
C63;Male genital organs, NOS;5;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;1;1
C64;Kidney;312;3;-;-;-;-;1;3;7;9;12;33;38;51;55;33;34;24;9
C65;Renal pelvis;48;-;-;-;-;-;-;-;1;1;1;2;1;8;9;6;9;6;4
C66;Ureter;31;-;-;-;-;-;-;-;-;-;1;-;-;5;9;4;9;1;2
C67;Bladder;662;1;-;-;-;-;-;-;-;6;13;23;53;84;122;85;95;98;82
C68;Urinary organs, NOS;20;-;-;-;-;-;-;-;-;-;-;-;1;2;3;3;2;6;3
C69;Eye and adnexa;24;2;-;-;-;-;-;-;2;-;3;3;3;1;3;3;2;1;1
C70;Meninges;3;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;1
C71;Brain;184;5;6;6;3;5;5;10;2;7;11;13;18;30;18;13;17;10;5
C72;Spinal cord, cranial nerves and CNS, NOS;6;-;1;1;-;-;-;1;1;-;-;-;-;1;1;-;-;-;-
C73;Thyroid gland;103;-;-;-;-;2;5;5;7;5;9;10;10;21;13;7;7;1;1
C74;Adrenal gland;16;4;-;1;-;1;-;-;-;-;2;-;5;2;-;1;-;-;-
C75;Endocrine glands, NOS;3;-;1;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-
C81;Hodgkin's disease;68;-;1;1;4;14;5;1;6;5;3;7;3;2;4;1;5;4;2
C82-C86;Non-Hodgkin-lymphoma;331;2;3;3;2;6;1;3;4;10;16;16;31;50;51;37;42;31;23
C88;Malignant immunoproliferative diseases;58;-;-;-;-;-;-;-;1;-;4;3;9;11;10;3;6;10;1
C90;Multiple myeloma;140;-;-;-;-;-;-;-;1;-;2;13;13;20;21;23;19;19;9
C91;Lymphoid leukaemia;177;8;2;6;3;3;2;1;1;4;5;9;15;20;28;21;21;19;9
C92;Myeloid leukaemia;119;1;-;1;-;1;1;1;5;3;8;7;9;16;14;12;15;13;12
C93;Monocytic leukaemia;18;-;-;-;-;-;-;-;-;1;1;1;-;2;3;2;1;3;4
C94-C95;Leukaemia other;15;-;-;-;-;-;-;-;-;1;-;2;-;3;3;2;2;-;2
C96;Lymphoid, haematopoietic and related tissue, NOS;6;3;-;1;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-
C76;Other and ill-defined sites;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-
C80;Unknown primary site;133;-;-;-;-;-;1;-;-;6;5;8;13;22;18;18;14;16;12
MPD;Myeloproliferative Disorders;87;-;-;-;-;-;-;-;-;5;3;10;7;12;9;9;14;8;10
MDS;Myelodysplastic syndromes;183;-;1;-;-;-;-;2;2;1;2;7;14;16;21;28;40;28;21
Total;;11880;34;19;25;17;57;72;73;122;170;321;760;1212;1756;1962;1570;1609;1248;853
Total excl. non-melanoma;;10969;34;19;24;17;56;72;71;120;160;306;740;1159;1708;1873;1438;1440;1072;660
Total excl. non-melanoma and MDS, MPD;;10699;34;18;24;17;56;72;69;118;154;301;723;1138;1680;1843;1401;1386;1036;629
