icd-o-3;label;Tot;00-;05-;10-;15-;20-;25-;30-;35-;40-;45-;50-;55-;60-;65-;70-;75-;80-;85+
C00;Lip;9;-;-;-;-;-;-;1;-;-;-;-;-;-;2;2;1;-;3
C01;Base of tongue;59;-;-;-;-;-;-;-;-;-;-;7;11;13;12;10;5;1;-
C02;Tongue;70;-;-;-;-;-;-;1;1;1;6;11;10;11;12;10;3;2;2
C03;Gum;18;-;-;-;-;-;-;-;-;-;1;1;2;2;2;5;3;2;-
C04;Floor of mouth;50;-;-;-;-;-;-;-;-;1;4;3;11;12;8;6;5;-;-
C05;Palate;18;-;-;-;-;-;-;-;-;-;-;-;2;5;3;6;2;-;-
C06;Mouth, NOS;19;-;-;-;-;-;-;-;-;-;-;2;4;3;6;2;1;-;1
C07;Parotid gland;21;-;-;-;-;-;-;1;-;1;2;-;4;5;2;1;2;2;1
C08;Salivary glands, NOS;7;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;3;-;2
C09;Tonsil;72;-;-;-;-;-;-;-;-;-;2;17;13;18;12;4;2;1;3
C10;Oropharynx;58;-;-;-;-;-;-;-;-;-;1;10;7;18;12;7;2;-;1
C11;Nasopharynx;13;-;-;-;-;-;-;2;1;1;2;2;2;-;2;1;-;-;-
C12;Pyriform sinus;66;-;-;-;-;-;-;-;-;2;1;5;13;17;15;8;1;4;-
C13;Hypopharynx;37;-;-;-;-;-;-;-;-;-;-;2;6;6;10;11;1;-;1
C14;Lip, oral cavity and pharynx, NOS;7;-;-;-;1;-;-;-;-;-;-;-;2;2;1;-;-;1;-
C15;Oesophagus;263;-;-;-;-;-;-;-;-;3;6;11;25;47;62;43;24;27;15
C16;Stomach;311;-;-;-;1;-;1;2;2;7;13;11;26;46;55;42;32;40;33
C17;Small intestine;69;-;-;-;-;-;1;1;1;2;4;4;5;10;10;11;7;5;8
C18;Colon;992;-;-;1;3;3;-;7;8;11;25;58;70;122;160;171;131;126;96
C19;Rectosigmoid junction;19;-;-;-;-;-;-;-;-;1;1;-;1;1;3;5;2;3;2
C20;Rectum;443;-;-;-;-;-;1;3;4;6;20;25;46;56;72;73;54;45;38
C21;Anus and anal canal;28;-;-;-;-;1;-;-;1;2;-;3;1;5;4;6;1;2;2
C22;Liver and intrahepatic bile ducts;345;1;-;-;-;-;1;1;-;5;4;14;31;55;68;70;49;29;17
C23;Gallbladder;10;-;-;-;-;-;-;-;-;-;1;-;2;1;-;2;2;1;1
C24;Biliary tract, NOS;71;-;-;-;-;-;-;-;-;1;4;-;4;5;14;17;3;7;16
C25;Pancreas;350;-;-;1;-;-;1;2;2;4;13;21;30;49;60;74;41;30;22
C26;Other ill-defined digestive organs;12;-;-;-;-;-;-;-;-;2;1;-;2;2;-;1;1;2;1
C30;Nasal cavity and middle ear;18;-;-;-;-;-;-;-;1;-;-;-;1;7;3;1;2;-;3
C31;Accessory sinuses;27;-;-;-;-;-;1;-;-;1;2;1;3;7;6;2;1;1;2
C32;Larynx;161;-;-;-;-;-;-;-;1;2;8;16;22;25;28;28;21;6;4
C33;Trachea;3;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;-
C34;Bronchus and lung;1964;-;-;-;1;-;-;2;6;13;42;98;177;308;391;397;259;181;89
C37;Thymus;13;-;-;-;-;-;-;-;-;-;1;1;3;2;3;1;-;2;-
C38;Heart, mediastinum and pleura;8;-;-;-;2;1;1;-;1;-;-;1;-;2;-;-;-;-;-
C39;Respiratory system and intrathoracic organs, NOS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
C40;Bone and articular cartilage of limbs;9;-;1;-;1;1;1;-;-;1;1;-;1;-;-;2;-;-;-
C41;Bone and articular cartilage, NOS;8;-;-;-;-;-;1;2;-;-;-;-;-;1;3;-;-;-;1
C43;Melanoma of skin;487;-;-;-;2;4;10;12;13;24;17;40;68;56;74;67;39;35;26
C44;Malignant neoplasms of skin;1313;-;1;-;1;-;1;3;4;10;11;24;58;77;143;184;208;258;330
C45;Mesothelioma;73;-;-;-;-;-;-;-;-;1;1;1;-;8;10;18;13;10;11
C46;Kaposi's sarcoma;7;-;-;-;-;1;-;-;-;-;-;1;-;-;1;4;-;-;-
C47,C49;Soft tissues;63;-;-;1;2;-;2;-;3;4;1;5;5;3;6;6;10;4;11
C48;Retroperitoneum and peritoneum;7;1;-;-;-;-;1;1;-;-;1;1;-;-;-;-;1;-;1
C50;Breast;24;-;-;-;-;-;-;-;-;-;1;-;2;2;6;4;3;3;3
C60;Penis;18;-;-;-;-;-;-;-;-;-;1;1;2;3;2;3;4;2;-
C61;Prostate;2916;-;-;-;-;-;-;-;-;1;16;92;255;403;638;641;426;296;148
