icd-o-3;label;Tot;00-;05-;10-;15-;20-;25-;30-;35-;40-;45-;50-;55-;60-;65-;70-;75-;80-;85+;CR;ESR;WSR;CRI
C00;Lip;41;-;-;-;-;-;-;-;-;0.43;0.47;1;0.63;0.64;6.09;5.01;9;13.47;24.23;1.4;1.15;0.72;0.07
C01;Base of tongue;20;-;-;-;-;-;-;-;-;0.43;0.94;0.5;3.75;-;3.38;3.34;-;2.69;-;0.68;0.62;0.44;0.06
C02;Tongue;87;-;-;-;0.55;0.54;-;-;-;1.71;3.75;6.49;11.26;8.28;6.09;12.52;4.5;2.69;-;2.97;2.74;2.02;0.26
C03;Gum;10;-;-;-;-;-;-;-;-;0.43;-;0.5;-;2.55;-;2.5;-;-;3.46;0.34;0.3;0.22;0.03
C04;Floor of mouth;75;-;-;-;-;-;-;-;-;1.71;4.69;9.48;9.38;5.1;6.09;1.67;3.38;8.08;6.92;2.56;2.44;1.76;0.19
C05;Palate;25;-;-;-;-;-;-;0.45;-;0.43;1.88;2;1.88;3.82;2.03;0.83;1.13;2.69;-;0.85;0.79;0.6;0.07
C06;Mouth, NOS;51;-;-;-;0.55;-;-;-;-;2.13;1.88;2.99;6.26;5.1;2.03;9.18;-;5.39;3.46;1.74;1.6;1.18;0.15
C07;Parotid gland;28;-;-;-;-;-;-;-;0.41;0.43;0.94;0.5;3.13;-;2.71;5.01;5.63;8.08;-;0.95;0.8;0.53;0.07
C08;Salivary glands, NOS;11;-;-;-;-;-;-;-;0.41;0.43;-;1;0.63;0.64;1.35;0.83;2.25;-;-;0.38;0.32;0.23;0.03
C09;Tonsil;76;-;-;-;-;-;-;-;-;3.84;5.16;5.49;6.88;10.2;2.71;9.18;1.13;2.69;3.46;2.59;2.4;1.8;0.22
C10;Oropharynx;35;-;-;-;-;-;-;-;0.82;-;2.35;3.49;3.75;1.91;4.74;1.67;-;5.39;3.46;1.19;1.11;0.81;0.09
C11;Nasopharynx;16;-;-;-;0.55;0.54;0.51;0.9;0.82;-;-;1;0.63;1.27;0.68;-;1.13;5.39;-;0.55;0.51;0.42;0.03
C12;Pyriform sinus;52;-;-;-;-;-;-;-;-;0.85;3.28;5.49;4.38;5.1;4.06;5.84;2.25;5.39;-;1.77;1.63;1.19;0.14
C13;Hypopharynx;38;-;-;-;-;-;-;-;-;0.43;2.82;2.49;6.88;4.46;2.71;1.67;1.13;-;3.46;1.3;1.25;0.92;0.11
C14;Lip, oral cavity and pharynx, NOS;26;-;-;-;-;-;-;-;-;0.85;-;2;1.25;5.1;2.03;1.67;4.5;-;3.46;0.89;0.79;0.56;0.06
C15;Oesophagus;327;-;-;-;-;-;-;-;0.82;3.84;10.32;15.47;23.77;35.05;34.51;45.09;36;56.57;41.54;11.15;9.74;6.81;0.84
C16;Stomach;493;-;-;-;-;-;-;-;3.26;3.41;3.75;8.48;21.9;26.77;59.55;70.14;100.13;140.08;214.6;16.81;14.01;8.96;0.98
C17;Small intestine;42;-;-;-;-;-;-;-;0.41;0.85;1.41;1.5;1.88;2.55;4.06;5.01;6.75;8.08;17.31;1.43;1.23;0.83;0.09
C18;Colon;1321;-;-;-;-;1.086690754978402;-;2.685657247469887;4.488110587044864;6.399317406143345;19.70766956807358;20.95797925160054;55.05505505505506;87.30618981767662;153.600476364473;207.0652673062312;294.7695284812619;371.7472118959108;356.5124087085944;45.05112842675048;37.07535638069501;24.16444233130543;2.75315251950139
C19;Rectosigmoid junction;169;-;-;-;-;-;-;-;-;0.8532423208191127;0.9384604556225512;4.490995553914402;11.88688688688689;14.6572435460333;23.0062387506259;26.71809900725563;30.37701247707661;35.01966488874522;27.69028417154131;5.76354330364938;4.842296534026906;3.235686174335116;0.4119051665128048
C20;Rectum;822;-;-;-;-;-;0.5135684792210193;-;4.080100533677149;3.839590443686007;9.853834784036788;26.44697381749592;47.54754754754754;67.55077460345784;96.76153356880896;126.9109702844643;139.5092424873148;199.342707828242;183.4481326364612;28.0333289680461;23.65766005277354;15.78389064088691;1.899256917776204
C21;Anus and anal canal;16;-;-;-;-;-;-;-;-;-;-;2;-;0.64;1.35;0.83;2.25;8.08;10.38;0.55;0.48;0.3;0.02
C22;Liver and intrahepatic bile ducts;126;-;-;0.57;-;0.54;-;-;-;0.43;1.88;3.99;6.88;10.83;12.86;22.54;20.25;32.33;24.23;4.3;3.63;2.46;0.3
C23;Gallbladder;17;-;-;-;-;-;-;-;-;-;0.47;-;-;1.27;0.68;2.5;5.63;8.08;6.92;0.58;0.46;0.28;0.02
C24;Biliary tract, NOS;33;-;-;-;-;-;-;-;-;0.43;0.47;0.5;1.88;1.27;3.38;5.01;6.75;13.47;10.38;1.13;0.93;0.59;0.06
C25;Pancreas;260;-;-;-;-;-;-;-;-;1.71;5.63;8.48;15.64;21.03;27.74;35.9;47.25;67.35;62.3;8.87;7.53;5.0;0.58
C26;Other ill-defined digestive organs;15;-;-;-;-;-;-;-;-;0.43;-;-;-;1.27;0.68;1.67;3.38;8.08;10.38;0.51;0.42;0.26;0.02
C30;Nasal cavity and middle ear;15;-;-;-;-;-;-;0.45;-;-;0.47;-;0.63;1.91;2.03;1.67;2.25;-;6.92;0.51;0.44;0.31;0.04
C31;Accessory sinuses;31;-;-;0.57;-;-;0.51;-;-;-;1.41;2.49;1.25;3.82;4.06;3.34;2.25;-;3.46;1.06;0.96;0.73;0.09
C32;Larynx;332;-;-;-;-;-;-;0.45;1.22;4.69;8.45;17.46;21.9;35.05;39.25;58.45;30.38;40.41;13.85;11.32;9.8;6.96;0.93
C33;Trachea;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0.83;2.25;-;3.46;0.14;0.1;0.06;0
C34;Bronchus and lung;3056;-;-;-;0.55;0.54;0.51;1.79;3.67;15.78;53.02;87.32;187.06;256.82;388.4;513.49;574.91;552.23;373.82;104.22;87.19;59.01;7.27
C37;Thymus;7;-;-;-;-;0.54;-;-;-;0.43;-;-;0.63;-;1.35;1.67;-;-;-;0.24;0.21;0.17;0.02
C38;Heart, mediastinum and pleura;22;-;-;-;-;-;-;-;1.22;-;0.47;1;-;1.27;1.35;2.5;5.63;5.39;6.92;0.75;0.62;0.41;0.04
C39;Respiratory system and intrathoracic organs, NOS;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3.46;0.03;0.03;0.02;-
C40;Bone and articular cartilage of limbs;24;-;-;1.7;3.32;1.63;1.03;-;-;0.43;0.94;1;0.63;-;1.35;1.67;-;-;-;0.82;0.84;0.9;0.07
C41;Bone and articular cartilage, NOS;25;-;-;-;1.66;-;-;1.34;0.41;1.28;-;1.5;3.13;-;1.35;0.83;3.38;-;3.46;0.85;0.8;0.64;0.06
C43;Malignant melanoma of skin;301;-;-;-;1.66;2.72;4.11;4.92;7.75;7.25;14.08;10.48;24.4;21.67;26.39;29.22;22.5;21.55;41.54;10.27;9.27;7.02;0.77
C44;Malignant neoplasms of skin;701;-;0.56;0.57;-;0.54;0.51;-;0.82;3.41;5.16;14.47;15.64;38.24;52.78;98.52;164.26;280.16;401.51;23.91;19.84;12.24;1.15
C45;Mesothelioma;109;-;-;-;-;-;-;-;-;0.85;0.47;4.49;5.63;7.01;14.21;22.54;15.75;26.94;17.31;3.72;3.1;2.07;0.28
C46;Kaposi's sarcoma;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;
C47,C49;Soft tissues;119;-;-;1.7;1.66;1.63;2.05;2.24;4.08;3.41;4.69;3.49;4.38;6.37;8.12;11.69;12.38;13.47;24.23;4.06;3.63;2.86;0.28
C48;Retroperitoneum and peritoneum;17;-;-;-;-;-;-;-;-;0.43;-;-;1.25;1.91;3.38;2.5;1.13;2.69;3.46;0.58;0.5;0.35;0.05
C50;Breast;54;-;-;-;-;-;-;-;0.41;0.43;1.41;2.49;2.5;6.37;4.74;7.51;9;8.08;10.38;1.84;1.58;1.09;0.13
C60;Penis;38;-;-;-;-;-;-;-;0.82;0.43;1.41;0.5;2.5;3.82;1.35;3.34;5.63;13.47;17.31;1.3;1.14;0.75;0.07
C61;Prostate;4890;-;-;-;-;-;0.51;-;-;2.56;15.95;74.35;219.59;465.21;713.19;865.83;928.19;994.02;1156.07;166.77;137.54;91.01;11.12
C62;Testis;131;-;-;1.14;3.32;10.32;14.89;12.53;6.53;2.99;2.82;2.99;1.25;3.82;0.68;1.67;1.13;-;-;4.47;4.39;4.33;0.32
C63;Male genital organs, NOS;3;-;-;-;-;-;0.51;-;-;-;-;-;-;-;0.68;-;-;-;3.46;0.1;0.1;0.08;0.01
C64;Kidney;488;4.3;0.56;-;-;0.54;1.03;0.9;2.45;3.41;15.48;20.96;33.16;39.51;62.25;66.8;69.75;59.26;51.92;16.64;14.48;10.44;1.25
C65;Renal pelvis;39;-;-;-;-;-;-;-;-;-;0.47;-;1.25;3.82;4.06;7.51;12.38;8.08;3.46;1.33;1.05;0.68;0.09
C66;Ureter;40;-;-;-;-;-;-;-;-;0.43;-;0.5;0.63;1.91;3.38;7.51;10.13;13.47;20.77;1.36;1.1;0.68;0.07
C67;Bladder;929;-;-;-;-;-;-;0.9;2.86;5.12;10.79;9.48;38.79;69.46;99.47;167.82;202.51;215.51;301.13;31.68;26.07;16.93;2
C68;Urinary organs, NOS;19;-;-;-;-;-;-;-;-;0.43;-;0.5;0.63;3.19;2.71;2.5;1.13;-;10.38;0.65;0.57;0.4;0.05
C69;Eye and adnexa;31;1.23;0.56;-;0.55;-;0.51;-;0.82;0.43;0.47;1;1.25;1.27;2.71;1.67;4.5;2.69;17.31;1.06;0.99;0.81;0.06
C70;Meninges;4;-;-;-;-;-;-;-;-;-;-;-;0.63;0.64;-;1.67;-;-;-;0.14;0.12;0.08;0.01
C71;Brain;240;3.07;3.93;3.98;1.66;3.8;6.68;6.71;5.3;4.69;7.98;9.48;13.76;17.84;16.92;15.03;20.25;16.16;20.77;8.18;7.66;6.52;0.6
C72;Spinal cord, cranial nerves and CNS, NOS;7;0.61;1.68;-;-;-;-;-;-;0.43;-;0.5;-;-;-;-;1.13;-;-;0.24;0.25;0.3;0.02
C73;Thyroid gland;56;-;-;-;-;0.54;1.03;3.13;-;2.56;0.94;4.49;3.75;3.19;3.38;5.84;2.25;8.08;3.46;1.91;1.74;1.32;0.14
C74;Adrenal gland;9;1.23;-;-;-;-;0.51;-;0.41;0.43;0.47;0.5;-;0.64;-;-;-;2.69;-;0.31;0.32;0.33;0.02
C75;Endocrine glands, NOS;6;-;-;-;-;1.09;0.51;-;-;0.43;-;-;-;0.64;0.68;-;-;-;-;0.2;0.2;0.2;0.02
C81;Hodgkin's disease;74;-;0.56;3.41;3.87;3.26;5.14;1.79;2.45;2.99;2.35;2.49;0.63;3.82;1.35;1.67;3.38;5.39;3.46;2.52;2.47;2.41;0.18
C82-C85;Non-Hodgkin-lymphoma;469;1.84;0.56;1.14;2.77;1.09;1.54;5.82;6.53;8.96;12.67;21.96;26.9;28.68;44.66;58.45;63;83.51;72.69;15.99;13.97;10.12;1.11
C88;Malignant immunoproliferative diseases;11;-;-;-;-;-;-;-;-;-;-;0.5;-;1.27;1.35;0.83;3.38;2.69;3.46;0.38;0.31;0.2;0.02
C90;Multiple myeloma;196;-;-;-;-;-;-;0.45;1.22;1.28;3.75;7.48;10.01;14.66;23.68;24.21;31.5;48.49;58.84;6.68;5.7;3.81;0.43
C91;Lymphoid leukaemia;226;3.07;0.56;1.14;1.66;1.09;0.51;0.9;0.82;1.28;4.69;4.99;9.38;16.57;23.68;38.41;28.13;53.88;62.3;7.71;6.7;4.89;0.54
C92;Myeloid leukaemia;157;0.61;0.56;1.14;0.55;0.54;1.54;1.79;2.86;2.56;1.88;2.99;6.26;9.56;17.59;25.05;21.38;32.33;31.15;5.35;4.57;3.34;0.38
C93;Monocytic leukaemia;4;-;-;-;-;-;-;-;0.41;-;-;0.5;-;0.64;0.68;-;-;-;-;0.14;0.12;0.1;0.01
C94-C95;Leukaemia other;28;0.61;-;-;-;-;0.51;-;-;0.43;-;0.5;1.25;0.64;5.41;4.17;5.63;5.39;3.46;0.95;0.8;0.59;0.07
C96;Lymphoid, haematopoietic and related tissue, NOS;8;0.61;-;-;0.55;0.54;-;0.45;-;-;-;-;-;-;0.68;0.83;2.25;-;-;0.27;0.25;0.25;0.02
C76;Other and ill-defined sites;9;0.61;-;-;0.55;-;-;-;-;0.43;0.47;0.5;0.63;-;0.68;0.83;1.13;-;-;0.31;0.3;0.28;0.02
C80;Unknown primary site;555;-;-;-;-;-;0.51;0.9;1.22;2.99;10.32;15.47;24.4;42.06;58.87;100.19;92.26;148.16;138.45;18.93;15.84;10.52;1.28
Total;;17717;17.8;9.54;17.05;26.01;33.14;45.71;51.48;69.77;119.88;266.05;465.57;912.79;1437.68;2103.72;2768.66;3086.08;3674.37;3911.25;604.22;510.16;348.27;34.11
Total excl. non-melanoma;;17016;17.8;8.98;16.48;26.01;32.6;45.19;51.48;68.95;116.47;260.89;451.1;897.15;1399.45;2050.94;2670.14;2921.82;3394.21;3509.74;580.31;490.31;336.04;33.35
CR: crude (all ages) incidence rate (n/100.000 person years);;;;;;;;;;;;;;;;;;;;;;;;
