icd-o-3;label;Tot;00-;05-;10-;15-;20-;25-;30-;35-;40-;45-;50-;55-;60-;65-;70-;75-;80-;85+
C00;Lip;7;-;-;-;-;-;-;-;-;-;2;1;1;-;1;1;-;-;1
C01;Base of tongue;33;-;-;-;-;-;-;-;-;-;1;4;1;8;9;5;3;2;-
C02;Tongue;61;-;-;-;-;-;-;-;-;3;3;4;17;15;6;7;2;2;2
C03;Gum;9;-;-;-;-;-;-;-;-;-;2;2;-;1;2;1;-;1;-
C04;Floor of mouth;58;-;-;-;-;-;-;1;-;-;2;11;16;11;6;2;4;2;3
C05;Palate;37;-;-;-;-;-;-;-;-;1;3;7;9;4;4;5;4;-;-
C06;Mouth, NOS;26;-;-;-;-;-;-;-;-;1;2;3;4;7;4;2;-;3;-
C07;Parotid gland;20;-;-;2;-;-;1;-;1;1;1;1;2;1;1;3;-;1;5
C08;Salivary glands, NOS;8;-;-;-;-;-;-;-;-;-;1;1;3;-;2;1;-;-;-
C09;Tonsil;66;-;-;-;-;-;-;-;-;-;4;10;17;13;14;6;1;1;-
C10;Oropharynx;80;-;-;-;-;-;-;-;-;2;3;12;20;22;8;5;5;3;-
C11;Nasopharynx;18;-;-;1;-;-;1;-;1;1;4;2;1;3;1;1;2;-;-
C12;Pyriform sinus;59;-;-;-;-;-;-;-;1;3;5;4;14;11;12;7;2;-;-
C13;Hypopharynx;24;-;-;-;-;-;-;-;-;-;1;-;3;11;2;5;2;-;-
C14;Lip, oral cavity and pharynx, NOS;5;-;-;-;-;-;-;-;-;-;1;-;-;3;1;-;-;-;-
C15;Oesophagus;251;-;-;-;-;-;-;-;1;3;12;14;29;52;56;34;24;16;10
C16;Stomach;262;-;-;-;-;-;-;1;4;2;8;15;23;39;42;39;33;35;21
C17;Small intestine;68;-;-;-;-;-;2;1;-;1;6;5;3;9;9;9;7;6;10
C18;Colon;849;-;-;-;1;4;1;3;5;10;16;45;67;88;147;104;146;126;86
C19;Rectosigmoid junction;48;-;-;-;-;-;-;-;-;-;1;4;4;5;16;9;1;5;3
C20;Rectum;423;-;-;-;-;2;-;1;2;7;10;28;48;61;72;63;54;48;27
C21;Anus and anal canal;36;-;-;-;-;-;-;1;-;-;2;2;3;8;7;4;2;6;1
C22;Liver and intrahepatic bile ducts;274;1;-;-;1;-;-;1;1;1;10;10;28;53;57;53;27;18;13
C23;Gallbladder;11;-;-;-;-;-;-;-;1;-;1;1;-;-;1;2;3;-;2
C24;Biliary tract, NOS;63;-;-;-;-;-;-;-;1;-;2;2;5;9;8;14;8;10;4
C25;Pancreas;295;-;-;-;-;-;-;1;3;4;10;16;34;42;53;39;52;26;15
C26;Other ill-defined digestive organs;18;-;-;-;-;-;-;-;-;-;1;-;-;2;7;2;5;1;-
C30;Nasal cavity and middle ear;16;-;-;-;-;-;-;-;-;1;-;2;-;2;2;3;-;2;4
C31;Accessory sinuses;11;-;-;-;-;-;-;-;-;1;-;1;1;4;2;-;-;1;1
C32;Larynx;163;-;-;-;-;-;-;-;-;2;5;13;35;30;23;22;13;13;7
C33;Trachea;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-
C34;Bronchus and lung;1966;-;-;-;-;-;1;-;6;15;33;123;186;339;367;310;291;181;114
C37;Thymus;10;-;-;-;-;-;-;-;-;-;-;2;2;2;2;1;1;-;-
C38;Heart, mediastinum and pleura;6;-;-;-;-;1;-;1;-;-;-;-;2;-;1;-;1;-;-
C39;Respiratory system and intrathoracic organs, NOS;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-
C40;Bone and articular cartilage of limbs;10;-;-;1;2;1;-;2;1;1;-;-;-;-;1;1;-;-;-
C41;Bone and articular cartilage, NOS;13;1;1;-;1;2;-;2;-;1;-;-;2;1;1;1;-;-;-
C43;Malignant melanoma of skin;391;-;-;-;1;3;10;9;22;16;26;29;44;38;67;34;39;21;32
C44;Malignant neoplasms of skin;1030;-;-;-;1;-;-;3;4;6;9;24;36;71;102;129;190;228;227
C45;Mesothelioma;67;-;-;-;-;-;-;-;-;1;-;4;4;7;14;11;13;9;4
C46;Kaposi's sarcoma;20;-;-;-;-;-;-;1;2;1;3;-;3;1;3;1;2;2;1
C47,C49;Soft tissues;67;-;1;-;-;2;-;4;-;4;3;7;6;5;13;5;7;5;5
C48;Retroperitoneum and peritoneum;12;1;1;-;-;-;1;-;-;-;1;1;1;1;3;1;-;1;-
C50;Breast;29;-;-;-;-;-;-;-;-;-;1;4;3;1;4;3;5;2;6
C60;Penis;36;-;-;-;-;1;-;-;-;1;4;2;3;5;4;3;4;4;5
C61;Prostate;2435;-;-;-;2;-;-;-;-;-;24;81;213;353;564;410;379;269;140
C62;Testis;134;-;-;-;9;9;16;24;31;16;9;10;2;3;3;-;1;1;-
