icd-o-3;label;Tot;00-;05-;10-;15-;20-;25-;30-;35-;40-;45-;50-;55-;60-;65-;70-;75-;80-;85+
C00;Lip;18;-;-;-;-;-;-;-;-;1;-;-;2;3;1;6;1;3;1
C01;Base of tongue;58;-;-;-;-;-;-;-;-;-;8;6;11;15;6;6;4;1;1
C02;Tongue;71;-;-;-;-;-;-;-;2;-;7;5;20;11;4;8;10;2;2
C03;Gum;10;-;-;-;-;-;-;-;-;1;-;1;1;2;2;2;1;-;-
C04;Floor of mouth;72;-;-;-;-;-;-;-;-;2;10;13;13;19;5;4;3;1;2
C05;Palate;31;-;-;-;-;-;-;-;-;1;3;6;6;6;4;1;3;1;-
C06;Mouth, NOS;32;-;-;-;-;-;-;-;1;-;2;5;5;6;4;-;5;4;-
C07;Parotid gland;30;-;-;-;-;-;-;1;1;-;2;2;1;6;5;2;3;4;3
C08;Salivary glands, NOS;10;-;-;-;-;-;1;-;1;-;1;1;1;1;2;-;1;1;-
C09;Tonsil;88;-;-;-;-;-;-;1;1;1;4;14;19;21;10;5;8;3;1
C10;Oropharynx;52;-;-;-;-;-;-;-;1;3;4;9;9;11;3;7;4;-;1
C11;Nasopharynx;17;-;-;-;-;1;-;1;-;2;3;-;3;2;1;2;2;-;-
C12;Pyriform sinus;68;-;-;-;-;-;-;-;-;3;5;11;15;17;10;3;2;1;1
C13;Hypopharynx;44;-;-;-;-;-;-;-;-;1;-;9;13;7;5;4;2;2;1
C14;Lip, oral cavity and pharynx, NOS;9;-;-;-;-;-;-;-;-;-;1;1;1;2;2;2;-;-;-
C15;Oesophagus;437;-;-;-;-;-;-;-;3;5;29;52;61;60;70;47;46;47;17
C16;Stomach;525;-;-;-;-;1;1;3;4;6;18;24;39;58;56;95;85;88;47
C17;Small intestine;43;-;-;-;-;-;-;1;1;1;2;7;6;5;6;5;5;3;1
C18;Colon;1705;-;1;1;-;3;2;9;9;18;40;56;132;177;216;312;341;263;125
C19;Rectosigmoid junction;86;-;-;-;-;-;-;-;-;1;2;2;10;4;16;14;16;12;9
C20;Rectum;904;-;-;-;-;-;-;5;6;13;34;58;94;122;115;154;157;93;53
C21;Anus and anal canal;25;-;-;-;-;-;-;-;-;1;3;3;3;3;-;5;4;1;2
