icd-o-3;label;Tot;00-;05-;10-;15-;20-;25-;30-;35-;40-;45-;50-;55-;60-;65-;70-;75-;80-;85+
C00;Lip;19;-;-;-;-;-;-;-;-;-;-;3;2;2;2;4;1;1;4
C01;Base of tongue;84;-;-;-;-;-;-;-;-;2;2;6;10;23;13;17;5;6;-
C02;Tongue;117;-;-;-;-;-;-;2;2;3;3;11;16;30;19;10;10;8;3
C03;Gum;17;-;-;-;-;-;-;-;-;-;-;-;3;2;3;1;5;2;1
C04;Floor of mouth;82;-;-;-;-;-;-;-;1;1;2;9;15;21;14;7;8;2;2
C05;Palate;48;-;-;-;-;1;-;-;1;3;-;5;6;7;7;9;2;4;3
C06;Mouth, NOS;36;-;-;-;-;-;-;-;-;-;1;2;4;5;6;7;7;3;1
C07;Parotid gland;35;-;-;-;-;-;-;1;-;2;1;2;3;3;2;5;6;3;7
C08;Salivary glands, NOS;8;-;-;-;-;-;-;-;-;1;-;-;1;2;1;1;-;1;1
C09;Tonsil;102;-;-;-;-;-;-;1;1;2;7;13;21;13;18;13;7;2;4
C10;Oropharynx;59;-;-;-;-;-;-;-;-;-;-;3;10;16;13;9;4;3;1
C11;Nasopharynx;17;-;-;-;-;-;-;-;-;4;1;2;2;1;2;2;1;2;-
C12;Pyriform sinus;71;-;-;-;-;-;-;-;1;-;-;3;9;15;13;9;8;10;3
C13;Hypopharynx;54;-;-;-;-;-;-;-;-;-;-;1;10;13;4;14;8;2;2
C14;Lip, oral cavity and pharynx, NOS;4;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;1;-;-
C15;Oesophagus;514;-;-;-;-;1;-;2;1;1;8;26;37;75;92;97;89;52;33
C16;Stomach;566;-;1;-;-;1;1;2;4;10;15;26;47;56;61;87;99;84;72
C17;Small intestine;116;-;-;-;-;-;-;-;2;4;4;6;14;16;11;18;17;12;12
C18;Colon;1771;-;-;4;3;4;10;12;12;22;39;75;132;171;208;280;297;243;259
C19;Rectosigmoid junction;28;-;-;-;-;-;-;-;-;-;1;-;2;1;1;8;4;6;5
C20;Rectum;797;-;-;-;-;-;3;2;9;10;21;52;77;100;124;114;93;105;87
C21;Anus and anal canal;59;-;-;-;-;-;-;-;-;-;1;2;7;8;6;12;7;5;11
C22;Liver and intrahepatic bile ducts;391;1;-;-;-;-;2;2;1;2;4;8;17;42;76;89;79;45;23
C23;Gallbladder;21;-;-;-;-;-;-;-;-;-;1;1;-;1;2;5;4;5;2
C24;Biliary tract, NOS;133;-;-;-;-;-;-;-;-;1;1;1;7;7;21;30;26;27;12
C25;Pancreas;671;-;-;-;-;2;1;2;4;7;14;36;52;79;104;127;102;80;61
C26;Other ill-defined digestive organs;15;-;-;-;-;-;-;-;-;-;-;1;-;1;6;3;2;2;-
C30;Nasal cavity and middle ear;36;-;-;-;-;-;-;-;2;1;-;1;-;6;9;9;4;4;-
C31;Accessory sinuses;37;-;-;-;-;-;-;-;1;-;2;3;3;5;8;5;6;2;2
C32;Larynx;268;-;-;-;-;-;-;-;2;4;7;12;28;39;46;51;46;17;16
C33;Trachea;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-
C34;Bronchus and lung;3347;2;-;-;-;-;1;1;8;24;41;79;204;390;575;702;596;434;290
C37;Thymus;31;-;-;-;-;-;-;2;-;-;1;3;3;3;6;4;4;2;3
C38;Heart, mediastinum and pleura;13;-;-;1;1;-;1;-;1;-;-;1;-;3;-;1;-;2;2
C39;Respiratory system and intrathoracic organs, NOS;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
C40;Bone and articular cartilage of limbs;17;-;-;2;3;2;-;-;-;2;1;-;1;-;-;1;2;2;1
C41;Bone and articular cartilage, NOS;31;-;1;2;-;1;4;2;-;2;3;1;1;5;1;2;1;2;3
C43;Malignant melanoma of skin;1167;1;-;-;1;5;13;24;33;49;56;101;148;149;146;150;138;81;72
C44;Malignant neoplasms of skin;4020;-;-;-;-;1;3;-;7;28;25;57;113;215;313;550;733;873;1102
C45;Mesothelioma;168;-;-;-;-;-;-;-;1;-;3;1;3;15;27;27;29;33;29
C46;Kaposi's sarcoma;19;-;-;-;-;-;-;-;1;-;1;3;6;1;-;2;4;1;-
C47,C49;Soft tissues;125;2;-;1;2;1;4;-;-;2;1;5;13;5;14;12;19;12;32
C48;Retroperitoneum and peritoneum;15;1;-;-;-;-;-;-;1;1;-;-;-;4;3;2;1;-;2
C50;Breast;62;-;-;-;-;-;-;1;-;1;-;3;2;10;10;13;7;8;7
C60;Penis;82;-;-;-;-;-;-;-;1;-;2;6;4;12;12;12;12;9;12
C61;Prostate;7794;-;-;-;-;-;-;-;-;6;46;225;676;1086;1524;1627;1393;816;395
C62;Testis;243;2;-;-;3;18;35;67;46;33;15;7;5;3;3;4;1;-;1
C63;Male genital organs, NOS;12;-;-;-;-;-;-;1;-;-;-;1;2;1;3;-;2;1;1
C64;Kidney;791;5;-;1;-;-;2;6;5;14;38;36;95;99;124;118;114;77;57
C65;Renal pelvis;83;-;-;-;-;-;-;-;-;-;-;-;5;9;13;13;14;19;10
C66;Ureter;90;-;-;-;-;-;-;-;-;-;-;1;1;7;12;20;20;17;12
C67;Bladder;1277;-;-;-;-;-;-;1;-;2;15;22;56;95;183;239;224;227;213
C68;Urinary organs, NOS;36;2;-;-;-;-;-;-;-;-;-;2;-;2;3;7;11;4;5
C69;Eye and adnexa;53;2;-;-;-;-;-;1;2;2;5;6;7;7;5;1;4;6;5
C70;Meninges;4;-;-;-;-;-;-;-;2;-;2;-;-;-;-;-;-;-;-
C71;Brain;326;4;7;3;2;5;5;8;6;10;12;29;39;35;38;46;46;15;16
C72;Spinal cord, cranial nerves and CNS, NOS;4;-;-;1;-;-;-;-;1;-;-;1;-;-;-;1;-;-;-
C73;Thyroid gland;168;1;-;1;1;3;8;5;7;13;21;13;14;20;19;14;19;5;4
C74;Adrenal gland;32;3;-;-;-;1;1;2;3;1;3;3;5;3;1;5;-;-;1
C75;Endocrine glands, NOS;14;-;-;-;1;2;1;-;2;1;-;1;1;-;2;1;2;-;-
C81;Hodgkin lymphoma;109;-;-;4;4;15;9;15;5;10;2;5;9;5;10;9;3;3;1
C82-C86;Non-Hodgkin-lymphoma;758;1;4;4;5;5;6;6;13;13;27;45;59;68;101;114;100;109;78
C88;Malignant immunoproliferative diseases;137;-;-;1;-;-;-;2;-;2;3;4;9;19;19;24;19;17;18
C90;Multiple myeloma;332;-;-;-;-;1;-;1;5;4;3;17;24;42;47;55;56;45;32
C91;Lymphoid leukaemia;388;15;11;6;2;4;1;1;8;11;19;20;32;38;50;66;35;29;40
C92;Myeloid leukaemia;221;-;1;3;1;1;1;-;4;8;5;10;16;15;29;26;37;28;36
C93;Monocytic leukaemia;66;-;-;-;-;-;-;-;-;1;-;-;1;3;8;13;17;10;13
C94-C95;Leukaemia other;17;1;-;-;-;-;-;-;1;1;1;-;-;3;2;3;2;3;-
C96;Lymphoid, haematopoietic and related tissue, NOS;15;1;-;-;1;-;1;2;-;1;1;-;1;2;3;1;1;-;-
C76;Other and ill-defined sites;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
C80;Unknown primary site;229;1;-;-;-;-;-;1;2;-;3;5;16;19;28;36;36;44;38
MPN;Myeloproliferative neoplasms;292;-;-;-;1;1;1;4;-;5;15;19;23;28;44;52;34;37;28
MDS;Myelodysplastic syndromes;328;1;1;1;1;-;3;-;-;2;2;4;11;24;27;63;82;59;47
Total;;29095;46;26;35;32;75;117;179;209;329;507;1046;2141;3207;4298;5079;4767;3768;3234
Total excl. non-melanoma;;25075;46;26;35;32;74;114;179;202;301;482;989;2028;2992;3985;4529;4034;2895;2132
Total excl. non-melanoma and MDS, MPN;;24455;45;25;34;30;73;110;175;202;294;465;966;1994;2940;3914;4414;3918;2799;2057
