icd-o-3;label;Tot;00-;05-;10-;15-;20-;25-;30-;35-;40-;45-;50-;55-;60-;65-;70-;75-;80-;85+
C00;Lip;31;-;-;-;-;-;-;-;1;1;-;2;4;-;4;5;6;6;2
C01;Base of tongue;94;-;-;-;-;-;-;1;-;1;4;7;10;21;16;17;7;7;3
C02;Tongue;89;-;-;-;-;-;-;-;1;2;2;7;16;16;22;11;4;5;3
C03;Gum;26;-;-;-;-;-;-;1;-;-;2;-;2;4;2;2;10;-;3
C04;Floor of mouth;102;-;-;-;-;-;-;-;-;2;4;17;13;21;21;16;6;2;-
C05;Palate;38;-;-;-;-;-;-;-;-;2;2;2;6;8;8;7;3;-;-
C06;Mouth, NOS;36;-;-;-;-;-;-;-;-;-;2;2;2;6;9;8;3;1;3
C07;Parotid gland;50;-;-;-;-;-;-;1;2;1;5;2;2;5;7;8;6;6;5
C08;Salivary glands, NOS;12;-;-;-;-;-;-;-;-;-;-;1;-;1;3;4;1;2;-
C09;Tonsil;106;-;-;-;-;-;-;-;-;1;3;15;27;18;12;17;8;2;3
C10;Oropharynx;78;-;-;-;-;-;-;-;-;1;1;11;13;16;13;11;6;3;3
C11;Nasopharynx;20;-;-;-;2;-;-;1;1;-;2;3;3;4;-;-;2;2;-
C12;Pyriform sinus;76;-;-;-;-;-;-;-;-;-;1;7;16;15;16;12;4;3;2
C13;Hypopharynx;44;-;-;-;-;-;-;-;-;-;1;2;2;7;11;12;6;3;-
C14;Lip, oral cavity and pharynx, NOS;4;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;1;-;-
C15;Oesophagus;537;-;-;-;-;-;-;-;1;2;11;39;43;83;109;86;72;47;44
C16;Stomach;581;-;-;-;-;-;1;4;3;10;12;27;50;55;75;90;97;83;74
C17;Small intestine;124;-;-;-;-;-;-;-;-;2;5;8;15;12;16;22;19;10;15
C18;Colon;1743;-;1;-;1;-;6;4;9;11;25;86;121;169;227;294;253;309;227
C19;Rectosigmoid junction;38;-;-;-;-;-;-;-;-;-;1;2;3;2;3;5;9;7;6
C20;Rectum;776;-;-;-;-;-;1;4;5;18;21;59;57;93;109;123;104;98;84
C21;Anus and anal canal;49;-;-;-;-;-;1;1;-;2;-;8;3;4;7;8;4;5;6
C22;Liver and intrahepatic bile ducts;384;2;1;1;-;-;-;-;2;9;7;11;37;55;70;82;47;36;24
C23;Gallbladder;20;-;-;-;-;-;-;-;-;-;1;-;1;3;5;2;5;2;1
C24;Biliary tract, NOS;106;-;-;-;-;-;-;-;2;-;1;8;7;8;18;15;12;23;12
C25;Pancreas;652;-;-;-;-;-;1;2;5;8;17;29;52;87;95;126;93;75;62
C26;Other ill-defined digestive organs;7;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;2;1;1
C30;Nasal cavity and middle ear;25;-;-;-;-;-;-;-;-;-;1;1;3;5;2;2;1;4;6
C31;Accessory sinuses;34;-;-;-;-;-;-;-;1;-;-;1;7;7;4;6;4;3;1
C32;Larynx;260;-;-;-;-;-;-;1;-;4;7;8;23;51;44;48;26;27;21
C33;Trachea;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-
C34;Bronchus and lung;3388;-;-;-;-;1;1;1;12;12;35;105;221;425;576;688;565;442;304
C37;Thymus;32;-;-;-;-;-;1;1;1;2;5;5;4;5;2;3;1;1;1
C38;Heart, mediastinum and pleura;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;3;1;4
C39;Respiratory system and intrathoracic organs, NOS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
C40;Bone and articular cartilage of limbs;18;-;-;2;2;1;-;1;-;-;1;1;-;1;3;1;-;4;1
C41;Bone and articular cartilage, NOS;28;-;-;2;-;1;2;-;2;1;2;1;1;5;1;-;6;4;-
C43;Malignant melanoma of skin;978;-;-;-;3;4;10;24;25;53;76;84;122;112;121;109;90;88;57
C44;Malignant neoplasms of skin;3370;-;-;1;1;-;1;-;8;11;19;45;105;169;269;460;632;780;869
C45;Mesothelioma;165;-;-;-;-;-;-;-;-;1;2;3;7;13;21;42;28;27;21
C46;Kaposi's sarcoma;15;-;-;-;-;-;-;-;1;3;1;1;1;-;4;1;1;-;2
C47,C49;Soft tissues;165;4;-;-;3;2;3;3;5;5;5;8;19;17;13;20;16;27;15
C48;Retroperitoneum and peritoneum;16;1;-;-;-;-;-;1;-;-;-;1;1;3;1;3;1;3;1
C50;Breast;65;-;-;-;-;-;-;-;1;1;1;2;6;6;9;13;6;11;9
C60;Penis;69;-;-;-;-;-;-;1;2;-;-;4;5;6;11;8;11;13;8
C61;Prostate;6463;-;-;-;-;-;-;-;-;9;52;222;589;928;1328;1315;1021;640;359
C62;Testis;216;-;-;1;6;26;32;37;44;36;13;9;4;3;2;1;1;-;1
C63;Male genital organs, NOS;11;-;-;-;-;-;-;-;1;-;-;2;1;2;1;-;2;2;-
C64;Kidney;736;4;2;-;-;-;1;2;6;13;17;55;78;85;138;110;87;83;55
C65;Renal pelvis;100;-;-;-;-;-;-;-;-;1;3;4;3;8;12;20;12;24;13
C66;Ureter;69;-;-;-;-;-;-;-;-;-;1;1;3;8;9;12;13;14;8
C67;Bladder;1076;-;-;-;-;-;-;1;1;6;6;34;52;109;127;191;186;196;167
C68;Urinary organs, NOS;29;-;-;-;-;-;-;-;-;-;-;-;2;3;3;3;6;8;4
C69;Eye and adnexa;53;4;1;-;-;-;-;-;1;2;2;4;5;3;9;4;8;6;4
C70;Meninges;4;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;1;-;1
C71;Brain;311;4;6;5;3;5;8;8;9;9;14;30;36;33;33;36;35;28;9
C72;Spinal cord, cranial nerves and CNS, NOS;10;-;-;-;-;-;-;-;1;3;1;-;2;-;1;1;-;1;-
C73;Thyroid gland;126;-;-;1;1;2;5;7;5;8;11;10;18;22;10;11;5;7;3
C74;Adrenal gland;34;5;-;1;-;-;-;-;2;1;1;1;4;4;8;3;2;2;-
C75;Endocrine glands, NOS;13;-;-;-;1;-;2;1;2;-;2;-;1;-;2;2;-;-;-
C81;Hodgkin lymphoma;105;1;2;5;8;13;10;5;9;6;4;8;6;9;4;7;5;3;-
C82-C86;Non-Hodgkin-lymphoma;681;1;2;3;4;2;2;5;14;13;21;32;58;70;99;106;103;74;72
C88;Malignant immunoproliferative diseases;110;-;-;-;-;1;1;-;2;4;3;5;4;7;23;18;12;19;11
C90;Multiple myeloma;352;-;-;-;-;-;-;1;1;4;2;14;29;32;39;73;61;56;40
C91;Lymphoid leukaemia;373;5;7;4;5;1;4;3;2;7;21;13;26;52;64;49;39;44;27
C92;Myeloid leukaemia;220;1;-;3;4;3;4;3;5;2;7;14;22;15;28;37;34;23;15
C93;Monocytic leukaemia;52;-;-;1;-;-;-;1;-;-;-;4;2;3;5;5;8;10;13
C94-C95;Leukaemia other;10;-;-;-;-;-;-;1;-;-;-;1;2;-;2;1;1;1;1
C96;Lymphoid, haematopoietic and related tissue, NOS;9;1;1;-;-;-;1;1;1;1;-;-;-;1;-;-;1;1;-
C76;Other and ill-defined sites;3;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;1
