icd-o-3;label;Tot;00-;05-;10-;15-;20-;25-;30-;35-;40-;45-;50-;55-;60-;65-;70-;75-;80-;85+;CR;ESR;WSR;CRI
C00;Lip;55.0;-;-;-;-;-;-;-;0.25738369;-;1.26971551;1.11735901;1.48368393;2.41219606;5.20659328;2.40717917;8.06276553;2.88897663;2.04206657;1.06924405;0.88578776;0.61295336;0.07074552
C01;Base of tongue;62.0;-;-;-;-;-;-;-;0.25738369;0.48314664;1.52365861;3.63141678;3.85757821;4.02032677;4.77271051;0.48143583;2.48085093;0.96299221;-;1.20532966;1.10976187;0.81497188;0.09509304
C02;Tongue;169.0;-;-;-;-;-;0.2983347;0.28179651;-;3.14045314;4.06308962;6.70415406;12.16620821;10.05081693;8.67765547;4.81435834;5.5819146;5.77795326;6.12619971;3.28549535;2.96887809;2.16883258;0.25066963
C03;Gum;33.0;-;-;-;-;-;-;-;0.25738369;0.48314664;0.5078862;1.11735901;0.29673679;2.41219606;1.30164832;2.40717917;3.10106366;3.85196884;-;0.64154643;0.52884057;0.37659377;0.04390804
C04;Floor of mouth;138.0;-;-;-;-;-;-;-;-;1.69101323;2.53943102;10.33557084;9.19884035;7.63862087;6.5082416;5.77723001;1.8606382;2.88897663;2.04206657;2.68283053;2.47365228;1.79815709;0.21820632
C05;Palate;60.0;-;-;-;-;-;-;-;-;0.96629327;1.01577241;1.95537827;4.45105178;5.2264248;2.60329664;2.88861501;2.48085093;0.96299221;-;1.16644805;1.05404268;0.76928659;0.09548854
C06;Mouth, NOS;68.0;-;-;-;-;-;0.2983347;-;-;-;1.77760171;1.95537827;5.63799893;5.2264248;3.03717941;2.88861501;3.10106366;2.88897663;-;1.32197446;1.18084987;0.85721194;0.10405349
C07;Parotid gland;48.0;-;-;-;-;0.3122229;0.2983347;0.28179651;0.25738369;0.72471996;0.2539431;0.55867951;2.0771575;2.01016339;3.03717941;3.37005084;1.24042547;5.77795326;8.16826629;0.93315844;0.80009265;0.57199377;0.06588644
C08;Salivary glands, NOS;9.0;-;-;-;-;-;-;-;-;-;-;0.27933975;0.29673679;0.40203268;0.86776555;0.96287167;0.62021273;0.96299221;-;0.17496721;0.14309057;0.09822525;0.01404275
C09;Tonsil;156.0;-;-;-;-;-;-;-;0.51476739;0.96629327;5.07886203;6.14547456;8.01189321;9.64878425;7.37600715;9.62871668;6.20212733;7.70393768;4.08413314;3.03276494;2.67835565;1.94211236;0.23657372
C10;Oropharynx;90.0;-;-;-;-;-;-;0.28179651;0.25738369;1.44943991;2.79337412;6.14547456;5.63799893;3.61829409;4.33882774;2.40717917;1.8606382;1.92598442;2.04206657;1.74967208;1.60677921;1.18120016;0.13455823
C11;Nasopharynx;45.0;-;-;0.62694352;0.30949595;0.3122229;-;0.84538953;1.28691847;0.72471996;0.7618293;2.23471802;1.18694714;1.60813071;0.86776555;1.92574334;2.48085093;-;2.04206657;0.87483604;0.81130061;0.64949451;0.06343399
C12;Pyriform sinus;125.0;-;-;-;-;-;-;-;-;0.24157332;3.55520342;6.70415406;8.90210357;8.04065354;6.07435883;3.85148667;4.96170186;4.81496105;2.04206657;2.43010011;2.19754731;1.58388725;0.18667322
C13;Hypopharynx;60.0;-;-;-;-;-;-;-;-;0.24157332;2.28548791;4.74877579;3.56084143;2.81422874;2.60329664;1.92574334;1.24042547;0.96299221;2.04206657;1.16644805;1.08043378;0.78810858;0.09085843
C14;Lip, oral cavity and pharynx, NOS;27.0;-;-;-;-;-;-;-;-;0.48314664;0.5078862;0.83801926;1.48368393;2.41219606;1.73553109;0.96287167;1.24042547;0.96299221;-;0.52490162;0.47041031;0.34574071;0.04210781
C15;Oesophagus;699.0;-;-;-;-;-;0.2983347;0.56359302;0.77215108;2.41573319;10.41166716;21.22982119;28.48673141;42.21343111;45.12380845;44.29209675;56.4393587;47.18661826;59.21993057;13.58911984;11.64483437;8.09913552;0.97425988
C16;Stomach;837.0;-;-;-;-;0.6244458;0.59666939;0.28179651;1.28691847;3.8651731;5.07886203;10.05623109;20.77157499;31.35854882;51.63205005;65.47527346;83.72871895;130.96694048;165.40739228;16.27195037;13.0073866;8.49409655;0.95059077
C17;Small intestine;106.0;-;-;-;-;0.6244458;-;0.56359302;0.25738369;0.48314664;0.7618293;2.23471802;3.56084143;5.2264248;5.64047606;11.07302419;8.68297826;5.77795326;14.294466;2.0607249;1.75192341;1.21500602;0.15201376
C18;Colon;2727.0;-;0.33083115;0.62694352;1.85697573;1.56111451;2.38667757;2.81796509;5.40505759;8.45506615;16.7602447;37.99020635;59.34735711;103.72443072;157.06556403;237.34786628;326.23189754;382.30790713;410.45538085;53.01506409;42.07576811;27.68620072;3.12840187
C19;Rectosigmoid junction;160.0;-;-;-;-;-;-;-;-;0.72471996;1.01577241;1.95537827;7.12168285;3.21626142;12.14871766;12.99876752;19.22659472;19.25984419;16.33653257;3.11052815;2.46323238;1.61040094;0.19571473
C20;Rectum;1344.0;-;-;-;-;0.6244458;0.2983347;-;2.05906956;5.79775965;11.42743957;22.06784045;35.31167748;73.97401261;83.7393753;109.7673702;130.24467392;160.81969897;171.533592;26.12843643;21.34766607;14.37744005;1.71053793
C21;Anus and anal canal;56.0;-;-;-;-;-;0.2983347;0.56359302;0.25738369;0.72471996;1.52365861;0.55867951;0.89021036;0.80406535;2.60329664;6.74010168;4.34148913;3.85196884;10.21033286;1.08868485;0.90224947;0.63036043;0.07479223
C22;Liver and intrahepatic bile ducts;332.0;0.33685005;-;-;-;-;0.59666939;0.56359302;0.51476739;1.20786659;3.04731722;5.8661348;10.97926107;20.90569922;29.5040286;21.18317671;28.52978572;30.8157507;16.33653257;6.4543459;5.41450801;3.80671703;0.47240745
C23;Gallbladder;31.0;-;-;-;-;-;-;-;0.25738369;-;-;0.55867951;0.29673679;0.40203268;3.47106219;2.88861501;3.10106366;2.88897663;8.16826629;0.60266483;0.49312491;0.31952879;0.0393648
C24;Biliary tract, NOS;123.0;-;-;-;-;-;-;-;0.25738369;0.24157332;0.7618293;1.39669876;3.85757821;6.43252284;9.54542102;8.18440918;16.74574379;12.51889872;10.21033286;2.39121851;1.9286611;1.28824057;0.1532695
C25;Pancreas;605.0;-;-;-;-;-;-;1.12718604;2.83122064;2.17415987;5.33280513;11.45292985;18.10094392;28.14228741;36.0122702;50.55076259;63.26169876;69.33543908;53.09373086;11.76168455;9.54399147;6.44644424;0.77559941
C26;Other ill-defined digestive organs;9.0;-;-;-;-;-;-;-;-;0.24157332;-;-;0.59347357;0.80406535;1.30164832;-;-;-;2.04206657;0.17496721;0.16520841;0.11965574;0.01470272
C30;Nasal cavity and middle ear;19.0;-;-;-;-;-;-;-;-;-;0.2539431;1.11735901;0.29673679;0.40203268;1.73553109;1.92574334;1.24042547;0.96299221;2.04206657;0.36937522;0.31594963;0.21706566;0.02865262
C31;Accessory sinuses;53.0;-;-;-;0.30949595;-;0.2983347;0.28179651;-;0.48314664;0.7618293;1.67603852;1.78042071;2.81422874;3.47106219;1.92574334;4.96170186;4.81496105;2.04206657;1.03036245;0.87870069;0.63746455;0.06898668
C32;Larynx;537.0;-;-;-;-;-;-;0.28179651;0.25738369;3.14045314;7.11040684;14.24632738;28.48673141;34.17277756;36.44615298;36.10768757;29.77021118;42.37165721;22.46273229;10.43971009;8.95521336;6.30351154;0.79804715
C33;Trachea;8.0;-;-;-;-;-;-;-;-;-;-;0.27933975;0.29673679;-;1.73553109;-;0.62021273;0.96299221;-;0.15552641;0.12881341;0.08891948;0.01155737
C34;Bronchus and lung;5279.0;-;0.33083115;-;-;-;0.89500409;1.12718604;3.86075542;12.07866594;35.04414801;98.60693265;168.84323099;285.04116815;362.72599869;467.95563087;554.47018327;536.38666063;363.4878497;102.62798803;83.65455654;56.60201833;6.93066915
C37;Thymus;14.0;-;-;-;-;-;-;-;-;0.24157332;0.5078862;0.83801926;0.59347357;0.40203268;0.43388277;0.96287167;0.62021273;0.96299221;-;0.27217121;0.2351092;0.16997979;0.01989672
C38;Heart, mediastinum and pleura;15.0;0.33685005;-;-;-;0.6244458;0.2983347;0.28179651;-;-;-;0.83801926;0.29673679;0.40203268;0.43388277;1.4443075;-;0.96299221;-;0.29161201;0.27815004;0.24772157;0.02477896
C39;Respiratory system and intrathoracic organs, NOS;0.0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
C40;Bone and articular cartilage of limbs;34.0;0.33685005;-;0.94041529;1.85697573;1.56111451;0.59666939;-;0.51476739;0.24157332;0.7618293;1.39669876;0.29673679;0.80406535;-;-;0.62021273;0.96299221;2.04206657;0.66098723;0.67831338;0.69099456;0.04652765
C41;Bone and articular cartilage, NOS;32.0;-;0.33083115;0.31347176;0.92848786;0.3122229;0.2983347;0.28179651;0.25738369;0.72471996;0.7618293;0.27933975;0.89021036;0.80406535;0.43388277;1.4443075;2.48085093;2.88897663;-;0.62210563;0.54699644;0.4781419;0.0402963
C43;Malignant melanoma of skin;614.0;-;-;0.94041529;1.23798382;4.05889773;2.68501226;8.45389527;9.52319671;9.90450607;14.98264299;16.20170565;16.61725999;22.51382992;27.33461473;28.88615005;32.87127485;49.11260268;42.883398;11.93665176;10.4192596;7.86920625;0.81337461
C44;Malignant neoplasms of skin;1882.0;-;-;-;0.30949595;0.3122229;0.2983347;1.40898255;2.05906956;4.10674642;8.88800855;10.89425035;22.84873249;58.2947382;85.04102362;144.9121861;221.41594567;395.78979806;588.11517255;36.58758732;28.28143377;17.43807775;1.68255322
C45;Mesothelioma;202.0;-;-;-;-;-;-;-;-;-;1.52365861;3.91075654;6.52820928;8.8447189;12.58260043;23.10892004;20.46702019;24.07480523;6.12619971;3.92704178;3.12225963;2.09720611;0.28209568
C46;Kaposi's sarcoma;18.0;-;-;-;-;-;0.2983347;0.28179651;0.25738369;0.96629327;0.7618293;0.55867951;0.29673679;-;-;1.4443075;0.62021273;0.96299221;-;0.34993442;0.3018698;0.23961163;0.02432385
C47,C49;Soft tissues;198.0;1.68425024;-;1.25388705;2.16647168;2.49778322;0.59666939;0.84538953;3.34598803;3.62359978;3.80914652;4.74877579;4.45105178;6.43252284;8.2437727;9.62871668;4.96170186;19.25984419;22.46273229;3.84927858;3.46064125;2.82584515;0.26628496
C48;Retroperitoneum and peritoneum;26.0;-;-;-;0.30949595;-;-;0.56359302;0.25738369;0.24157332;0.5078862;0.27933975;1.18694714;1.20609803;-;1.92574334;1.24042547;3.85196884;2.04206657;0.50546082;0.42419193;0.3121589;0.03238506
C50;Breast;67.0;-;-;-;-;-;-;-;-;0.72471996;1.01577241;0.27933975;2.37389428;2.81422874;2.16941387;6.25866585;8.06276553;4.81496105;16.33653257;1.30253366;1.07184012;0.70256231;0.07814962
C60;Penis;75.0;-;-;-;-;-;0.2983347;0.28179651;0.51476739;0.48314664;1.26971551;1.11735901;2.0771575;3.61829409;2.16941387;3.85148667;8.06276553;12.51889872;10.21033286;1.45806007;1.17397132;0.79690432;0.07837663
C61;Prostate;9254.0;-;-;-;-;-;-;-;0.77215108;5.07303969;23.36276534;117.88137558;284.27384058;539.52785282;807.02195881;895.95208751;907.99144106;824.32133124;765.77496426;179.90517166;147.54930905;99.75871028;12.51416169
C62;Testis;269.0;0.6737001;-;-;5.26143123;8.11779546;20.8834287;9.58108131;13.89871952;7.00562624;2.79337412;3.07273728;1.48368393;2.41219606;0.43388277;0.48143583;1.24042547;-;-;5.22957545;5.26312731;5.21572034;0.3797725
C63;Male genital organs, NOS;12.0;-;-;-;-;-;-;-;0.25738369;-;-;0.27933975;-;-;2.60329664;0.48143583;-;-;6.12619971;0.23328961;0.21740758;0.14776862;0.01810564
C64;Kidney;846.0;1.68425024;0.33083115;0.62694352;0.30949595;0.3122229;1.49167348;1.40898255;3.08860434;5.79775965;11.68138267;21.7885007;29.67367856;47.03782323;54.23534669;67.88245263;64.50212423;56.81654035;40.84133143;16.44691757;14.01810833;10.05829332;1.22913342
C65;Renal pelvis;96.0;-;-;-;-;-;-;-;-;0.24157332;0.2539431;0.83801926;2.96736786;4.42235945;4.77271051;9.14728085;13.64468013;10.5929143;14.294466;1.86631689;1.47960179;0.95423168;0.11315221
C66;Ureter;81.0;-;-;-;-;-;-;-;-;-;0.7618293;0.55867951;1.18694714;2.41219606;5.64047606;8.66584502;15.50531832;4.81496105;10.21033286;1.57470487;1.23021595;0.7903203;0.09608368
C67;Bladder;1595.0;0.6737001;-;-;-;-;0.59666939;-;1.02953478;1.69101323;6.60252064;19.55378268;35.60841427;56.68660749;99.79303792;126.13618857;205.29041461;246.5260056;294.05758628;31.00807746;24.37532907;15.6297887;1.72677471
C68;Urinary organs, NOS;24.0;-;-;-;-;-;-;-;-;-;0.2539431;0.27933975;0.89021036;0.80406535;2.16941387;2.88861501;1.24042547;1.92598442;4.08413314;0.46657922;0.38929038;0.26228416;0.0364213
C69;Eye and adnexa;48.0;2.02110029;-;-;0.30949595;-;-;0.56359302;0.25738369;0.48314664;-;0.27933975;1.18694714;0.40203268;1.73553109;2.88861501;5.5819146;8.66692988;4.08413314;0.93315844;0.78074224;0.65557295;0.05062311
C70;Meninges;5.0;-;-;-;-;-;-;-;-;0.48314664;0.2539431;0.27933975;-;0.40203268;-;-;-;-;-;0.097204;0.0912517;0.07427368;0.00709206
C71;Brain;411.0;4.04220057;1.98498688;1.25388705;1.54747977;3.74667483;3.28168165;4.50874415;5.91982498;6.52247961;5.58674823;7.54217332;15.13357606;12.06098032;20.82637313;22.62748421;28.52978572;22.14882082;2.04206657;7.99016918;7.0914513;5.7987062;0.58123075
C72;Spinal cord, cranial nerves and CNS, NOS;15.0;2.02110029;-;-;-;-;0.59666939;0.28179651;-;0.24157332;-;-;1.18694714;-;-;-;-;0.96299221;-;0.29161201;0.32093752;0.37396062;0.02163809
