icd-o-3;label;Tot;00-;05-;10-;15-;20-;25-;30-;35-;40-;45-;50-;55-;60-;65-;70-;75-;80-;85+;CR;ESR;WSR;CRI
C00;Lip;18.0;-;-;-;-;-;-;-;-;0.4052028;-;-;1.01806557;1.78401522;0.71205292;4.62417054;0.98189388;4.7109813;3.04460344;0.5966067;0.44304985;0.29883726;0.04270841
C01;Base of tongue;58.0;-;-;-;-;-;-;-;-;-;3.34800877;2.76565244;5.59936065;8.92007612;4.27231752;4.62417054;3.92757551;1.5703271;3.04460344;1.92239937;1.64424036;1.20294396;0.14753898
C02;Tongue;71.0;-;-;-;-;-;-;-;0.89961631;-;2.92950768;2.30471037;10.18065574;6.54138915;2.84821168;6.16556072;9.81893877;3.1406542;6.08920688;2.35328198;1.95484988;1.36696101;0.15922137
C03;Gum;10.0;-;-;-;-;-;-;-;-;0.4052028;-;0.46094207;0.50903279;1.18934348;1.42410584;1.54139018;0.98189388;-;-;0.33144817;0.2734831;0.19866424;0.02764626
C04;Floor of mouth;72.0;-;-;-;-;-;-;-;-;0.81040561;4.18501096;5.99224695;6.61742623;11.29876308;3.5602646;3.08278036;2.94568163;1.5703271;6.08920688;2.3864268;2.10152314;1.55220295;0.17757663
C05;Palate;31.0;-;-;-;-;-;-;-;-;0.4052028;1.25550329;2.76565244;3.05419672;3.56803045;2.84821168;0.77069509;2.94568163;1.5703271;-;1.02748932;0.88316465;0.64098278;0.07331058
C06;Mouth, NOS;32.0;-;-;-;-;-;-;-;0.44980816;-;0.83700219;2.30471037;2.54516393;3.56803045;2.84821168;-;4.90946938;6.2813084;-;1.06063413;0.85744875;0.6029195;0.06274494
C07;Parotid gland;30.0;-;-;-;-;-;-;0.52003432;0.44980816;-;0.83700219;0.92188415;0.50903279;3.56803045;3.5602646;1.54139018;2.94568163;6.2813084;9.13381032;0.9943445;0.80167162;0.56175557;0.05951951
C08;Salivary glands, NOS;10.0;-;-;-;-;-;0.51773233;-;0.44980816;-;0.4185011;0.46094207;0.50903279;0.59467174;1.42410584;-;0.98189388;1.5703271;-;0.33144817;0.28186979;0.22110618;0.02187158
C09;Tonsil;88.0;-;-;-;-;-;-;0.52003432;0.44980816;0.4052028;1.67400439;6.45318903;9.67162295;12.48810657;7.1205292;3.85347545;7.85515102;4.7109813;3.04460344;2.91674387;2.50494371;1.80000643;0.2129528
