icd-o-3;label;Tot;00-;05-;10-;15-;20-;25-;30-;35-;40-;45-;50-;55-;60-;65-;70-;75-;80-;85+
C00;Lip;15;-;-;-;-;-;-;-;-;-;-;-;1;-;4;1;1;6;2
C01;Base of tongue;9;-;-;-;-;-;-;-;-;-;1;1;3;1;2;1;-;-;-
C02;Tongue;31;-;-;-;-;-;1;-;1;3;3;5;3;4;5;2;2;-;2
C03;Gum;12;-;-;-;-;-;-;-;-;-;-;2;2;2;-;2;2;1;1
C04;Floor of mouth;29;-;-;-;-;-;-;-;-;1;2;5;3;4;8;1;3;-;2
C05;Palate;17;-;-;-;1;-;-;1;-;1;1;1;1;2;4;1;3;1;-
C06;Mouth, NOS;22;-;-;-;-;-;-;-;2;-;3;3;1;1;3;3;3;1;2
C07;Parotid gland;17;-;-;-;-;1;-;2;2;1;1;-;1;-;1;3;2;2;1
C08;Salivary glands, NOS;5;-;-;-;-;-;-;1;1;-;-;-;-;-;1;1;-;1;-
C09;Tonsil;22;-;-;-;-;1;-;-;-;1;1;2;3;4;3;2;2;2;1
C10;Oropharynx;13;-;-;-;-;-;-;-;-;-;2;3;2;-;3;1;1;-;1
C11;Nasopharynx;4;-;-;-;-;-;-;-;-;-;-;1;2;1;-;-;-;-;-
C12;Pyriform sinus;8;-;-;-;-;-;-;-;-;-;-;1;2;2;-;1;2;-;-
C13;Hypopharynx;6;-;-;-;-;-;-;-;1;-;2;1;1;-;1;-;-;-;-
C14;Lip, oral cavity and pharynx, NOS;2;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-
C15;Oesophagus;125;-;-;-;-;-;-;-;1;3;4;4;10;7;19;19;20;15;23
C16;Stomach;327;-;-;-;-;-;1;1;6;10;13;5;11;19;26;58;50;69;58
C17;Small intestine;44;-;-;-;-;-;-;-;-;1;3;1;5;7;4;10;7;2;4
C18;Colon;1398;-;-;-;4;4;3;5;5;15;25;59;88;100;158;241;262;253;176
C19;Rectosigmoid junction;144;-;-;-;-;-;-;-;-;3;5;8;11;14;12;23;33;24;11
C20;Rectum;523;-;-;-;-;-;2;-;2;11;16;29;51;49;65;77;86;83;52
C21;Anus and anal canal;29;-;-;-;-;-;-;-;-;-;4;3;5;2;2;1;5;4;3
C22;Liver and intrahepatic bile ducts;75;-;-;-;-;1;1;1;1;2;3;4;10;6;10;13;9;7;7
C23;Gallbladder;45;-;-;-;-;-;-;-;-;-;4;2;1;2;3;5;9;10;9
C24;Biliary tract, NOS;71;-;-;-;-;-;-;1;1;1;2;3;3;7;8;14;12;10;9
C25;Pancreas;285;-;-;-;-;-;-;-;2;6;8;9;18;24;47;48;51;42;30
C26;Other ill-defined digestive organs;3;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;1;-
C30;Nasal cavity and middle ear;7;-;-;-;-;-;-;-;-;-;-;1;-;-;2;1;1;1;1
C31;Accessory sinuses;8;-;-;-;-;-;-;-;-;-;1;1;1;3;1;-;-;1;-
C32;Larynx;45;-;-;-;-;-;-;1;1;1;4;6;5;6;7;7;4;2;1
C33;Trachea;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-
C34;Bronchus and lung;828;-;-;-;-;2;1;4;7;18;54;92;90;112;111;127;117;68;25
C37;Thymus;7;-;-;-;-;-;-;-;-;-;-;-;3;1;1;1;1;-;-
C38;Heart, mediastinum and pleura;3;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;1;-
C39;Respiratory system and intrathoracic organs, NOS;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
C40;Bone and articular cartilage of limbs;20;-;1;-;3;1;2;1;-;-;1;1;4;2;1;1;1;1;-
C41;Bone and articular cartilage, NOS;13;-;-;-;2;2;-;-;-;1;-;1;2;1;-;3;1;-;-
C43;Malignant melanoma of skin;495;-;-;1;1;18;27;36;50;49;38;41;43;23;43;39;32;32;22
C44;Malignant neoplasms of skin;666;-;-;-;1;-;-;3;-;4;12;33;34;29;54;91;114;146;145
C45;Mesothelioma;19;-;-;-;-;-;-;-;-;-;1;-;3;-;3;6;5;1;-
C46;Kaposi's sarcoma;4;-;-;-;-;-;1;-;-;-;1;1;-;-;-;-;-;-;1
C47,C49;Soft tissues;123;2;-;-;1;3;4;6;6;8;10;11;10;12;10;9;18;7;6
C48;Retroperitoneum and peritoneum;25;-;-;-;-;-;-;1;2;-;1;2;4;2;4;5;2;2;-
C50;Breast;5339;-;-;-;2;4;23;59;175;342;611;674;659;628;622;525;446;354;215
C51;Vulva;84;-;-;-;-;-;-;1;1;2;2;7;7;7;12;9;16;10;10
C52;Vagina;27;-;-;-;-;-;-;-;1;1;3;2;2;1;3;7;2;4;1
C53;Cervix uteri;372;-;-;-;-;2;11;31;47;62;34;37;20;27;20;31;19;17;14
C54;Corpus uteri;857;-;-;-;-;-;1;1;5;8;25;60;93;128;160;137;109;88;42
C55;Uterus;22;-;-;-;-;-;-;-;1;1;1;3;4;1;2;1;3;3;2
C56;Ovary;566;-;-;-;1;1;5;8;7;14;33;50;67;70;87;75;81;44;23
C57;Female genital organs, NOS;17;-;-;-;-;-;-;-;-;1;1;-;3;3;1;2;3;2;1
C58;Placenta;2;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-
C64;Kidney;357;2;-;1;-;2;1;3;5;9;19;23;25;40;45;69;61;27;25
C65;Renal pelvis;45;-;-;-;-;-;-;-;-;-;1;2;2;3;8;11;11;5;2
C66;Ureter;17;-;-;-;-;-;-;-;-;-;-;-;-;-;1;5;5;3;3
C67;Bladder;245;-;-;-;-;-;-;2;-;1;2;5;13;20;30;30;48;60;34
C68;Urinary organs, NOS;4;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;1;1
C69;Eye and adnexa;27;2;-;-;-;-;-;1;1;-;3;1;6;3;3;3;-;2;2
C70;Meninges;13;1;-;-;-;-;-;1;1;1;1;-;1;3;-;1;2;1;-
C71;Brain;206;2;1;5;-;3;6;5;7;14;14;16;20;14;29;30;20;11;9
C72;Spinal cord, cranial nerves and CNS, NOS;11;4;3;-;-;-;-;-;-;-;2;-;-;1;-;-;1;-;-
C73;Thyroid gland;170;-;-;2;-;8;15;13;13;14;18;17;18;10;14;12;11;3;2
C74;Adrenal gland;12;4;1;-;1;-;-;-;2;-;-;1;1;-;-;2;-;-;-
C75;Endocrine glands, NOS;4;-;-;-;1;-;1;-;-;-;-;-;-;1;-;1;-;-;-
C81;Hodgkin's disease;76;-;2;3;7;5;11;9;8;5;3;2;5;3;4;3;1;5;-
C82-C85;Non-Hodgkin-lymphoma;493;2;2;1;3;2;2;7;11;17;27;27;35;41;70;73;79;63;31
C88;Malignant immunoproliferative diseases;16;-;-;-;-;-;-;-;-;-;-;-;3;2;3;2;2;-;4
C90;Multiple myeloma;216;-;-;-;-;-;-;1;1;7;7;7;23;16;29;36;44;26;19
C91;Lymphoid leukaemia;213;8;5;4;3;1;1;4;2;9;7;6;18;25;24;30;27;25;14
C92;Myeloid leukaemia;159;2;-;-;-;2;2;6;3;6;13;9;15;13;10;26;19;17;16
C93;Monocytic leukaemia;4;-;-;-;-;-;-;-;-;-;2;-;-;1;1;-;-;-;-
C94-C95;Leukaemia other;9;-;-;-;-;-;-;-;1;-;-;2;1;1;-;-;3;1;-
C96;Lymphoid, haematopoietic and related tissue, NOS;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
C76;Other and ill-defined sites;18;2;-;-;-;-;-;1;-;-;1;-;3;1;3;1;5;-;1
C80;Unknown primary site;288;1;-;-;1;-;-;-;3;5;10;16;22;21;31;38;55;54;31
MPD;Myeloproliferative Disorders;105;-;-;-;-;1;-;2;3;2;1;6;4;11;9;16;26;15;9
MDS;Myelodysplastic syndromes;125;-;-;-;-;-;2;1;1;2;3;4;3;7;11;26;21;29;15
Total;;15665;33;15;17;33;65;124;222;390;663;1070;1320;1511;1553;1858;2021;1981;1668;1121
Total excl. non-melanoma;;14999;33;15;17;32;65;124;219;390;659;1058;1287;1477;1524;1804;1930;1867;1522;976
Total excl. non-melanoma and MDS, MPD;;14769;33;15;17;32;64;122;216;386;655;1054;1277;1470;1506;1784;1888;1820;1478;952
