icd-o-3;label;Tot;00-;05-;10-;15-;20-;25-;30-;35-;40-;45-;50-;55-;60-;65-;70-;75-;80-;85+
C00;Lip;18;-;-;-;-;-;-;-;-;-;-;-;-;1;2;5;3;3;4
C01;Base of tongue;19;-;-;-;-;-;-;1;-;1;2;-;6;1;2;2;1;2;1
C02;Tongue;41;-;-;-;-;-;1;-;3;-;2;3;6;8;2;4;6;3;3
C03;Gum;9;-;-;-;-;-;-;-;-;-;-;-;-;2;2;2;-;3;-
C04;Floor of mouth;29;-;-;-;-;-;-;-;-;-;2;5;8;9;2;1;1;-;1
C05;Palate;22;-;1;-;-;-;-;-;-;-;2;2;-;6;3;4;1;3;-
C06;Mouth, NOS;20;-;-;-;-;-;-;-;-;-;3;2;-;5;-;1;5;2;2
C07;Parotid gland;24;-;-;-;-;2;1;1;1;2;1;-;1;2;6;3;1;2;1
C08;Salivary glands, NOS;10;-;-;-;-;-;-;-;-;2;1;-;2;1;1;1;1;-;1
C09;Tonsil;32;-;-;-;-;-;-;-;-;-;3;3;4;6;4;2;4;2;4
C10;Oropharynx;12;-;-;-;-;-;-;-;-;-;1;3;3;-;3;1;-;-;1
C11;Nasopharynx;5;-;-;-;-;-;-;2;-;-;-;1;-;-;-;2;-;-;-
C12;Pyriform sinus;7;-;-;-;-;-;-;-;-;-;-;1;3;1;1;-;1;-;-
C13;Hypopharynx;7;-;-;-;-;-;-;-;-;-;-;-;2;3;1;-;1;-;-
C14;Lip, oral cavity and pharynx, NOS;5;-;-;-;-;-;-;-;-;-;-;-;2;1;1;1;-;-;-
C15;Oesophagus;155;-;-;-;-;-;-;-;1;1;2;8;11;20;21;13;24;28;26
C16;Stomach;335;-;-;-;-;1;-;2;6;5;5;19;24;28;29;37;50;49;80
C17;Small intestine;70;-;-;-;-;-;1;-;-;3;4;8;7;7;7;14;7;7;5
C18;Colon;1640;-;-;3;7;5;4;5;9;18;45;64;71;146;191;218;310;264;280
C19;Rectosigmoid junction;75;-;-;-;-;-;-;-;-;3;-;7;6;10;7;6;15;10;11
C20;Rectum;511;-;-;-;-;-;1;9;3;11;17;27;51;62;66;52;79;77;56
C21;Anus and anal canal;38;-;-;-;-;-;-;-;-;1;3;3;6;3;2;3;5;7;5
C22;Liver and intrahepatic bile ducts;108;-;-;-;-;1;1;2;2;1;3;4;8;12;15;17;18;16;8
C23;Gallbladder;45;-;-;-;-;-;-;-;-;-;-;3;2;2;2;7;11;10;8
C24;Biliary tract, NOS;87;-;-;-;-;-;-;-;-;-;2;3;4;8;11;9;22;16;12
C25;Pancreas;415;-;-;-;1;-;-;-;1;3;17;19;39;36;52;63;77;59;48
