icd-o-3;label;Tot;00-;05-;10-;15-;20-;25-;30-;35-;40-;45-;50-;55-;60-;65-;70-;75-;80-;85+
C00;Lip;9;-;-;-;-;-;-;2;-;-;-;1;-;3;1;-;1;-;1
C01;Base of tongue;53;-;-;-;-;-;-;-;-;1;3;-;13;11;6;11;1;4;3
C02;Tongue;57;-;-;-;-;-;-;1;1;2;5;8;11;13;10;3;1;1;1
C03;Gum;14;-;-;-;-;-;-;-;-;-;1;1;2;5;1;-;2;1;1
C04;Floor of mouth;57;-;-;-;-;-;-;-;-;2;-;9;14;11;11;6;3;1;-
C05;Palate;26;-;-;-;-;-;-;-;-;-;1;4;5;6;6;3;-;-;1
C06;Mouth, NOS;17;-;-;-;-;-;-;-;-;1;-;-;2;8;3;2;-;1;-
C07;Parotid gland;25;-;-;-;-;-;-;1;1;1;1;2;4;-;2;2;1;3;7
C08;Salivary glands, NOS;2;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-
C09;Tonsil;78;-;-;-;-;-;-;-;3;2;3;7;14;18;13;7;4;6;1
C10;Oropharynx;51;-;-;-;-;-;-;1;-;1;5;5;10;11;8;7;3;-;-
C11;Nasopharynx;14;-;-;-;-;1;-;-;-;1;-;3;2;3;-;1;2;-;1
C12;Pyriform sinus;83;-;-;-;-;-;-;-;-;1;2;13;18;13;14;12;7;3;-
C13;Hypopharynx;24;-;-;-;-;-;-;-;-;-;-;2;5;7;3;3;3;1;-
C14;Lip, oral cavity and pharynx, NOS;9;-;-;-;-;-;-;-;-;1;-;-;1;2;1;2;1;1;-
C15;Oesophagus;261;-;-;-;-;-;1;-;-;4;10;18;26;44;57;53;22;13;13
C16;Stomach;293;-;-;-;-;-;-;1;3;7;7;21;38;35;50;45;29;29;28
C17;Small intestine;66;-;-;-;-;1;-;-;1;1;1;5;3;12;10;11;8;9;4
C18;Colon;917;-;-;-;2;5;5;8;6;6;21;38;77;103;132;188;120;104;102
C19;Rectosigmoid junction;27;-;-;-;-;-;-;-;-;1;-;2;3;3;6;4;4;2;2
C20;Rectum;474;-;-;-;-;-;-;-;3;1;13;30;53;78;81;83;54;36;42
C21;Anus and anal canal;34;-;-;-;-;-;1;1;1;-;4;2;2;3;7;3;5;4;1
C22;Liver and intrahepatic bile ducts;301;-;-;-;-;-;-;-;3;1;7;17;25;58;59;50;39;33;9
C23;Gallbladder;15;-;-;-;-;-;-;-;-;-;-;-;1;-;2;4;3;2;3
C24;Biliary tract, NOS;58;-;-;-;-;-;-;-;-;1;-;2;5;7;7;14;7;7;8
C25;Pancreas;315;-;-;-;-;-;1;1;-;4;7;11;30;42;59;58;41;38;23
C26;Other ill-defined digestive organs;7;-;-;-;-;-;-;-;-;-;1;1;-;2;1;1;-;1;-
C30;Nasal cavity and middle ear;16;-;-;-;-;-;-;1;-;2;2;-;3;2;2;1;1;1;1
C31;Accessory sinuses;11;-;-;-;-;-;-;-;-;-;1;1;3;1;2;1;-;-;2
C32;Larynx;169;-;-;-;-;-;-;1;1;-;5;16;28;39;29;27;12;8;3
C33;Trachea;2;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-
C34;Bronchus and lung;1924;-;-;-;1;-;1;-;4;16;44;93;197;296;407;350;247;179;89
C37;Thymus;13;-;-;-;-;-;-;1;-;-;-;2;2;2;2;3;1;-;-
C38;Heart, mediastinum and pleura;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-
C39;Respiratory system and intrathoracic organs, NOS;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-
C40;Bone and articular cartilage of limbs;9;-;-;1;2;-;-;-;-;-;-;2;-;1;1;-;2;-;-
C41;Bone and articular cartilage, NOS;10;-;-;1;1;-;-;-;1;-;-;-;3;-;1;-;1;1;1
C43;Malignant melanoma of skin;449;-;1;-;2;5;10;14;11;21;41;37;46;55;55;62;42;24;23
C44;Malignant neoplasms of skin;1284;-;-;-;-;1;-;3;-;4;20;17;49;82;136;167;208;277;320
C45;Mesothelioma;60;-;-;-;-;-;-;-;-;1;-;1;3;7;9;8;12;11;8
C46;Kaposi's sarcoma;12;-;-;-;-;-;-;1;-;1;-;2;-;3;2;-;-;2;1
C47,C49;Soft tissues;63;2;1;-;2;-;3;1;1;3;2;4;5;9;8;9;8;4;1
C48;Retroperitoneum and peritoneum;8;1;-;-;-;-;-;1;-;-;1;-;-;-;2;-;1;2;-
C50;Breast;32;-;-;-;-;-;-;-;1;-;-;1;2;5;3;5;6;2;7
C60;Penis;35;-;-;-;-;-;-;-;1;1;2;1;4;3;7;6;4;4;2
C61;Prostate;2756;-;-;-;-;-;-;-;-;2;18;104;214;432;599;597;387;257;146
C62;Testis;156;-;-;1;3;13;19;26;37;24;16;11;2;1;1;2;-;-;-
C63;Male genital organs, NOS;3;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;1
C64;Kidney;335;1;-;-;-;1;1;3;4;6;19;25;35;53;59;53;38;20;17
C65;Renal pelvis;46;-;-;-;-;-;-;-;-;-;1;1;2;3;8;19;4;1;7
C66;Ureter;37;-;-;-;-;-;-;-;-;-;-;3;2;5;7;5;5;6;4
C67;Bladder;639;-;-;-;-;-;-;-;3;4;16;27;24;62;114;113;101;96;79
C68;Urinary organs, NOS;19;-;-;-;-;-;-;-;1;-;-;1;2;1;2;-;3;5;4
C69;Eye and adnexa;24;2;-;-;-;-;-;1;-;1;1;1;4;1;2;6;2;3;-
C70;Meninges;3;-;-;-;-;-;-;-;-;1;-;-;-;1;1;-;-;-;-
C71;Brain;156;3;4;3;1;1;6;5;4;6;9;9;24;21;18;15;16;9;2
C72;Spinal cord, cranial nerves and CNS, NOS;4;1;-;-;-;-;-;-;1;1;-;1;-;-;-;-;-;-;-
C73;Thyroid gland;90;-;-;-;1;2;4;2;4;7;3;10;14;12;13;9;7;2;-
C74;Adrenal gland;19;1;-;-;-;3;-;-;1;1;3;5;1;1;2;1;-;-;-
C75;Endocrine glands, NOS;6;-;-;-;-;-;-;-;-;-;-;2;-;-;1;1;1;1;-
C81;Hodgkin lymphoma;75;1;-;5;5;6;7;7;5;5;-;7;7;5;5;2;3;4;1
C82-C86;Non-Hodgkin-lymphoma;377;1;3;2;1;-;2;7;7;12;18;26;36;39;66;59;37;35;26
C88;Malignant immunoproliferative diseases;66;-;-;-;-;-;1;-;1;2;1;2;7;5;8;14;12;5;8
C90;Multiple myeloma;171;-;-;-;-;-;-;1;3;3;4;7;17;19;38;27;24;14;14
C91;Lymphoid leukaemia;193;7;2;4;-;2;1;1;2;6;4;13;18;24;32;27;18;22;10
C92;Myeloid leukaemia;116;-;-;-;1;-;-;-;4;2;3;6;10;14;21;18;15;9;13
C93;Monocytic leukaemia;42;-;1;-;-;-;-;-;1;-;2;-;2;7;6;1;11;5;6
C94-C95;Leukaemia other;7;-;-;1;-;-;-;-;-;-;-;-;-;1;1;1;1;1;1
C96;Lymphoid, haematopoietic and related tissue, NOS;2;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-
