icd-o-3;label;Tot;00-;05-;10-;15-;20-;25-;30-;35-;40-;45-;50-;55-;60-;65-;70-;75-;80-;85+
C00;Lip;11;-;-;-;-;-;-;-;-;1;1;-;-;1;-;1;1;3;3
C01;Base of tongue;38;-;-;-;-;1;1;1;-;-;1;4;6;12;4;1;2;5;-
C02;Tongue;76;-;-;-;1;1;-;3;-;3;4;14;8;12;8;7;5;6;4
C03;Gum;25;-;-;-;-;-;-;1;-;1;1;2;1;3;2;4;6;1;3
C04;Floor of mouth;48;-;-;-;-;-;-;1;-;1;2;5;12;11;4;5;3;3;1
C05;Palate;26;-;-;-;-;2;-;-;1;-;2;6;2;4;-;6;1;1;1
C06;Mouth, NOS;51;-;-;-;-;-;-;-;-;-;3;7;7;5;1;7;6;10;5
C07;Parotid gland;41;-;-;-;1;3;1;1;2;-;2;3;4;4;6;2;1;7;4
C08;Salivary glands, NOS;19;-;-;-;1;1;1;1;-;1;1;6;1;-;2;1;2;-;1
C09;Tonsil;68;-;-;-;-;-;-;-;-;2;4;13;14;9;8;4;7;4;3
C10;Oropharynx;38;-;-;-;-;-;-;-;-;-;2;4;11;6;7;3;4;1;-
C11;Nasopharynx;15;1;-;-;1;1;-;1;-;1;2;1;-;1;2;-;-;4;-
C12;Pyriform sinus;25;-;-;-;-;-;-;-;-;-;-;6;7;5;2;3;2;-;-
C13;Hypopharynx;12;-;-;-;-;-;-;-;1;-;-;1;2;3;1;-;2;2;-
C14;Lip, oral cavity and pharynx, NOS;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1
C15;Oesophagus;242;-;-;-;-;-;-;-;2;2;7;14;26;31;31;30;34;37;28
C16;Stomach;547;-;-;-;-;1;1;1;5;6;18;23;37;43;57;59;82;91;123
C17;Small intestine;113;-;-;-;-;1;-;-;2;5;4;9;7;15;10;19;15;13;13
C18;Colon;2628;-;2;6;8;9;11;9;18;20;64;94;167;237;272;352;422;493;444
C19;Rectosigmoid junction;129;-;-;-;-;-;-;-;2;3;5;6;6;13;14;19;19;22;20
C20;Rectum;981;-;1;-;1;1;-;4;11;23;40;50;95;113;105;134;147;140;116
C21;Anus and anal canal;102;-;-;-;-;-;-;-;2;6;7;9;12;20;7;10;16;5;8
C22;Liver and intrahepatic bile ducts;192;-;-;-;-;2;1;2;3;3;3;15;14;21;27;28;34;21;18
C23;Gallbladder;94;-;-;-;-;-;-;-;-;1;-;8;2;7;10;10;22;17;17
C24;Biliary tract, NOS;120;-;-;-;-;-;-;-;-;1;4;3;6;13;14;14;26;18;21
C25;Pancreas;738;-;-;-;-;1;-;3;5;11;18;40;54;81;82;135;127;106;75
C26;Other ill-defined digestive organs;14;-;-;-;-;-;-;-;-;1;2;-;2;1;2;-;3;1;2
C30;Nasal cavity and middle ear;12;-;1;-;-;-;-;-;-;1;-;-;2;-;1;3;1;1;2
C31;Accessory sinuses;16;-;-;-;-;1;-;-;-;-;-;2;-;5;2;1;1;1;3
C32;Larynx;83;-;-;-;-;-;-;-;-;4;4;11;16;17;17;6;4;2;2
C33;Trachea;3;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;-
C34;Bronchus and lung;2215;-;-;-;-;2;2;7;17;44;115;210;326;350;295;291;274;177;105
C37;Thymus;17;-;-;-;-;-;-;-;1;1;2;1;2;3;2;1;2;2;-
C38;Heart, mediastinum and pleura;13;1;-;1;-;-;-;1;1;-;-;-;2;1;2;1;-;1;2
C39;Respiratory system and intrathoracic organs, NOS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
C40;Bone and articular cartilage of limbs;25;-;1;5;2;-;1;3;3;2;1;4;-;2;1;-;-;-;-
C41;Bone and articular cartilage, NOS;26;-;-;2;-;-;2;-;1;3;2;-;2;3;5;3;1;1;1
C43;Malignant melanoma of skin;1239;1;1;3;14;29;69;72;98;116;127;94;111;117;82;87;86;68;64
C44;Malignant neoplasms of skin;1783;-;-;2;3;2;4;10;10;27;37;58;75;94;117;191;283;329;541
C45;Mesothelioma;51;-;-;-;-;-;-;-;-;-;1;3;6;5;7;13;3;10;3
C46;Kaposi's sarcoma;7;-;-;-;-;-;1;-;-;-;-;-;-;2;-;1;1;-;2
C47,C49;Soft tissues;152;3;1;1;3;1;4;6;6;7;9;14;8;15;9;15;15;16;19
C48;Retroperitoneum and peritoneum;33;2;-;-;-;-;-;1;-;1;2;3;1;3;6;3;2;2;7
C50;Breast;9908;-;-;-;-;7;37;133;322;634;1005;1192;1173;1334;1005;927;882;699;558
C51;Vulva;216;-;-;-;-;-;2;3;2;8;15;22;15;13;19;15;33;37;32
C52;Vagina;43;2;-;-;-;-;-;-;-;-;3;4;5;4;4;1;6;5;9
C53;Cervix uteri;593;-;-;-;1;3;17;36;59;77;84;61;54;46;33;31;30;32;29
C54;Corpus uteri;1415;-;-;-;-;-;1;-;7;18;46;78;135;208;225;212;236;148;101
C55;Uterus;9;-;-;-;-;-;-;1;-;-;-;-;1;1;-;-;-;1;5
C56;Ovary;865;1;-;1;2;6;4;6;13;25;37;77;93;123;95;117;108;93;64
C57;Female genital organs, NOS;46;-;-;-;-;-;-;1;-;1;1;2;3;9;4;10;5;8;2
C58;Placenta;3;-;-;-;-;1;1;-;-;-;-;1;-;-;-;-;-;-;-
C64;Kidney;551;5;1;-;1;1;3;5;9;16;16;35;42;66;64;89;102;61;35
C65;Renal pelvis;79;-;-;-;-;-;-;-;1;1;1;1;5;4;8;13;18;13;14
C66;Ureter;39;-;-;-;-;-;-;-;-;-;-;2;2;2;6;4;10;8;5
C67;Bladder;477;1;-;-;-;-;-;-;2;5;9;13;28;40;47;73;81;83;95
C68;Urinary organs, NOS;11;-;-;-;-;-;-;-;-;-;-;-;-;1;1;2;4;1;2
C69;Eye and adnexa;56;8;-;-;-;-;3;-;3;1;2;5;3;4;3;7;8;4;5
C70;Meninges;10;-;-;-;-;-;-;1;-;1;-;-;-;1;2;1;3;-;1
C71;Brain;322;9;9;3;5;4;11;13;7;9;15;24;27;30;32;38;46;25;15
C72;Spinal cord, cranial nerves and CNS, NOS;18;3;3;1;1;1;1;-;1;2;-;2;-;-;-;1;2;-;-
C73;Thyroid gland;651;-;1;3;10;16;27;48;62;53;69;78;85;52;45;35;23;29;15
C74;Adrenal gland;29;5;1;-;1;1;1;1;-;3;1;3;3;3;2;2;-;-;2
C75;Endocrine glands, NOS;6;-;1;-;-;-;-;-;-;-;1;1;-;1;1;-;1;-;-
C81;Hodgkin's disease;149;-;1;3;16;22;22;9;14;9;6;7;9;7;10;2;5;5;2
C82-C86;Non-Hodgkin-lymphoma;926;3;3;1;2;8;9;20;22;25;49;50;57;84;107;116;148;128;94
C88;Malignant immunoproliferative diseases;111;1;-;-;-;-;1;-;5;2;7;5;10;6;13;16;18;16;11
C90;Multiple myeloma;327;-;-;-;-;-;-;3;2;3;11;16;27;36;38;47;59;57;28
C91;Lymphoid leukaemia;343;14;8;6;5;-;1;2;3;8;12;23;23;40;32;43;51;36;36
C92;Myeloid leukaemia;292;5;1;3;1;6;4;6;8;17;20;16;19;22;27;38;36;32;31
C93;Monocytic leukaemia;40;-;-;1;-;-;1;1;-;2;4;-;2;2;7;6;5;4;5
C94-C95;Leukaemia other;30;2;-;-;-;-;-;-;1;1;3;1;3;1;-;3;6;6;3
C96;Lymphoid, haematopoietic and related tissue, NOS;28;9;2;1;1;-;-;2;-;4;2;1;-;2;2;2;-;-;-
C76;Other and ill-defined sites;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-
C80;Unknown primary site;408;-;-;-;1;1;1;1;4;2;17;22;26;35;33;59;68;62;76
MPD;Myeloproliferative Disorders;247;-;-;1;1;3;2;-;4;7;13;16;14;23;18;40;46;36;23
MDS;Myelodysplastic syndromes;212;2;1;-;-;-;2;3;-;1;4;5;10;15;16;27;42;47;37
Total;;30533;78;39;44;83;139;250;423;742;1233;1950;2508;2928;3504;3123;3448;3745;3299;2997
Total excl. non-melanoma;;28750;78;39;42;80;137;246;413;732;1206;1913;2450;2853;3410;3006;3257;3462;2970;2456
Total excl. non-melanoma and MDS, MPD;;28291;76;38;41;79;134;242;410;728;1198;1896;2429;2829;3372;2972;3190;3374;2887;2396
ICD10 - Version 2010;;;;;;;;;;;;;;;;;;;;
