icd-o-3;label;Tot;00-;05-;10-;15-;20-;25-;30-;35-;40-;45-;50-;55-;60-;65-;70-;75-;80-;85+
C00;Lip;21;-;-;-;-;-;-;-;-;-;-;-;-;3;2;5;4;5;2
C01;Base of tongue;104;-;-;-;-;-;-;1;-;1;5;5;19;19;18;18;11;4;3
C02;Tongue;85;-;-;-;-;-;-;2;4;1;3;7;10;13;17;11;5;6;6
C03;Gum;24;-;-;-;-;-;-;-;-;1;-;4;1;2;3;4;4;3;2
C04;Floor of mouth;67;-;-;-;-;-;-;-;-;1;1;6;10;17;16;10;3;1;2
C05;Palate;43;-;-;-;-;-;-;-;-;-;-;4;6;8;8;6;4;5;2
C06;Mouth, NOS;31;-;-;-;-;-;-;1;1;-;1;3;3;2;6;7;4;2;1
C07;Parotid gland;49;-;-;-;2;-;-;-;-;-;3;-;5;5;6;11;2;8;7
C08;Salivary glands, NOS;10;-;-;-;-;-;-;-;-;-;1;-;2;2;1;1;1;-;2
C09;Tonsil;101;-;-;-;-;-;-;1;-;1;2;11;19;20;17;13;8;7;2
C10;Oropharynx;79;-;-;-;-;-;-;-;-;1;3;4;15;18;12;11;7;4;4
C11;Nasopharynx;17;-;-;-;-;-;2;1;3;1;2;1;2;-;2;2;-;-;1
C12;Pyriform sinus;73;-;-;-;-;-;-;-;-;-;3;3;9;9;20;11;8;7;3
C13;Hypopharynx;35;-;-;-;-;-;-;-;-;-;1;2;2;12;10;4;2;2;-
C14;Lip, oral cavity and pharynx, NOS;5;-;-;-;-;-;-;-;-;-;1;1;-;1;1;-;-;1;-
C15;Oesophagus;524;-;-;-;-;-;3;-;2;2;10;31;52;72;89;87;71;61;44
C16;Stomach;535;-;-;-;1;1;1;2;5;7;13;21;36;68;81;92;83;56;68
C17;Small intestine;135;-;-;-;-;-;-;2;3;6;6;8;17;15;21;15;20;10;12
C18;Colon;1674;-;1;1;-;3;4;12;13;18;32;92;110;142;190;286;225;286;259
C19;Rectosigmoid junction;45;-;-;-;-;-;-;-;-;-;1;3;2;8;5;9;5;5;7
C20;Rectum;742;-;-;-;-;-;1;1;10;7;27;49;83;93;94;111;98;90;78
C21;Anus and anal canal;43;-;-;-;-;-;-;-;1;-;-;5;-;11;4;3;9;5;5
C22;Liver and intrahepatic bile ducts;396;2;-;-;-;2;1;3;4;2;5;15;27;48;78;68;61;50;30
C23;Gallbladder;26;-;-;-;-;-;-;-;-;1;-;-;1;1;5;4;4;5;5
C24;Biliary tract, NOS;107;-;-;-;-;-;-;-;1;1;5;7;6;12;16;20;17;13;9
C25;Pancreas;614;-;-;-;-;1;1;2;5;11;8;31;42;67;94;105;109;82;56
C26;Other ill-defined digestive organs;9;-;-;-;-;-;-;-;-;-;-;-;1;2;2;2;-;-;2
C30;Nasal cavity and middle ear;37;-;-;-;-;-;-;-;-;1;1;1;3;4;1;7;8;4;7
C31;Accessory sinuses;26;-;-;-;1;-;-;1;-;-;3;1;2;6;3;6;2;-;1
C32;Larynx;241;-;-;-;-;-;-;-;-;2;4;16;21;36;45;42;44;20;11
C33;Trachea;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
C34;Bronchus and lung;3261;-;-;-;-;-;1;2;10;19;41;104;227;391;588;662;523;433;260
C37;Thymus;38;-;-;-;-;1;-;1;1;6;1;2;9;3;6;4;4;-;-
C38;Heart, mediastinum and pleura;18;1;-;-;-;-;-;1;-;1;1;-;1;2;3;-;1;2;5
C39;Respiratory system and intrathoracic organs, NOS;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
C40;Bone and articular cartilage of limbs;21;-;-;3;1;4;2;-;1;-;1;3;2;1;-;-;1;1;1
C41;Bone and articular cartilage, NOS;40;1;1;1;4;2;1;2;3;1;1;1;4;5;5;5;1;1;1
C43;Melanoma of skin;1103;-;-;-;-;6;7;18;26;51;78;107;144;130;127;145;116;87;61
C44;Malignant neoplasms of skin;3713;2;-;1;1;3;2;3;7;16;26;31;105;175;308;574;662;812;985
C45;Mesothelioma;143;-;-;-;-;-;-;-;-;1;-;1;4;12;21;32;29;22;21
C46;Kaposi's sarcoma;19;-;-;-;-;-;-;1;2;1;1;3;1;3;1;1;3;-;2
C47,C49;Soft tissues;145;2;2;1;4;2;3;2;4;5;4;8;10;11;11;15;25;17;19
C48;Retroperitoneum and peritoneum;24;2;-;-;-;1;-;-;-;1;-;2;3;2;2;3;1;6;1
