icd-o-3;label;Tot;00-;05-;10-;15-;20-;25-;30-;35-;40-;45-;50-;55-;60-;65-;70-;75-;80-;85+
C00;Lip;27;-;-;-;-;-;-;-;-;-;1;1;2;5;2;5;4;5;2
C01;Base of tongue;138;-;-;-;-;-;-;1;-;1;5;9;27;26;21;21;14;6;7
C02;Tongue;167;-;-;-;-;-;1;2;5;4;6;14;24;32;30;20;9;9;11
C03;Gum;40;-;-;-;-;-;-;-;-;1;-;4;6;5;5;8;5;4;2
C04;Floor of mouth;128;-;-;-;-;-;1;-;-;2;2;14;23;29;25;18;10;2;2
C05;Palate;61;-;-;-;-;-;-;-;-;-;2;6;8;11;12;8;5;7;2
C06;Mouth, NOS;55;-;-;-;-;-;-;1;1;-;2;4;7;5;9;15;4;4;3
C07;Parotid gland;70;-;-;-;2;-;1;2;-;1;4;1;6;7;7;15;2;12;10
C08;Salivary glands, NOS;20;-;-;-;-;-;-;1;-;-;1;4;3;2;2;2;2;-;3
C09;Tonsil;189;-;-;-;-;-;-;1;-;2;10;20;35;40;29;26;11;12;3
C10;Oropharynx;135;-;-;-;-;-;-;-;-;1;9;6;22;34;19;19;15;6;4
C11;Nasopharynx;48;-;-;-;-;-;2;1;5;7;4;6;6;5;5;2;2;1;2
C12;Pyriform sinus;138;-;-;-;-;-;-;-;-;-;5;5;22;28;30;21;14;9;4
C13;Hypopharynx;75;-;-;-;-;-;-;-;-;1;3;7;8;18;20;7;6;3;2
C14;Lip, oral cavity and pharynx, NOS;9;-;-;-;-;-;-;-;-;-;1;2;-;2;2;-;1;1;-
C15;Oesophagus;805;-;-;-;-;-;3;-;3;5;12;37;90;111;145;148;108;84;59
C16;Stomach;847;-;-;-;1;1;2;4;9;13;24;38;65;111;135;143;125;83;93
C17;Small intestine;221;-;-;-;-;1;-;2;4;8;9;13;25;30;39;30;29;16;15
C18;Colon;2691;-;1;1;-;4;8;18;24;34;58;141;175;241;338;487;363;414;384
C19;Rectosigmoid junction;68;-;-;-;-;-;-;-;-;-;4;4;5;10;10;12;9;7;7
