icd-o-3;label;Tot;00-;05-;10-;15-;20-;25-;30-;35-;40-;45-;50-;55-;60-;65-;70-;75-;80-;85+
C00;Lip;34;-;-;-;-;-;-;1;-;1;-;2;3;7;3;9;3;4;1
C01;Base of tongue;97;-;-;-;-;-;-;-;-;2;17;12;18;20;12;8;5;2;1
C02;Tongue;151;-;-;-;-;-;-;2;3;3;15;21;38;24;16;12;12;3;2
C03;Gum;34;-;-;-;-;-;-;-;-;2;3;5;6;6;2;4;5;-;1
C04;Floor of mouth;163;-;-;-;-;-;-;-;1;5;21;39;34;27;17;9;5;3;2
C05;Palate;62;-;-;1;-;-;-;-;1;5;6;9;11;10;9;4;4;2;-
C06;Mouth, NOS;60;-;-;-;-;-;-;-;1;1;3;11;11;12;8;-;6;4;3
C07;Parotid gland;56;-;-;-;-;-;-;2;1;2;2;6;6;6;7;7;4;10;3
C08;Salivary glands, NOS;22;-;-;-;-;-;1;-;2;3;2;2;4;2;3;-;2;1;-
C09;Tonsil;195;-;-;-;-;-;-;1;2;6;15;29;53;41;16;12;13;6;1
C10;Oropharynx;104;-;-;-;-;-;-;-;1;7;9;22;24;16;6;11;7;-;1
C11;Nasopharynx;36;-;-;-;-;1;-;2;2;4;4;-;4;6;5;4;3;1;-
C12;Pyriform sinus;157;-;-;-;-;-;-;-;-;5;13;31;32;36;21;12;4;2;1
C13;Hypopharynx;75;-;-;-;-;-;-;-;-;1;5;13;20;12;9;7;3;3;2
C14;Lip, oral cavity and pharynx, NOS;18;1;-;-;-;-;-;-;-;-;1;3;1;3;4;4;1;-;-
C15;Oesophagus;692;-;-;-;-;-;-;-;3;8;50;86;98;96;115;77;72;63;24
C16;Stomach;872;-;1;-;-;3;6;4;13;17;33;45;70;94;91;150;152;129;64
C17;Small intestine;81;-;-;-;-;-;-;1;1;3;6;11;8;11;10;9;10;9;2
C18;Colon;2737;-;1;2;2;3;4;14;17;34;70;103;200;298;326;481;538;434;210
C19;Rectosigmoid junction;144;-;-;-;-;-;-;1;-;2;3;4;19;13;22;21;25;22;12
C20;Rectum;1370;-;-;-;-;-;2;7;8;21;51;99;144;183;175;239;219;146;76
