icd-o-3;label;Tot;00-;05-;10-;15-;20-;25-;30-;35-;40-;45-;50-;55-;60-;65-;70-;75-;80-;85+;CR;ESR;WSR;CRI
C00;Lip;16.0;-;-;-;-;-;-;-;-;0.25322867;-;0.26599989;0.88062019;-;0.41479663;0.81210029;1.27147737;1.62410606;1.26840777;0.29173502;0.18449277;0.11958177;0.01313287
C01;Base of tongue;37.0;-;-;-;-;-;-;-;-;0.25322867;0.49741221;1.06399957;4.40310096;0.96107333;1.6591865;0.40605015;1.27147737;1.08273738;1.26840777;0.67463723;0.56675452;0.3951725;0.04620958
C02;Tongue;75.0;-;-;-;-;-;1.15954465;0.58445012;0.53500397;0.25322867;2.48706106;1.59599936;2.93540064;2.5628622;2.90357638;4.87260177;1.27147737;3.24821213;2.53681554;1.3675079;1.11293823;0.85027792;0.09939921
C03;Gum;32.0;-;-;-;-;-;-;-;-;0.25322867;-;-;1.17416026;1.2814311;3.318373;0.40605015;2.11912895;3.24821213;1.90261165;0.58347004;0.39105442;0.26803498;0.03216104
C04;Floor of mouth;46.0;-;-;-;-;-;-;-;-;-;0.49741221;2.65999894;4.40310096;2.88321998;2.07398313;0.81210029;0.42382579;0.54136869;0.63420388;0.83873818;0.75692041;0.54287514;0.06662687
C05;Palate;19.0;-;-;-;-;-;-;-;-;-;0.99482443;0.53199979;2.05478045;0.32035778;0.41479663;-;0.84765158;-;1.26840777;0.34643534;0.29241138;0.20855744;0.02158147
C06;Mouth, NOS;30.0;-;-;-;-;-;0.28988616;-;-;0.50645733;0.49741221;0.79799968;0.58708013;1.2814311;1.6591865;0.81210029;1.69530316;1.08273738;2.53681554;0.54700316;0.4065513;0.2991319;0.0321526
C07;Parotid gland;36.0;-;0.34564044;-;0.31203;-;0.28988616;0.87667518;0.26750199;0.50645733;0.74611832;1.06399957;0.29354006;0.32035778;2.48877975;2.03025074;0.42382579;2.70684344;0.63420388;0.65640379;0.54455762;0.4436106;0.04769481
C08;Salivary glands, NOS;16.0;-;-;-;-;-;-;-;0.26750199;-;0.49741221;0.26599989;0.29354006;0.64071555;0.82959325;1.62420059;0.84765158;-;0.63420388;0.29173502;0.22701699;0.16558442;0.02209238
C09;Tonsil;63.0;-;-;-;-;-;-;-;0.26750199;0.50645733;2.23835496;2.92599883;3.52248077;2.5628622;3.73316963;3.24840118;0.42382579;1.08273738;-;1.14870664;1.02125658;0.75706757;0.094981
C10;Oropharynx;42.0;-;-;-;-;-;0.28988616;-;-;-;0.49741221;1.06399957;3.81602083;2.24250443;2.48877975;2.43630088;0.42382579;1.08273738;-;0.76580443;0.66262143;0.48161797;0.06415393
C11;Nasopharynx;20.0;-;-;0.33743656;0.31203;0.30826521;0.28988616;0.87667518;0.53500397;-;0.24870611;0.53199979;0.58708013;0.64071555;1.24438988;0.40605015;-;-;-;0.36466877;0.37001789;0.32709173;0.0315862
