icd-o-3;label;Tot;00-;05-;10-;15-;20-;25-;30-;35-;40-;45-;50-;55-;60-;65-;70-;75-;80-;85+;CR;ESR;WSR;CRI
C00;Lip;47;-;-;-;-;-;-;-;0.41;1.3;-;2.03;1.92;4.43;4.05;5.09;11.68;8.69;14.06;1.61;1.37;0.91;0.1
C01;Base of tongue;36;-;-;-;-;-;-;-;-;0.43;0.95;1.52;3.21;3.16;6.08;4.24;3.5;8.69;-;1.23;1.08;0.76;0.1
C02;Tongue;77;-;-;-;-;-;-;1.31;-;3.46;4.77;5.58;4.49;5.69;6.08;8.48;7.01;2.9;10.55;2.63;2.38;1.75;0.2
C03;Gum;9;-;-;-;-;-;-;0.44;-;-;-;1.02;0.64;1.9;0.68;-;1.17;-;-;0.31;0.29;0.21;0.02
C04;Floor of mouth;75;-;-;-;-;-;-;-;1.23;5.19;4.29;7.11;5.77;4.43;7.43;5.09;4.67;-;-;2.56;2.36;1.78;0.2
C05;Palate;30;0.61;-;-;-;-;0.5;-;0.41;1.73;0.48;1.02;-;3.79;2.7;4.24;3.5;2.9;3.52;1.03;0.9;0.7;0.08
C06;Mouth, NOS;43;-;-;-;-;-;-;0.44;0.41;1.73;2.38;2.03;3.21;6.32;2.03;4.24;4.67;2.9;-;1.47;1.33;0.99;0.11
C07;Parotid gland;26;-;-;-;0.54;-;0.5;-;-;-;0.95;1.02;0.64;2.53;3.38;4.24;4.67;2.9;-;0.89;0.76;0.57;0.07
C08;Salivary glands, NOS;14;-;-;-;-;-;-;-;-;-;-;-;1.28;3.16;0.68;1.7;3.5;2.9;-;0.48;0.41;0.28;0.03
C09;Tonsil;75;-;-;-;-;-;-;-;0.82;3.03;4.29;8.12;7.7;5.06;8.1;2.54;3.5;-;10.55;2.56;2.43;1.79;0.2
C10;Oropharynx;32;-;-;-;-;-;-;-;-;1.3;3.81;1.52;2.57;3.79;2.03;2.54;2.34;-;-;1.09;1.01;0.77;0.09
C11;Nasopharynx;12;-;-;-;-;-;0.5;-;-;0.43;0.48;1.02;0.64;-;0.68;4.24;-;-;-;0.41;0.36;0.28;0.04
C12;Pyriform sinus;48;-;-;-;-;-;-;-;0.41;1.73;3.81;5.58;5.77;1.26;4.73;3.39;1.17;-;3.52;1.64;1.57;1.16;0.13
C13;Hypopharynx;23;-;-;-;-;-;-;-;-;0.87;1.43;1.02;3.85;-;1.35;2.54;3.5;5.79;-;0.79;0.72;0.5;0.06
C14;Lip, oral cavity and pharynx, NOS;22;-;-;-;-;-;-;-;0.41;0.43;0.48;1.52;1.92;0.63;3.38;2.54;3.5;2.9;-;0.75;0.66;0.46;0.06
C15;Oesophagus;271;-;-;-;-;-;-;0.87;1.23;6.06;7.63;12.18;19.24;24.66;29.04;44.95;35.04;28.95;24.61;9.26;8.09;5.7;0.73
C16;Stomach;483;-;-;-;-;-;0.5;0.44;1.23;4.33;7.63;10.15;16.68;36.04;47.95;69.55;120.3;121.61;179.3;16.5;13.92;9.01;0.97
C17;Small intestine;42;-;-;-;-;-;-;0.44;-;0.87;1.43;1.02;1.92;3.16;6.75;8.48;5.84;2.9;-;1.44;1.21;0.86;0.12
C18;Colon;1165;-;-;0.57;1.09;-;0.99;0.87;4.09;6.06;13.34;31.98;53.87;82.19;125.61;180.67;245.28;324.29;379.69;39.81;33.86;22.09;2.48
C19;Rectosigmoid junction;166;-;-;-;-;-;-;0.44;0.41;0.87;0.95;2.03;7.7;10.75;21.61;31.38;43.22;37.64;28.13;5.67;4.66;3.04;0.38
C20;Rectum;753;-;-;-;-;-;0.99;1.31;2.05;3.89;10.49;24.87;42.97;56.9;98.6;115.35;128.48;176.62;186.33;25.73;22.08;14.75;1.77
C21;Anus and anal canal;25;-;-;-;-;-;-;-;0.82;1.3;0.48;0.51;3.21;1.26;2.7;0.85;2.34;8.69;3.52;0.85;0.77;0.54;0.06
C22;Liver and intrahepatic bile ducts;126;0.61;-;-;-;-;-;-;0.82;2.16;4.29;4.06;8.34;8.22;15.53;18.66;9.34;40.54;28.13;4.31;3.81;2.65;0.31
C23;Gallbladder;17;-;-;-;-;-;-;-;-;-;-;-;-;0.63;2.03;3.39;8.18;2.9;3.52;0.58;0.44;0.27;0.03
C24;Biliary tract, NOS;40;-;-;-;-;-;-;-;-;-;1.91;0.51;3.85;1.9;3.38;6.79;7.01;11.58;10.55;1.37;1.19;0.79;0.09
C25;Pancreas;255;-;-;-;-;-;-;0.44;0.41;1.73;4.29;8.63;10.26;18.97;34.44;45.8;44.38;49.22;59.77;8.71;7.38;4.95;0.62
C26;Other ill-defined digestive organs;5;-;-;-;-;-;-;-;0.41;-;-;-;-;1.26;0.68;-;1.17;-;-;0.17;0.14;0.11;0.01
C30;Nasal cavity and middle ear;9;-;-;-;-;-;-;-;-;0.43;-;-;-;0.63;0.68;1.7;2.34;2.9;3.52;0.31;0.25;0.16;0.02
C31;Accessory sinuses;42;-;-;-;-;-;-;-;0.41;-;1.43;2.54;4.49;5.69;3.38;4.24;5.84;2.9;3.52;1.44;1.3;0.92;0.11
C32;Larynx;313;-;-;-;-;-;-;0.44;1.64;5.62;11.92;19.29;24.37;29.08;39.17;35.62;29.2;31.85;42.19;10.7;9.6;6.83;0.83
C33;Trachea;8;-;-;-;-;-;-;-;-;-;0.48;0.51;-;1.26;0.68;0.85;1.17;2.9;-;0.27;0.24;0.17;0.02
C34;Bronchus and lung;2914;-;-;-;-;1.1;0.5;1.74;4.09;13.84;36.22;91.37;176.38;255.41;357.93;547.94;552.46;440.11;453.52;99.57;84.51;57.01;7.16
C37;Thymus;5;-;-;-;-;-;-;-;-;-;0.48;1.02;-;-;0.68;-;1.17;-;-;0.17;0.15;0.11;0.01
C38;Heart, mediastinum and pleura;35;-;-;-;0.54;-;-;-;1.23;-;-;1.02;1.28;3.16;2.03;8.48;4.67;8.69;7.03;1.2;1.02;0.71;0.09
C39;Respiratory system and intrathoracic organs, NOS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;;;;
C40;Bone and articular cartilage of limbs;17;0.61;-;1.15;1.09;0.55;1.49;-;0.82;-;0.48;0.51;1.28;0.63;-;-;-;-;3.52;0.58;0.62;0.63;0.04
C41;Bone and articular cartilage, NOS;25;-;0.55;-;0.54;0.55;0.5;0.87;0.41;0.43;0.48;1.02;1.92;2.53;2.03;1.7;1.17;2.9;-;0.85;0.8;0.67;0.07
C43;Malignant melanoma of skin;233;-;-;-;1.09;2.2;2.98;4.8;7.37;8.65;10.49;11.68;11.54;17.7;17.56;11.87;29.2;28.95;21.09;7.96;7.17;5.45;0.54
C44;Malignant neoplasms of skin;506;-;-;-;-;-;0.5;0.44;0.82;1.73;2.86;10.66;13.47;31.61;47.95;85.67;117.97;170.83;239.07;17.29;14.52;9.11;0.97
C45;Mesothelioma;99;-;-;-;-;-;-;-;0.41;0.43;1.43;4.06;8.34;6.32;16.21;10.18;23.36;5.79;17.58;3.38;2.91;1.97;0.24
C46;Kaposi's sarcoma;7;-;-;-;-;-;-;-;0.41;0.87;-;0.51;-;-;0.68;-;-;5.79;-;0.24;0.21;0.15;0.01
C47,C49;Soft tissues;102;1.21;1.11;1.15;0.54;1.65;0.99;3.05;1.23;3.89;3.81;2.03;7.06;5.69;6.75;6.79;8.18;20.27;24.61;3.49;3.25;2.6;0.23
C48;Retroperitoneum and peritoneum;18;-;-;-;-;0.55;-;-;0.41;-;-;-;1.28;2.53;0.68;3.39;3.5;2.9;3.52;0.62;0.53;0.38;0.04
C50;Breast;51;-;-;-;-;-;-;-;-;1.3;0.48;2.03;5.13;2.53;6.75;7.63;4.67;17.37;7.03;1.74;1.54;1.04;0.13
C60;Penis;27;-;-;-;-;-;-;0.44;-;-;-;0.51;1.92;3.16;2.7;0.85;5.84;11.58;10.55;0.92;0.81;0.52;0.05
C61;Prostate;4452;-;-;-;-;-;-;0.44;0.41;1.73;12.39;54.31;206.52;416.62;643.59;784.58;875.99;1100.27;1139.08;152.13;127.27;83.5;10.06
C62;Testis;98;-;-;0.57;1.63;6.6;10.42;9.16;6.96;3.46;1.43;2.03;1.28;0.63;0.68;1.7;2.34;-;-;3.35;3.19;3.08;0.23
C63;Male genital organs, NOS;6;-;-;-;-;0.55;-;-;0.41;-;-;-;0.64;-;-;-;2.34;2.9;-;0.21;0.18;0.13;0.01
C64;Kidney;393;1.21;-;-;-;-;0.5;-;2.05;6.06;11.44;18.78;26.94;30.98;45.92;60.22;58.4;52.12;42.19;13.43;11.73;8.25;1.02
