icd-o-3;label;Tot;00-;05-;10-;15-;20-;25-;30-;35-;40-;45-;50-;55-;60-;65-;70-;75-;80-;85+;CR;ESR;WSR;CRI
C00;Lip;14.0;-;-;-;-;-;-;-;-;-;-;-;-;-;1.22;0.68;3.18;3.08;6.57;0.46;0.23;0.13;0.01
C01;Base of tongue;8.0;-;-;-;-;-;-;-;-;0.44;0.49;1.55;1.26;0.61;-;-;-;-;-;0.27;0.28;0.21;0.02
C02;Tongue;32.0;-;-;-;-;-;-;-;-;-;1.95;2.06;1.89;1.22;0.61;2.71;5.56;7.69;2.63;1.06;0.78;0.52;0.05
C03;Gum;4.0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2.03;-;-;1.31;0.13;0.07;0.05;0.01
C04;Floor of mouth;14.0;-;-;-;-;-;-;-;0.42;0.44;0.97;1.03;0.63;1.22;0.61;1.35;1.59;-;-;0.46;0.4;0.3;0.03
C05;Palate;10.0;-;-;-;-;-;-;0.46;-;-;-;1.55;0.63;-;-;2.03;0.79;1.54;-;0.33;0.27;0.19;0.02
C06;Mouth, NOS;23.0;-;-;-;-;-;-;-;0.42;-;-;2.06;2.52;0.61;1.83;3.38;0.79;1.54;3.94;0.76;0.6;0.41;0.05
C07;Parotid gland;16.0;-;-;-;-;-;-;-;-;0.44;-;0.52;0.63;0.61;2.44;1.35;2.38;1.54;2.63;0.53;0.36;0.25;0.03
C08;Salivary glands, NOS;7.0;-;-;-;-;-;-;0.46;0.42;0.44;-;-;-;-;0.61;1.35;0.79;-;-;0.23;0.17;0.13;0.02
C09;Tonsil;26.0;-;-;-;-;-;-;-;0.42;0.88;1.46;2.58;1.89;1.84;0.61;2.03;2.38;3.08;-;0.86;0.74;0.54;0.06
C10;Oropharynx;10.0;-;-;-;-;-;-;-;-;0.88;-;0.52;0.63;1.22;0.61;0.68;0.79;1.54;-;0.33;0.27;0.2;0.02
