icd-o-3;label;Tot;00-;05-;10-;15-;20-;25-;30-;35-;40-;45-;50-;55-;60-;65-;70-;75-;80-;85+
C00;Lip;14;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;3;2;7
C01;Base of tongue;32;-;-;-;-;-;-;-;-;-;1;4;2;6;7;6;4;1;1
C02;Tongue;61;-;-;-;-;-;1;-;-;2;3;8;13;9;8;4;3;5;5
C03;Gum;26;-;-;1;-;-;-;-;-;-;-;-;1;2;7;2;3;7;3
C04;Floor of mouth;34;-;-;-;-;-;-;-;-;1;1;3;3;12;5;3;4;1;1
C05;Palate;27;-;-;-;1;1;-;-;-;-;2;1;2;6;5;4;-;2;3
C06;Mouth, NOS;27;-;-;-;-;-;-;-;-;-;-;4;-;4;5;5;2;5;2
C07;Parotid gland;21;-;-;1;-;-;1;1;1;2;1;2;1;2;-;3;3;1;2
C08;Salivary glands, NOS;5;-;-;-;-;-;-;-;-;-;-;-;-;1;1;2;1;-;-
C09;Tonsil;46;-;-;-;-;-;-;-;-;1;1;2;8;9;10;5;3;6;1
C10;Oropharynx;23;-;-;-;-;-;-;-;-;1;-;2;3;8;3;1;3;-;2
C11;Nasopharynx;10;-;-;-;-;-;-;1;-;-;1;2;-;1;-;2;1;1;1
C12;Pyriform sinus;13;-;-;-;-;-;-;-;-;-;-;1;3;1;3;2;1;-;2
C13;Hypopharynx;10;-;-;-;-;-;-;-;-;-;-;1;4;-;1;3;-;1;-
C14;Lip, oral cavity and pharynx, NOS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
C15;Oesophagus;177;-;-;-;-;-;-;-;-;-;3;7;23;17;20;35;24;23;25
C16;Stomach;293;-;-;-;-;1;-;2;3;4;15;14;28;24;29;34;33;45;61
C17;Small intestine;91;-;-;-;-;-;-;2;1;2;4;6;6;15;10;13;6;14;12
C18;Colon;1623;-;-;-;1;6;7;19;12;15;34;68;102;120;144;237;194;304;360
C19;Rectosigmoid junction;25;-;-;-;-;-;1;-;-;-;-;5;2;4;1;1;1;5;5
C20;Rectum;485;-;-;-;1;2;3;1;4;4;16;41;39;48;42;64;54;82;84
C21;Anus and anal canal;56;-;-;-;-;-;-;-;1;2;4;3;6;13;10;3;3;3;8
C22;Liver and intrahepatic bile ducts;182;1;-;-;-;-;-;1;-;5;8;5;12;21;20;41;27;23;18
C23;Gallbladder;46;-;-;-;-;-;-;-;-;-;1;1;5;3;6;10;10;6;4
C24;Biliary tract, NOS;98;-;-;-;-;-;-;-;1;1;1;2;9;7;10;13;16;17;21
C25;Pancreas;610;-;-;-;-;1;-;7;1;9;12;34;41;66;72;97;106;82;82
C26;Other ill-defined digestive organs;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;1
C30;Nasal cavity and middle ear;7;-;-;-;-;-;-;-;-;1;1;-;2;-;2;-;-;1;-
C31;Accessory sinuses;13;-;-;-;-;-;1;2;-;-;-;-;2;-;1;2;1;1;3
C32;Larynx;38;-;-;-;-;-;-;-;-;-;2;2;7;3;5;3;9;3;4
C33;Trachea;3;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;1
C34;Bronchus and lung;1725;1;-;-;-;-;4;2;6;17;32;95;169;287;340;309;214;146;103
C37;Thymus;24;-;-;-;-;1;-;-;2;2;2;2;3;3;2;6;1;-;-
C38;Heart, mediastinum and pleura;4;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;2
C39;Respiratory system and intrathoracic organs, NOS;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-
C40;Bone and articular cartilage of limbs;12;-;-;2;1;-;1;1;1;3;-;-;1;1;-;-;-;1;-
C41;Bone and articular cartilage, NOS;19;-;-;2;1;2;1;-;-;2;1;-;1;1;3;-;1;2;2
C43;Malignant melanoma of skin;1281;-;-;-;3;20;23;41;81;85;141;169;128;112;123;107;92;73;83
C44;Malignant neoplasms of skin;2370;-;1;-;-;-;-;3;6;14;40;66;84;132;171;270;352;467;764
C45;Mesothelioma;46;-;-;-;-;-;-;-;-;-;3;2;3;6;6;7;8;4;7
C46;Kaposi's sarcoma;2;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-
C47,C49;Soft tissues;88;4;2;1;3;1;1;1;-;1;5;7;7;14;7;10;8;6;10
C48;Retroperitoneum and peritoneum;29;1;-;-;-;1;-;-;1;1;1;2;1;-;4;5;4;4;4
C50;Breast;6345;-;-;-;-;1;30;79;190;304;520;718;723;787;781;631;583;521;477
C51;Vulva;143;-;-;-;-;-;-;2;3;2;4;4;12;10;13;15;20;23;35
C52;Vagina;27;-;-;-;-;-;-;-;-;1;1;4;3;1;5;1;2;4;5
C53;Cervix uteri;347;-;-;-;-;1;12;15;25;38;46;37;40;35;33;14;22;12;17
C54;Corpus uteri;826;-;-;-;-;-;1;2;2;5;25;38;77;114;116;145;109;126;66
C55;Uterus;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-
C56;Ovary;471;-;-;2;1;-;7;7;10;15;18;34;48;58;52;58;60;53;48
C57;Female genital organs, NOS;71;-;-;-;-;-;1;-;1;2;1;3;6;6;10;17;11;8;5
C58;Placenta;4;-;-;-;-;-;2;2;-;-;-;-;-;-;-;-;-;-;-
C64;Kidney;431;1;-;-;-;-;2;1;9;8;18;13;39;54;55;64;67;55;45
C65;Renal pelvis;65;-;-;-;-;-;-;-;-;-;-;1;3;6;8;10;7;17;13
C66;Ureter;38;-;-;-;-;-;-;-;-;-;-;1;2;2;5;7;4;12;5
C67;Bladder;296;-;-;-;-;-;-;-;1;2;3;7;21;24;31;38;42;59;68
C68;Urinary organs, NOS;4;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;1;1
C69;Eye and adnexa;40;3;1;-;1;-;-;-;2;1;-;8;4;4;4;4;4;2;2
C70;Meninges;4;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;3;-
C71;Brain;201;3;2;2;1;-;4;6;7;7;18;16;13;18;27;29;20;16;12
C72;Spinal cord, cranial nerves and CNS, NOS;12;-;-;-;-;-;-;1;1;1;-;1;2;-;2;1;2;1;-
C73;Thyroid gland;347;-;1;3;4;11;19;20;28;29;32;36;27;36;30;29;15;15;12
C74;Adrenal gland;29;1;-;-;-;-;2;-;1;4;2;3;3;2;2;4;2;3;-
C75;Endocrine glands, NOS;19;-;-;-;-;1;-;1;-;1;-;3;4;4;1;3;1;-;-
C81;Hodgkin lymphoma;87;-;-;4;6;9;7;6;8;2;5;4;6;6;8;6;8;-;2
C82-C86;Non-Hodgkin-lymphoma;579;2;2;2;1;10;7;4;8;9;28;28;35;60;64;88;89;67;75
C88;Malignant immunoproliferative diseases;75;-;-;-;-;-;-;-;-;1;3;5;7;-;11;11;9;11;17
C90;Multiple myeloma;250;-;-;-;-;-;-;-;3;2;3;13;14;24;37;35;38;46;35
C91;Lymphoid leukaemia;263;12;4;5;1;1;3;2;4;5;5;15;28;24;24;36;30;37;27
C92;Myeloid leukaemia;199;3;2;1;1;4;2;4;6;9;12;8;11;18;30;19;24;21;24
C93;Monocytic leukaemia;36;-;-;-;-;-;1;-;-;-;-;1;2;1;5;5;4;8;9
C94-C95;Leukaemia other;4;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;1
C96;Lymphoid, haematopoietic and related tissue, NOS;6;-;-;-;1;-;-;-;1;2;-;-;-;1;-;1;-;-;-
C76;Other and ill-defined sites;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-
C80;Unknown primary site;205;-;-;-;-;-;-;-;-;4;8;6;11;14;21;21;25;44;51
MPN;Myeloproliferative neoplasms;246;-;-;1;1;-;2;2;4;4;6;16;20;21;32;34;39;35;29
MDS;Myelodysplastic syndromes;174;-;-;1;-;-;-;-;1;1;2;8;7;16;17;24;35;29;33
