icd-o-3;label;Tot;00-;05-;10-;15-;20-;25-;30-;35-;40-;45-;50-;55-;60-;65-;70-;75-;80-;85+
C00;Lip;11;-;-;-;-;-;-;-;1;-;2;1;1;-;-;-;2;2;2
C01;Base of tongue;10;-;-;-;-;-;-;-;-;-;-;2;2;2;-;-;2;2;-
C02;Tongue;36;-;-;-;-;-;-;-;2;2;2;5;7;4;6;3;3;2;-
C03;Gum;9;-;-;-;-;-;-;-;-;-;-;-;-;-;1;4;1;1;2
C04;Floor of mouth;18;-;-;-;-;-;-;-;-;-;-;3;5;5;2;3;-;-;-
C05;Palate;13;-;-;-;-;-;-;-;-;-;1;1;1;4;1;2;-;2;1
C06;Mouth, NOS;16;-;-;-;-;-;1;-;-;-;-;1;2;1;4;-;2;4;1
C07;Parotid gland;18;-;-;-;-;1;1;1;-;2;1;2;1;2;1;2;2;1;1
C08;Salivary glands, NOS;10;-;-;1;1;-;-;-;-;1;1;1;-;-;1;1;1;2;-
C09;Tonsil;34;-;-;-;-;-;-;-;-;-;5;6;7;7;2;4;2;-;1
C10;Oropharynx;5;-;-;-;-;-;-;-;-;-;-;1;2;-;-;2;-;-;-
C11;Nasopharynx;5;-;1;-;-;-;1;-;-;-;1;-;-;-;1;1;-;-;-
C12;Pyriform sinus;7;-;-;-;-;-;-;-;-;-;1;2;-;2;1;-;1;-;-
C13;Hypopharynx;3;-;-;-;-;-;-;-;-;-;2;-;-;1;-;-;-;-;-
C14;Lip, oral cavity and pharynx, NOS;6;-;-;-;-;-;-;-;-;-;-;2;-;2;-;-;-;1;1
C15;Oesophagus;131;-;-;-;-;-;-;-;-;2;3;14;16;13;12;22;14;23;12
C16;Stomach;334;-;-;-;-;-;-;1;4;9;12;18;18;30;27;36;60;65;54
C17;Small intestine;58;-;-;-;-;-;-;-;-;2;3;7;5;6;6;7;9;8;5
C18;Colon;1469;-;-;1;4;3;4;6;13;24;42;74;83;121;155;234;270;259;176
C19;Rectosigmoid junction;78;-;-;-;-;-;-;-;-;-;4;2;5;6;13;8;18;9;13
C20;Rectum;577;-;-;-;-;-;-;1;3;12;28;32;48;65;72;102;82;80;52
C21;Anus and anal canal;36;-;-;-;-;-;-;-;1;2;3;1;5;5;2;3;7;4;3
