icd-o-3;label;Tot;00-;05-;10-;15-;20-;25-;30-;35-;40-;45-;50-;55-;60-;65-;70-;75-;80-;85+
C00;Lip;14;1;-;-;-;-;-;-;-;-;1;1;1;-;-;2;-;4;4
C01;Base of tongue;18;-;-;-;-;-;-;-;1;-;2;2;3;3;3;2;-;2;-
C02;Tongue;49;-;-;-;-;-;-;-;-;2;3;6;7;5;7;3;7;4;5
C03;Gum;18;-;-;-;-;-;-;-;-;-;2;-;1;2;3;2;3;2;3
C04;Floor of mouth;38;-;-;-;-;-;-;-;-;-;1;5;6;10;7;3;1;1;4
C05;Palate;21;-;-;-;-;1;-;-;-;1;2;2;2;5;4;1;2;1;-
C06;Mouth, NOS;21;-;-;-;-;1;-;-;-;2;-;-;1;3;6;4;1;3;-
C07;Parotid gland;31;-;-;-;-;-;-;2;1;1;1;4;5;-;2;6;4;4;1
C08;Salivary glands, NOS;6;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;1;1;1
C09;Tonsil;46;-;-;-;-;-;-;-;-;1;-;4;4;14;10;6;2;2;3
C10;Oropharynx;22;-;-;-;-;-;-;-;-;-;-;1;4;5;5;3;2;2;-
C11;Nasopharynx;5;-;-;-;-;-;1;-;-;1;-;-;1;-;1;-;-;1;-
C12;Pyriform sinus;14;-;-;-;-;-;-;-;-;1;1;-;2;4;2;1;-;-;3
C13;Hypopharynx;6;-;-;-;-;-;-;-;-;-;-;-;2;3;-;1;-;-;-
C14;Lip, oral cavity and pharynx, NOS;3;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;2;-;-
C15;Oesophagus;153;-;-;-;-;-;-;-;1;-;2;4;16;21;21;22;27;18;21
C16;Stomach;339;-;-;-;-;-;1;1;4;11;15;12;21;34;27;28;58;50;77
C17;Small intestine;71;-;-;-;-;-;-;-;6;2;1;3;7;7;9;6;10;8;12
C18;Colon;1812;-;-;2;3;6;6;3;13;23;55;69;139;221;185;195;270;294;328
C19;Rectosigmoid junction;25;-;-;-;-;-;-;-;-;-;1;1;3;2;3;4;6;3;2
C20;Rectum;540;-;-;-;-;-;-;2;6;15;17;38;58;75;47;66;78;73;65
