icd-o-3;label;Tot;00-;05-;10-;15-;20-;25-;30-;35-;40-;45-;50-;55-;60-;65-;70-;75-;80-;85+;CR;ESR;WSR;CRI
C00;Lip;15.0;-;-;-;-;-;-;-;-;-;-;-;0.53536057;-;2.50942603;0.64322332;0.77346101;6.34256176;2.99428092;0.49190263;0.26063302;0.16398049;0.01843835
C01;Base of tongue;9.0;-;-;-;-;-;-;-;-;-;0.45276321;0.50343848;1.6060817;0.65856196;1.25471302;0.64322332;-;-;-;0.29514158;0.26571234;0.19342932;0.02559063
C02;Tongue;31.0;-;-;-;-;-;0.55727692;-;0.43934994;1.26589222;1.35828964;2.51719242;1.6060817;2.63424786;3.13678254;1.28644664;1.54692201;-;2.99428092;1.01659876;0.88268333;0.6741399;0.07398042
C03;Gum;12.0;-;-;-;-;-;-;-;-;-;-;1.00687697;1.07072113;1.31712393;-;1.28644664;1.54692201;1.05709363;1.49714046;0.3935221;0.29565503;0.19982697;0.0234031
C04;Floor of mouth;29.0;-;-;-;-;-;-;-;-;0.42196407;0.90552643;2.51719242;1.6060817;2.63424786;5.01885206;0.64322332;2.32038302;-;2.99428092;0.95101175;0.79360635;0.5767275;0.06871182
C05;Palate;17.0;-;-;-;0.59548976;-;-;0.49139325;-;0.42196407;0.45276321;0.50343848;0.53536057;1.31712393;2.50942603;0.64322332;2.32038302;1.05709363;-;0.55748964;0.44718358;0.35146916;0.03734394
C06;Mouth, NOS;22.0;-;-;-;-;-;-;-;0.87869988;-;1.35828964;1.51031545;0.53536057;0.65856196;1.88206952;1.92966996;2.32038302;1.05709363;2.99428092;0.72145719;0.54745537;0.39600823;0.04375526
C07;Parotid gland;17.0;-;-;-;-;0.54952905;-;0.98278649;0.87869988;0.42196407;0.45276321;-;0.53536057;-;0.62735651;1.92966996;1.54692201;2.11418725;1.49714046;0.55748964;0.4121597;0.32048952;0.03188556
C08;Salivary glands, NOS;5.0;-;-;-;-;-;-;0.49139325;0.43934994;-;-;-;-;-;0.62735651;0.64322332;-;1.05709363;-;0.16396754;0.12011392;0.09281522;0.01100601
C09;Tonsil;22.0;-;-;-;-;0.54952905;-;-;-;0.42196407;0.45276321;1.00687697;1.6060817;2.63424786;1.88206952;1.28644664;1.54692201;2.11418725;1.49714046;0.72145719;0.57918452;0.43211987;0.04918779
C10;Oropharynx;13.0;-;-;-;-;-;-;-;-;-;0.90552643;1.51031545;1.07072113;-;1.88206952;0.64322332;0.77346101;-;1.49714046;0.42631561;0.3583723;0.25722307;0.03005476
C11;Nasopharynx;4.0;-;-;-;-;-;-;-;-;-;-;0.50343848;1.07072113;0.65856196;-;-;-;-;-;0.13117403;0.13241206;0.09434325;0.01116298
C12;Pyriform sinus;8.0;-;-;-;-;-;-;-;-;-;-;0.50343848;1.07072113;1.31712393;-;0.64322332;1.54692201;-;-;0.26234807;0.2155753;0.14901941;0.01767097
C13;Hypopharynx;6.0;-;-;-;-;-;-;-;0.43934994;-;0.90552643;0.50343848;0.53536057;-;0.62735651;-;-;-;-;0.19676105;0.18659793;0.14609962;0.01505403
C14;Lip, oral cavity and pharynx, NOS;2.0;-;-;-;-;-;-;-;-;-;-;-;-;0.65856196;-;-;-;1.05709363;-;0.06558702;0.04349903;0.03162795;0.00329276
C15;Oesophagus;125.0;-;-;-;-;-;-;-;0.43934994;1.26589222;1.81105286;2.01375394;5.35360565;4.60993375;11.91977365;12.22124309;15.46922012;15.8564044;34.43423062;4.09918856;2.59453544;1.71837042;0.19797679
C16;Stomach;327.0;-;-;-;-;-;0.55727692;0.49139325;2.63609963;4.21964074;5.88592178;2.51719242;5.88896622;12.51267732;16.3112692;37.3069526;38.6730503;72.93946025;86.83414678;10.72347727;6.26335499;4.12156651;0.44066317
C17;Small intestine;44.0;-;-;-;-;-;-;-;-;0.42196407;1.35828964;0.50343848;2.67680283;4.60993375;2.50942603;6.43223321;5.41422704;2.11418725;5.98856185;1.44291437;1.03361938;0.72204007;0.09251762
C18;Colon;1398.0;-;-;-;2.38195904;2.19811621;1.67183077;2.45696624;2.19674969;6.32946111;11.31908035;29.70287061;47.11172975;65.85619641;99.12232825;155.01682029;202.64678356;267.44468758;263.49672126;45.84532483;28.17525348;18.62114922;2.10436321
C19;Rectosigmoid junction;144.0;-;-;-;-;-;-;-;-;1.26589222;2.26381607;4.02750788;5.88896622;9.2198675;7.52827809;14.79413638;25.5242132;25.37024704;16.46854508;4.72226522;3.01716388;2.0036784;0.22468952
C20;Rectum;523.0;-;-;-;-;-;1.11455384;-;0.87869988;4.64160481;7.24421142;14.59971606;27.30338883;32.26953624;40.77817301;49.52819569;66.51764651;87.73877102;77.85130401;17.15100492;11.34842164;7.67497402;0.88782574
