icd-o-3;label;Tot;00-;05-;10-;15-;20-;25-;30-;35-;40-;45-;50-;55-;60-;65-;70-;75-;80-;85+
C00;Lip;17;-;-;-;-;-;-;-;-;-;2;-;3;4;3;1;1;2;1
C01;Base of tongue;66;-;-;-;-;-;-;-;-;-;9;8;7;19;11;4;6;-;2
C02;Tongue;83;-;-;-;1;-;1;-;3;4;8;10;11;16;13;8;6;-;2
C03;Gum;20;-;-;-;-;-;-;-;-;-;2;1;4;6;1;2;1;1;2
C04;Floor of mouth;70;-;-;-;-;-;-;-;-;4;4;13;15;9;11;8;4;1;1
C05;Palate;36;-;-;-;-;-;-;-;-;-;1;7;4;9;3;8;1;2;1
C06;Mouth, NOS;38;-;-;-;-;-;-;-;-;1;3;5;5;4;10;3;1;2;4
C07;Parotid gland;56;-;-;-;-;-;-;1;1;1;2;5;6;1;7;8;16;2;6
C08;Salivary glands, NOS;11;-;-;-;-;-;-;-;-;1;-;2;-;-;1;1;3;1;2
C09;Tonsil;85;-;-;-;-;-;-;1;1;2;8;10;14;16;10;11;7;4;1
C10;Oropharynx;64;-;-;-;-;-;-;-;-;1;3;5;14;11;13;7;6;1;3
C11;Nasopharynx;35;-;-;1;-;-;1;-;-;1;6;4;4;5;6;3;-;3;1
C12;Pyriform sinus;68;-;-;-;-;-;-;-;-;1;5;6;17;13;10;9;5;-;2
C13;Hypopharynx;41;-;-;-;-;-;-;-;-;-;2;5;9;9;7;5;2;2;-
C14;Lip, oral cavity and pharynx, NOS;5;-;-;-;-;-;-;-;-;-;-;1;1;-;1;1;1;-;-
C15;Oesophagus;438;-;-;-;-;1;-;-;1;4;11;34;55;81;85;61;48;36;21
C16;Stomach;550;-;-;-;-;1;1;1;6;10;15;29;41;56;75;95;70;81;69
C17;Small intestine;100;-;-;1;-;-;1;1;-;3;3;11;11;13;15;14;11;9;7
C18;Colon;2001;-;-;2;3;4;6;6;12;17;41;72;124;216;311;322;370;289;206
C19;Rectosigmoid junction;100;-;-;-;-;-;-;-;-;-;1;6;2;12;18;21;22;11;7
C20;Rectum;947;-;-;-;-;1;1;3;3;10;33;55;82;132;142;153;151;105;76
C21;Anus and anal canal;40;-;-;-;-;1;-;-;-;-;6;3;7;8;7;3;1;-;4
C22;Liver and intrahepatic bile ducts;304;-;-;-;-;2;1;5;3;3;7;21;40;44;53;34;48;32;11
C23;Gallbladder;19;-;-;-;-;-;-;-;1;-;-;-;1;2;-;5;5;4;1
C24;Biliary tract, NOS;76;-;-;-;-;-;-;-;-;1;2;3;4;12;8;13;11;12;10
C25;Pancreas;481;-;-;-;-;-;1;2;1;7;18;29;34;76;81;78;62;59;33
C26;Other ill-defined digestive organs;13;-;-;-;-;-;-;-;-;1;-;-;2;-;2;2;3;3;-
C30;Nasal cavity and middle ear;22;1;-;-;1;-;-;-;-;1;3;1;5;3;1;1;3;1;1
C31;Accessory sinuses;48;-;-;-;-;-;1;-;-;1;3;4;7;9;2;7;11;1;2
C32;Larynx;280;-;-;-;1;-;-;-;2;1;6;24;50;55;48;34;29;17;13
C33;Trachea;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
C34;Bronchus and lung;3434;-;-;1;1;-;1;2;6;20;56;140;300;486;568;583;614;436;220
C37;Thymus;14;-;-;-;-;-;1;-;1;1;3;1;2;1;1;1;2;-;-
C38;Heart, mediastinum and pleura;12;-;-;-;-;-;-;-;-;1;-;1;2;2;-;4;1;1;-
C39;Respiratory system and intrathoracic organs, NOS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
C40;Bone and articular cartilage of limbs;18;-;2;1;3;3;1;-;-;-;-;1;1;1;-;1;1;3;-
C41;Bone and articular cartilage, NOS;25;2;-;1;2;3;-;2;1;-;2;1;2;1;3;2;2;1;-
C43;Malignant melanoma of skin;630;-;-;-;2;5;7;20;21;58;60;69;52;75;69;59;60;41;32
C44;Malignant neoplasms of skin;2210;-;1;-;1;1;4;6;7;11;26;36;72;125;184;335;451;494;456
C45;Mesothelioma;166;-;-;-;-;-;-;-;-;-;1;2;11;19;23;39;30;20;21
C46;Kaposi's sarcoma;12;-;-;-;-;-;-;-;1;5;-;1;2;1;-;1;-;1;-
C47,C49;Soft tissues;108;3;1;4;-;1;3;3;1;5;3;8;7;5;12;11;19;12;10
C48;Retroperitoneum and peritoneum;13;-;1;-;-;-;1;1;-;1;-;-;1;1;1;3;2;1;-
C50;Breast;41;-;-;-;-;-;-;-;1;-;-;1;5;1;8;4;9;6;6
C60;Penis;53;-;-;-;-;-;-;-;-;3;4;4;3;7;7;9;7;4;5
C61;Prostate;5454;-;-;-;-;-;-;-;1;6;46;262;556;824;1081;991;894;514;279
C62;Testis;213;-;-;-;5;16;47;51;24;29;21;7;8;4;-;-;1;-;-
C63;Male genital organs, NOS;6;-;-;-;-;-;-;-;-;-;1;-;1;1;-;-;1;2;-
C64;Kidney;665;1;1;-;-;1;-;2;8;19;26;48;67;94;106;98;100;61;33
C65;Renal pelvis;91;-;-;-;-;-;-;-;-;1;2;4;4;11;9;14;20;16;10
C66;Ureter;71;-;-;-;-;-;-;-;-;1;1;1;1;9;8;7;19;15;9
C67;Bladder;1126;1;-;-;-;-;-;-;3;7;14;26;54;97;145;177;206;229;167
C68;Urinary organs, NOS;37;-;-;-;-;-;-;-;-;-;-;2;-;5;8;3;6;10;3
C69;Eye and adnexa;45;2;2;1;-;-;-;-;1;1;3;4;3;4;4;9;5;5;1
C70;Meninges;6;-;-;-;-;-;-;-;-;-;1;-;1;-;-;3;-;1;-
C71;Brain;283;2;9;3;5;9;7;7;10;17;24;27;21;24;40;29;27;15;7
C72;Spinal cord, cranial nerves and CNS, NOS;8;-;1;-;-;-;-;-;-;2;1;2;-;-;2;-;-;-;-
C73;Thyroid gland;115;-;-;-;2;2;7;6;13;10;4;17;11;10;11;11;6;3;2
C74;Adrenal gland;19;3;-;-;-;-;-;-;-;2;3;3;2;2;2;2;-;-;-
C75;Endocrine glands, NOS;11;-;1;2;1;-;1;2;-;2;1;-;1;-;-;-;-;-;-
C81;Hodgkin's disease;113;-;1;2;9;15;9;11;6;7;8;11;3;11;4;7;2;5;2
C82-C86;Non-Hodgkin-lymphoma;714;6;2;-;9;4;8;2;14;19;25;47;83;65;120;86;106;77;41
C88;Malignant immunoproliferative diseases;86;-;-;-;-;-;1;1;1;1;5;3;6;11;14;7;11;18;7
C90;Multiple myeloma;250;-;-;-;-;-;-;1;1;4;4;14;21;39;43;41;33;31;18
C91;Lymphoid leukaemia;339;8;7;4;3;2;2;3;2;6;10;23;30;39;50;43;46;36;25
C92;Myeloid leukaemia;157;2;1;-;3;-;4;3;3;4;6;9;13;10;19;24;25;20;11
C93;Monocytic leukaemia;49;1;-;-;-;1;2;-;1;1;-;-;1;1;7;10;6;13;5
C94-C95;Leukaemia other;18;-;-;-;1;-;-;-;-;-;1;1;2;1;2;2;2;4;2
C96;Lymphoid, haematopoietic and related tissue, NOS;17;3;-;-;-;2;1;-;3;-;2;1;-;2;1;1;1;-;-
C76;Other and ill-defined sites;4;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;1
C80;Unknown primary site;305;-;-;-;1;-;-;-;3;4;6;16;25;34;40;41;43;55;37
MPD;Myeloproliferative Disorders;197;1;-;1;-;2;2;1;5;7;12;12;14;18;35;21;37;20;9
MDS;Myelodysplastic syndromes;201;-;-;-;-;1;-;1;2;3;5;3;8;18;26;28;37;39;30
Total;;23451;37;30;24;54;78;123;145;174;333;591;1182;1975;2901;3609;3629;3738;2890;1938
Total excl. non-melanoma;;21241;37;29;24;53;77;119;139;167;322;565;1146;1903;2776;3425;3294;3287;2396;1482
Total excl. non-melanoma and MDS, MPD;;20843;36;29;23;53;74;117;137;160;312;548;1131;1881;2740;3364;3245;3213;2337;1443
ICD10 - Version 2010;;;;;;;;;;;;;;;;;;;;
