icd-o-3;label;Tot;00-;05-;10-;15-;20-;25-;30-;35-;40-;45-;50-;55-;60-;65-;70-;75-;80-;85+
C00;Lip;62;-;-;-;-;-;-;-;-;2;-;4;5;3;9;13;10;11;5
C01;Base of tongue;62;-;-;-;-;-;-;-;-;1;13;14;7;9;7;5;4;1;1
C02;Tongue;187;-;-;-;-;-;1;-;4;9;24;35;39;25;16;14;10;7;3
C03;Gum;28;-;-;-;-;-;-;-;-;2;4;3;5;6;1;5;1;1;-
C04;Floor of mouth;167;-;-;-;-;-;-;-;1;7;19;28;42;27;15;12;11;5;-
C05;Palate;53;-;-;-;-;-;-;-;1;3;7;8;9;9;6;4;3;3;-
C06;Mouth, NOS;89;-;-;-;-;-;-;1;-;2;8;21;16;12;9;5;8;3;4
C07;Parotid gland;52;-;-;2;-;1;-;1;1;-;3;3;6;3;8;8;4;6;6
C08;Salivary glands, NOS;20;-;-;-;-;-;2;-;-;-;1;1;1;4;2;4;3;2;-
C09;Tonsil;169;-;-;-;-;-;-;-;1;10;27;33;34;19;17;7;11;10;-
C10;Oropharynx;93;-;-;-;-;-;1;-;1;5;9;20;22;17;9;3;4;-;2
C11;Nasopharynx;40;-;-;-;-;-;4;1;2;3;6;7;2;2;5;3;2;1;2
C12;Pyriform sinus;143;-;-;-;-;-;-;-;-;11;10;27;37;23;16;7;8;3;1
C13;Hypopharynx;58;-;-;-;-;-;-;-;-;2;4;15;10;6;10;7;3;1;-
C14;Lip, oral cavity and pharynx, NOS;44;-;-;-;-;-;-;-;1;2;3;12;7;8;3;5;3;-;-
C15;Oesophagus;631;-;-;-;-;-;-;3;6;13;42;73;101;84;80;101;79;30;19
C16;Stomach;885;-;-;-;-;2;-;3;11;10;33;56;66;87;118;155;145;134;65
C17;Small intestine;96;-;-;-;-;-;-;1;2;4;7;6;10;8;18;13;15;7;5
C18;Colon;2564;-;2;1;4;3;1;7;14;38;74;85;185;232;419;474;489;372;164
C19;Rectosigmoid junction;309;-;-;-;-;-;-;-;2;1;6;17;33;29;51;66;60;34;10
C20;Rectum;1251;-;-;1;-;1;1;3;7;26;49;76;125;154;195;230;193;124;66
C21;Anus and anal canal;50;-;-;-;-;-;-;-;-;2;7;5;6;6;4;5;6;7;2
C22;Liver and intrahepatic bile ducts;259;1;-;-;-;-;1;2;2;4;7;27;26;29;47;51;38;23;1
C23;Gallbladder;36;-;-;-;-;-;-;-;-;-;1;-;3;2;3;6;12;8;1
C24;Biliary tract, NOS;121;-;-;-;-;-;2;1;1;-;8;4;16;16;16;14;24;13;6
