icd-o-3;label;Tot;00-;05-;10-;15-;20-;25-;30-;35-;40-;45-;50-;55-;60-;65-;70-;75-;80-;85+
C00;Lip;37;-;-;-;-;-;-;-;-;1;1;3;2;3;9;4;7;4;3
C01;Base of tongue;124;1;-;-;-;-;-;-;-;1;5;18;16;26;23;13;9;9;3
C02;Tongue;178;-;-;-;-;1;2;1;-;6;14;14;29;36;37;13;15;8;2
C03;Gum;54;-;-;-;-;-;-;-;-;-;1;3;9;12;7;7;6;3;6
C04;Floor of mouth;123;-;-;-;-;-;-;-;1;1;12;12;22;24;26;14;5;3;3
C05;Palate;76;-;1;-;-;-;1;-;-;3;1;12;17;16;9;6;6;2;2
C06;Mouth, NOS;63;-;-;-;-;-;-;1;-;2;3;8;11;12;6;10;5;3;2
C07;Parotid gland;69;-;-;-;-;1;2;2;1;2;6;7;4;3;15;7;3;12;4
C08;Salivary glands, NOS;16;-;-;-;-;-;1;-;1;-;1;2;2;4;1;1;1;-;2
C09;Tonsil;209;-;-;-;-;-;-;-;-;1;11;37;43;43;31;22;12;6;3
C10;Oropharynx;152;-;-;-;-;-;-;-;1;3;5;22;28;38;24;17;10;4;-
C11;Nasopharynx;45;1;-;1;-;-;-;1;3;6;6;3;4;8;6;4;2;-;-
C12;Pyriform sinus;165;-;-;-;-;-;-;-;1;2;3;13;30;35;43;23;8;7;-
C13;Hypopharynx;72;-;-;-;-;-;-;-;-;1;2;9;8;16;14;13;6;3;-
C14;Lip, oral cavity and pharynx, NOS;17;-;-;-;-;-;-;-;-;-;-;1;3;3;6;4;-;-;-
C15;Oesophagus;802;-;-;-;-;-;-;-;4;3;24;62;98;145;157;98;87;75;49
C16;Stomach;853;-;-;-;-;1;3;1;8;19;24;43;94;110;101;118;115;114;102
C17;Small intestine;208;-;-;-;-;-;2;2;4;7;14;11;22;25;30;35;21;25;10
C18;Colon;3130;-;1;7;5;1;4;13;13;26;66;105;228;373;462;547;481;469;329
C19;Rectosigmoid junction;94;-;-;-;-;-;-;-;1;1;5;4;12;13;21;9;9;13;6
C20;Rectum;1490;-;-;1;-;2;5;6;14;22;43;78;150;196;242;237;195;176;123
