icd-o-3;label;Tot;00-;05-;10-;15-;20-;25-;30-;35-;40-;45-;50-;55-;60-;65-;70-;75-;80-;85+
C00;Lip;23;-;-;-;-;-;-;-;-;1;1;1;2;5;4;4;2;2;1
C01;Base of tongue;140;-;-;-;-;1;-;-;-;3;7;13;19;33;33;14;9;4;4
C02;Tongue;188;-;-;-;-;-;-;1;3;6;7;17;37;30;40;21;11;8;7
C03;Gum;54;-;-;-;-;-;-;-;-;1;2;6;12;5;8;7;4;7;2
C04;Floor of mouth;143;-;-;-;-;-;-;-;2;2;10;17;21;40;23;21;5;1;1
C05;Palate;87;-;-;-;-;-;-;-;-;2;5;7;17;22;12;13;4;3;2
C06;Mouth, NOS;51;-;-;-;-;1;-;-;-;2;1;1;12;10;8;7;5;3;1
C07;Parotid gland;46;-;1;-;-;-;1;2;3;1;1;1;3;3;7;5;5;8;5
C08;Salivary glands, NOS;6;-;-;-;-;-;-;-;-;1;-;-;-;1;2;1;-;-;1
C09;Tonsil;224;-;-;-;-;-;-;1;2;1;16;27;52;42;38;18;13;9;5
C10;Oropharynx;136;-;-;-;-;-;-;-;1;-;10;9;28;40;23;14;6;4;1
C11;Nasopharynx;50;-;-;1;-;2;-;1;4;5;5;4;6;4;9;2;4;2;1
C12;Pyriform sinus;165;-;-;-;-;-;-;-;-;2;5;21;36;37;28;16;10;7;3
C13;Hypopharynx;79;-;-;-;-;-;-;-;-;1;-;7;15;25;12;10;2;4;3
C14;Lip, oral cavity and pharynx, NOS;13;-;-;-;-;-;-;-;-;-;-;-;3;3;3;3;-;-;1
C15;Oesophagus;774;-;-;-;-;-;-;2;5;6;24;45;70;124;143;134;95;66;60
C16;Stomach;910;-;-;-;-;-;3;2;11;21;33;61;76;98;124;121;155;101;104
C17;Small intestine;191;-;-;-;-;-;-;-;3;5;9;16;33;20;35;26;12;22;10
C18;Colon;3073;-;1;6;6;3;11;19;25;33;66;141;240;348;447;516;422;426;363
C19;Rectosigmoid junction;84;-;-;-;-;-;-;-;-;1;3;3;14;8;14;10;12;9;10
C20;Rectum;1402;-;-;-;-;1;5;6;8;24;35;86;156;188;248;180;197;157;111
C21;Anus and anal canal;74;-;-;-;-;-;-;1;1;1;6;3;16;8;14;6;5;5;8
C22;Liver and intrahepatic bile ducts;717;2;-;-;-;-;2;2;4;5;11;43;66;123;129;132;97;63;38
C23;Gallbladder;39;-;-;-;-;-;-;-;-;-;1;1;7;1;10;3;6;7;3
C24;Biliary tract, NOS;183;-;-;-;-;-;-;2;3;3;1;4;12;17;29;38;26;27;21
