icd-o-3;label;Tot;00-;05-;10-;15-;20-;25-;30-;35-;40-;45-;50-;55-;60-;65-;70-;75-;80-;85+
C00;Lip;20;1;-;-;-;-;-;-;-;-;1;2;2;-;1;2;1;5;5
C01;Base of tongue;36;-;-;-;-;-;-;-;2;-;4;3;6;5;7;2;1;5;1
C02;Tongue;99;-;-;-;-;-;-;-;2;3;6;9;17;10;16;9;11;9;7
C03;Gum;42;-;-;-;-;-;-;-;-;-;3;-;4;5;8;5;4;5;8
C04;Floor of mouth;55;-;-;-;-;-;-;-;-;-;3;5;13;15;8;3;1;1;6
C05;Palate;39;-;-;-;-;2;-;-;-;2;4;3;7;8;7;2;3;1;-
C06;Mouth, NOS;43;-;-;-;-;1;-;-;1;2;-;-;2;3;11;9;7;4;3
C07;Parotid gland;44;-;-;-;-;-;-;2;2;1;2;6;6;2;3;9;6;4;1
C08;Salivary glands, NOS;13;-;-;-;-;-;1;-;-;-;-;3;-;-;2;3;1;1;2
C09;Tonsil;81;-;-;-;-;-;-;-;-;2;3;11;11;20;16;8;5;2;3
C10;Oropharynx;55;-;-;-;-;-;-;-;-;1;2;3;9;16;12;4;3;4;1
C11;Nasopharynx;19;1;-;-;-;-;2;2;2;3;2;2;1;1;1;1;-;1;-
C12;Pyriform sinus;34;-;-;-;-;-;-;-;-;1;2;3;10;8;5;2;-;-;3
C13;Hypopharynx;12;-;-;-;-;-;-;-;-;-;-;1;2;4;2;1;-;1;1
C14;Lip, oral cavity and pharynx, NOS;9;-;-;-;-;-;-;-;-;-;-;-;-;1;2;1;2;3;-
C15;Oesophagus;276;-;-;-;-;-;-;1;1;-;4;11;27;46;47;34;36;35;34
C16;Stomach;526;-;-;-;-;-;2;1;8;16;23;24;34;54;53;45;88;75;103
C17;Small intestine;136;-;-;-;-;-;-;-;9;3;5;6;15;10;23;12;18;18;17
C18;Colon;2857;-;-;3;7;8;16;16;23;36;74;113;204;313;325;300;424;455;540
C19;Rectosigmoid junction;64;-;-;-;-;-;-;-;-;-;2;4;6;7;6;13;13;6;7
C20;Rectum;919;-;-;-;-;1;2;5;9;20;26;56;96;121;92;121;136;125;109
C21;Anus and anal canal;130;-;-;-;-;-;-;-;1;4;8;10;23;14;18;14;8;16;14
C22;Liver and intrahepatic bile ducts;263;1;-;-;-;1;-;1;-;7;5;19;10;34;43;44;37;31;30
C23;Gallbladder;58;-;-;-;-;-;-;-;-;-;1;1;4;5;10;8;5;12;12
C24;Biliary tract, NOS;134;-;-;-;-;-;1;-;-;1;1;5;6;9;17;13;25;34;22
C25;Pancreas;879;-;-;2;-;4;1;5;8;13;15;42;65;74;130;128;148;125;119
C26;Other ill-defined digestive organs;12;-;-;-;-;-;-;-;1;-;1;-;-;3;-;2;2;1;2
C30;Nasal cavity and middle ear;16;-;-;-;-;-;-;-;3;1;2;-;3;2;-;-;2;1;2
C31;Accessory sinuses;21;-;-;-;1;-;-;1;-;1;2;2;2;2;2;1;2;1;4
C32;Larynx;94;-;-;-;-;-;-;-;2;1;5;6;8;19;17;18;6;6;6
C33;Trachea;3;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;1
C34;Bronchus and lung;2658;-;-;-;1;-;3;4;8;30;83;188;357;472;460;350;302;250;150
C37;Thymus;18;-;-;-;-;-;1;-;1;-;-;-;4;2;3;5;1;-;1
C38;Heart, mediastinum and pleura;6;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;1;1;2
C39;Respiratory system and intrathoracic organs, NOS;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1
C40;Bone and articular cartilage of limbs;36;-;6;1;1;2;-;-;1;4;6;3;2;3;2;1;-;2;2
C41;Bone and articular cartilage, NOS;29;1;-;3;1;1;-;1;-;2;2;2;2;4;3;5;-;2;-
C43;Malignant melanoma of skin;1632;-;1;-;7;25;61;72;76;146;160;193;163;151;135;132;120;106;84
C44;Malignant neoplasms of skin;2728;-;1;-;1;6;9;8;10;28;56;90;124;154;264;281;422;492;782
C45;Mesothelioma;63;-;-;-;-;-;-;-;1;2;-;2;6;5;13;4;9;10;11
C46;Kaposi's sarcoma;9;-;-;-;-;-;-;-;1;-;1;2;-;1;-;1;1;-;2
C47,C49;Soft tissues;167;6;-;1;2;1;4;2;8;5;6;12;13;18;18;15;16;26;14
C48;Retroperitoneum and peritoneum;48;3;-;-;-;-;-;-;1;-;3;6;3;3;8;10;4;5;2
C50;Breast;10378;-;-;-;1;9;40;141;302;558;971;1177;1200;1302;1319;958;927;773;700
C51;Vulva;218;-;-;-;-;-;3;3;4;8;7;17;19;17;28;15;28;37;32
C52;Vagina;42;1;-;-;-;-;1;1;-;-;1;5;3;6;5;2;6;3;8
C53;Cervix uteri;634;-;-;-;-;1;25;44;69;78;97;56;50;50;38;42;32;28;24
C54;Corpus uteri;1458;-;-;-;-;-;-;2;14;25;32;84;152;205;246;217;195;166;120
C55;Uterus;8;-;-;-;-;-;-;-;-;1;1;-;-;2;-;-;1;2;1
C56;Ovary;807;-;1;1;5;6;7;6;11;26;36;63;67;95;108;109;110;88;68
C57;Female genital organs, NOS;91;-;-;-;-;-;1;-;2;2;2;6;10;13;11;15;16;4;9
C58;Placenta;3;-;-;-;-;-;1;-;1;1;-;-;-;-;-;-;-;-;-
C64;Kidney;586;8;-;-;2;-;2;6;11;20;20;38;50;65;88;76;91;70;39
C65;Renal pelvis;77;-;-;-;-;-;-;-;-;-;1;2;4;10;8;10;12;18;12
C66;Ureter;61;-;-;-;-;-;-;-;-;-;-;2;4;5;10;5;13;11;11
C67;Bladder;508;-;-;-;-;-;-;-;1;6;9;13;23;47;59;57;82;95;116
C68;Urinary organs, NOS;10;-;-;-;-;-;-;-;-;-;-;-;-;1;3;-;3;2;1
C69;Eye and adnexa;52;2;1;-;-;-;1;-;-;1;4;5;7;5;2;7;6;4;7
C70;Meninges;13;-;-;-;-;-;-;-;-;-;3;1;1;2;2;1;2;1;-
C71;Brain;328;7;5;4;5;9;8;9;10;17;19;26;37;39;43;29;27;20;14
C72;Spinal cord, cranial nerves and CNS, NOS;15;1;1;-;1;-;-;2;-;1;3;2;1;3;-;-;-;-;-
C73;Thyroid gland;739;-;-;2;9;20;38;49;64;85;76;80;97;69;58;38;25;18;11
C74;Adrenal gland;47;4;-;-;-;-;2;1;2;2;3;5;10;6;5;1;4;1;1
C75;Endocrine glands, NOS;19;-;-;-;1;2;1;-;2;2;-;-;2;-;5;1;2;1;-
C81;Hodgkin's disease;151;-;2;4;15;28;21;14;6;8;5;6;5;2;12;9;8;3;3
C82-C86;Non-Hodgkin-lymphoma;885;1;1;1;4;9;9;9;7;23;28;55;70;93;115;94;142;116;108
C88;Malignant immunoproliferative diseases;149;-;-;-;-;-;2;2;2;3;2;7;12;12;16;21;27;23;20
C90;Multiple myeloma;362;-;-;-;-;-;1;-;-;9;15;24;25;28;43;60;54;58;45
C91;Lymphoid leukaemia;469;18;8;4;2;8;2;1;5;5;9;27;30;58;59;46;83;63;41
C92;Myeloid leukaemia;297;5;2;2;4;5;8;4;7;8;24;18;21;22;29;28;27;39;44
C93;Monocytic leukaemia;62;1;-;-;1;-;3;-;-;1;-;-;3;4;5;8;12;16;8
C94-C95;Leukaemia other;14;1;1;-;-;-;1;1;-;-;-;2;-;-;-;1;2;3;2
C96;Lymphoid, haematopoietic and related tissue, NOS;26;4;1;-;1;1;-;1;5;1;4;-;1;2;2;-;1;1;1
C76;Other and ill-defined sites;10;-;-;-;-;-;-;-;-;-;-;1;-;-;2;1;1;2;3
C80;Unknown primary site;439;-;-;-;-;-;-;-;7;6;11;17;28;47;51;43;66;71;92
MPD;Myeloproliferative Disorders;381;-;-;-;-;1;2;5;7;8;15;15;25;38;52;50;57;50;56
MDS;Myelodysplastic syndromes;382;1;2;-;1;1;2;4;6;3;11;7;20;25;31;46;68;77;77
Total;;34106;67;34;28;73;152;284;426;726;1244;1933;2610;3244;3897;4245;3608;4002;3745;3788
Total excl. non-melanoma;;31378;67;33;28;72;146;275;418;716;1216;1877;2520;3120;3743;3981;3327;3580;3253;3006
Total excl. non-melanoma and MDS, MPD;;30615;66;31;28;71;144;271;409;703;1205;1851;2498;3075;3680;3898;3231;3455;3126;2873
