icd-o-3;label;Tot;00-;05-;10-;15-;20-;25-;30-;35-;40-;45-;50-;55-;60-;65-;70-;75-;80-;85+;CR;ESR;WSR;CRI
C00;Lip;0.0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
C01;Base of tongue;18.0;-;-;-;-;-;-;-;-;0.79477989;1.54886275;1.61720708;6.93511335;-;2.70797227;1.32028888;1.31733214;-;1.91025617;1.00702737;0.88674304;0.62925299;0.07459329
C02;Tongue;24.0;-;-;-;-;-;-;0.93608417;0.82556613;0.79477989;3.0977255;1.61720708;0.86688917;2.90441568;5.41594454;5.28115552;-;3.22372663;1.91025617;1.34270316;1.1326418;0.86473325;0.10863978
C03;Gum;20.0;-;-;-;-;-;-;-;-;0.79477989;-;-;2.6006675;3.87255424;2.70797227;1.32028888;3.95199642;4.83558994;5.7307685;1.1189193;0.73793342;0.50661236;0.05646537
C04;Floor of mouth;21.0;-;-;-;-;-;-;-;-;-;0.77443137;5.66022479;5.20133501;2.90441568;2.70797227;2.64057776;-;-;-;1.17486527;1.09526304;0.78775787;0.09939535
C05;Palate;8.0;-;-;-;-;-;-;-;-;-;2.32329412;-;1.73377834;0.96813856;-;-;1.31733214;-;1.91025617;0.44756772;0.36051342;0.27019893;0.0251229
C06;Mouth, NOS;14.0;-;-;-;-;-;0.96436665;-;-;0.79477989;0.77443137;-;0.86688917;2.90441568;1.35398614;-;2.63466428;3.22372663;3.82051233;0.78324351;0.55187971;0.42434162;0.03828701
C07;Parotid gland;15.0;-;-;-;-;-;0.96436665;0.93608417;0.82556613;0.79477989;1.54886275;1.61720708;0.86688917;0.96813856;1.35398614;1.32028888;-;3.22372663;1.91025617;0.83918948;0.71360888;0.57042365;0.05596518
C08;Salivary glands, NOS;4.0;-;-;-;-;-;-;-;0.82556613;-;1.54886275;-;-;-;-;1.32028888;-;-;-;0.22378386;0.20581869;0.16887151;0.01847188
C09;Tonsil;20.0;-;-;-;-;-;-;-;0.82556613;1.58955977;1.54886275;3.23441417;5.20133501;0.96813856;1.35398614;2.64057776;-;1.61186331;-;1.1189193;1.01387064;0.74782943;0.08677453
C10;Oropharynx;16.0;-;-;-;-;-;0.96436665;-;-;-;0.77443137;0.80860354;3.46755667;2.90441568;4.06195841;1.32028888;1.31733214;1.61186331;-;0.89513544;0.77614457;0.58842145;0.07148255
C11;Nasopharynx;8.0;-;-;-;-;0.92724811;-;0.93608417;0.82556613;-;-;0.80860354;-;1.93627712;2.70797227;-;-;-;-;0.44756772;0.44995788;0.3789993;0.04070047
C12;Pyriform sinus;18.0;-;-;-;-;-;-;-;-;-;0.77443137;3.23441417;0.86688917;6.77696992;1.35398614;2.64057776;-;1.61186331;1.91025617;1.00702737;0.84007901;0.62498269;0.07820575
C13;Hypopharynx;5.0;-;-;-;-;-;-;-;-;-;0.77443137;1.61720708;-;-;-;-;1.31733214;-;1.91025617;0.27972983;0.2128639;0.15005084;0.01195748
C14;Lip, oral cavity and pharynx, NOS;4.0;-;-;-;-;-;-;-;-;-;-;-;1.73377834;-;1.35398614;-;1.31733214;-;-;0.22378386;0.18453279;0.12314404;0.01543763
C15;Oesophagus;85.0;-;-;-;-;-;-;-;-;0.79477989;1.54886275;4.85162125;11.26955919;8.71324704;14.89384749;11.88259991;14.49065353;17.73049645;22.92307398;4.75540704;3.26408505;2.21515368;0.26940903
C16;Stomach;126.0;-;-;-;-;-;-;-;1.65113226;1.58955977;5.42101962;8.08603542;4.33444584;10.64952416;16.24783362;22.44491095;27.66397492;35.46099291;32.47435481;7.04919161;4.5207789;3.07601299;0.35150308
C17;Small intestine;40.0;-;-;-;-;-;-;-;1.65113226;-;0.77443137;0.80860354;4.33444584;4.8406928;6.76993068;6.6014444;10.53865711;8.05931657;5.7307685;2.23783861;1.54600764;1.06243335;0.12882036
C18;Colon;796.0;-;-;-;-;3.70899245;1.9287333;0.93608417;4.95339679;7.94779886;16.26305885;25.87531333;41.61068007;89.06874752;88.00909879;124.10715465;193.64782443;264.34558349;210.12817819;44.53298826;27.12428732;18.20924426;2.00173906
C19;Rectosigmoid junction;50.0;-;-;-;-;-;-;-;0.82556613;0.79477989;1.54886275;4.85162125;0.86688917;4.8406928;8.12391681;11.88259991;5.26932856;12.89490651;13.37179316;2.79729826;1.90499433;1.32643315;0.16853247
C20;Rectum;259.0;-;-;-;-;-;-;-;1.65113226;3.97389943;5.42101962;11.32044958;14.73711586;32.91671104;54.15944541;48.85068853;43.47196059;56.41521599;66.85896579;14.49000497;9.82979707;6.78782628;0.86142064
C21;Anus and anal canal;27.0;-;-;-;-;-;-;-;2.4766984;0.79477989;-;1.61720708;4.33444584;2.90441568;2.70797227;2.64057776;6.58666069;4.83558994;1.91025617;1.51054106;1.13422341;0.80035007;0.08734232
C22;Liver and intrahepatic bile ducts;66.0;-;-;-;-;-;-;-;0.82556613;-;1.54886275;2.42581063;6.06822418;8.71324704;16.24783362;7.92173328;17.12531781;14.50676983;7.64102466;3.6924337;2.58732221;1.78287694;0.21851729
C23;Gallbladder;14.0;-;-;-;-;-;-;-;-;-;0.77443137;-;-;1.93627712;4.06195841;1.32028888;1.31733214;3.22372663;7.64102466;0.78324351;0.48810521;0.33967857;0.04045659
C24;Biliary tract, NOS;45.0;-;-;-;-;-;-;-;-;-;-;-;4.33444584;3.87255424;9.47790295;11.88259991;11.85598925;11.2830432;7.64102466;2.51756843;1.61564904;1.06344932;0.14772829
C25;Pancreas;213.0;-;-;-;-;-;1.9287333;-;1.65113226;3.97389943;3.0977255;8.08603542;14.73711586;20.33090976;39.26559792;66.01444396;40.83729631;45.13217279;26.74358631;11.91649058;8.29896001;5.75069547;0.79227281
C26;Other ill-defined digestive organs;4.0;-;-;-;-;-;-;-;-;-;-;-;-;0.96813856;-;1.32028888;-;1.61186331;1.91025617;0.22378386;0.12323679;0.08274192;0.01144148
C30;Nasal cavity and middle ear;8.0;-;-;-;-;-;-;-;-;-;-;-;-;1.93627712;2.70797227;-;-;3.22372663;3.82051233;0.44756772;0.27557514;0.19391145;0.02321855
C31;Accessory sinuses;5.0;-;-;-;-;-;-;-;-;-;-;-;1.73377834;-;-;-;3.95199642;-;-;0.27972983;0.18306663;0.1088711;0.00866852
C32;Larynx;50.0;1.01516659;-;-;-;-;-;-;-;-;3.0977255;5.66022479;6.93511335;15.49021696;8.12391681;6.6014444;1.31733214;1.61186331;1.91025617;2.79729826;2.46945534;1.89423828;0.23434403
C33;Trachea;3.0;-;-;-;-;-;-;-;-;-;-;0.80860354;-;-;-;2.64057776;-;-;-;0.1678379;0.13581958;0.09324173;0.01724442
