icd-o-3;label;Tot;00-;05-;10-;15-;20-;25-;30-;35-;40-;45-;50-;55-;60-;65-;70-;75-;80-;85+;CR;ESR;WSR;CRI
C00;Lip;12.0;-;-;-;-;-;-;-;-;-;-;0.84507994;0.88368887;4.87115787;3.01490872;3.29635917;1.95133374;3.04339887;-;0.71961558;0.64468261;0.46355264;0.06453514
C01;Base of tongue;32.0;-;-;-;-;-;-;-;-;1.55785079;6.29242471;4.22539972;3.53475548;6.08894734;6.02981745;3.29635917;1.95133374;3.04339887;-;1.91897488;1.7713741;1.34878667;0.15500751
C02;Tongue;63.0;-;-;-;-;-;-;0.89529522;-;1.55785079;5.50587162;10.98603928;14.13902193;10.96010522;15.07454362;6.59271834;1.95133374;-;-;3.7779818;3.56229053;2.63441212;0.32801807
C03;Gum;22.0;-;-;-;-;-;-;-;-;0.77892539;2.35965927;3.38031978;3.53475548;4.87115787;-;3.29635917;7.80533495;-;-;1.31929523;1.16696401;0.83754814;0.0910644
C04;Floor of mouth;67.0;-;-;-;-;-;-;-;0.82592752;0.77892539;5.50587162;17.74667884;15.90639967;7.30673681;12.05963489;6.59271834;1.95133374;-;-;4.01785366;3.77893268;2.75565962;0.33305859
C05;Palate;27.0;-;-;0.93083002;-;-;-;-;0.82592752;3.11570158;2.35965927;2.53523983;4.41844435;2.43557894;4.52236309;4.94453876;1.95133374;3.04339887;-;1.61913506;1.46929203;1.13206693;0.13035638
C06;Mouth, NOS;20.0;-;-;-;-;-;-;-;-;0.77892539;0.78655309;4.22539972;4.41844435;3.65336841;4.52236309;-;1.95133374;-;6.22316261;1.1993593;1.13528938;0.81437125;0.09188303
C07;Parotid gland;23.0;-;-;-;-;-;-;-;-;1.55785079;-;3.38031978;4.41844435;-;3.01490872;8.24089793;1.95133374;12.17359547;-;1.3792632;1.13936452;0.77487135;0.10300902
C08;Salivary glands, NOS;10.0;-;-;-;-;-;-;-;0.82592752;1.55785079;0.78655309;0.84507994;2.65106661;1.21778947;1.50745436;-;-;-;-;0.59967965;0.56133044;0.43245175;0.04694759
C09;Tonsil;83.0;-;-;-;-;-;-;-;0.82592752;3.11570158;5.50587162;11.83111922;20.32484403;24.35578937;6.02981745;8.24089793;5.85400121;6.08679774;-;4.9773411;4.59315114;3.38031782;0.40034631
C10;Oropharynx;43.0;-;-;-;-;-;-;-;-;3.11570158;3.93276544;6.76063956;13.25533306;2.43557894;4.52236309;6.59271834;3.90266747;-;-;2.5786225;2.34046581;1.69512841;0.20286944
C11;Nasopharynx;13.0;-;-;-;-;-;-;-;1.65185503;1.55785079;0.78655309;-;0.88368887;2.43557894;3.01490872;1.64817959;1.95133374;3.04339887;-;0.77958355;0.6940408;0.53068743;0.05987514
C12;Pyriform sinus;76.0;-;-;-;-;-;-;-;-;1.55785079;6.29242471;13.52127911;14.13902193;20.70242097;16.58199798;4.94453876;3.90266747;3.04339887;-;4.55756535;4.29957461;3.19133258;0.38794322
C13;Hypopharynx;27.0;-;-;-;-;-;-;-;-;-;3.93276544;2.53523983;6.1858221;6.08894734;6.02981745;1.64817959;1.95133374;3.04339887;-;1.61913506;1.48845581;1.10230714;0.13201664
C14;Lip, oral cavity and pharynx, NOS;8.0;0.99164047;-;-;-;-;-;-;-;-;-;1.69015989;-;1.21778947;3.01490872;1.64817959;1.95133374;-;-;0.47974372;0.46760031;0.39514062;0.04280423
C15;Oesophagus;207.0;-;-;-;-;-;-;-;-;2.33677618;12.58484941;25.35239834;26.51066612;34.09810512;55.77581139;41.20448964;37.075341;39.56418528;37.33897567;12.41336878;11.09243247;7.83990165;0.98443785
C16;Stomach;267.0;-;-;-;-;0.93836799;2.88616948;0.89529522;4.12963758;5.45247776;7.86553088;12.67619917;19.44115516;36.53368406;43.71617649;67.57536301;111.22602299;97.38876377;87.12427656;16.01144669;13.27776979;8.977161;1.00546138
C17;Small intestine;30.0;-;-;-;-;-;-;-;-;0.77892539;1.57310618;3.38031978;1.76737774;7.30673681;4.52236309;4.94453876;7.80533495;15.21699434;-;1.79903895;1.51015143;1.06180245;0.12129322
C18;Colon;792.0;-;-;0.93083002;1.74012912;-;1.92411298;0.89529522;5.78149262;10.12603013;18.87727412;31.26795795;45.06813241;109.60105217;131.14852948;215.91152572;288.79739302;410.85884716;392.05924451;47.49462837;38.72057483;25.44053695;2.82567136
C19;Rectosigmoid junction;45.0;-;-;-;-;-;-;0.89529522;-;0.77892539;0.78655309;1.69015989;7.06951097;7.30673681;6.02981745;9.88907751;13.65933616;21.30379207;12.44632522;2.69855843;2.22862577;1.49122435;0.17208215
C20;Rectum;370.0;-;-;-;-;-;0.96205649;1.79059045;0.82592752;3.89462697;11.79829633;27.04255823;32.69648822;66.97842077;73.86526373;112.07621182;97.56668683;103.47556151;130.68641484;22.18814709;19.16254465;13.11861416;1.64595585
C21;Anus and anal canal;16.0;-;-;-;-;-;-;-;-;-;1.57310618;-;1.76737774;3.65336841;3.01490872;1.64817959;5.85400121;6.08679774;6.22316261;0.95948744;0.80904988;0.55471688;0.05826772
C22;Liver and intrahepatic bile ducts;149.0;-;-;-;-;-;0.96205649;-;0.82592752;1.55785079;9.43863706;10.14095933;17.67377742;38.96926299;27.13417851;39.55631006;35.12400726;24.34719094;6.22316261;8.9352268;7.8939101;5.66832242;0.72862735
C23;Gallbladder;4.0;-;-;-;-;-;-;-;-;-;-;-;-;1.21778947;-;-;1.95133374;6.08679774;-;0.23987186;0.16078413;0.0986589;0.00608876
C24;Biliary tract, NOS;49.0;-;-;-;-;-;-;-;-;0.77892539;2.35965927;2.53523983;3.53475548;8.52452628;10.55218053;16.48179586;11.70800242;15.21699434;18.66948783;2.93843029;2.52504532;1.73016211;0.22358509
C25;Pancreas;233.0;-;-;-;-;-;-;-;-;3.11570158;7.86553088;18.59175878;25.62697725;35.31589459;55.77581139;67.57536301;64.39401331;57.82457849;56.0084635;13.97253587;12.05802678;8.26406371;1.06363812
C26;Other ill-defined digestive organs;4.0;-;-;-;-;-;-;-;-;-;-;-;-;1.21778947;-;-;-;6.08679774;6.22316261;0.23987186;0.18398908;0.11026138;0.00608876
C30;Nasal cavity and middle ear;11.0;-;0.9546266;-;-;-;-;-;0.82592752;-;-;-;1.76737774;1.21778947;3.01490872;1.64817959;3.90266747;3.04339887;-;0.65964762;0.5701;0.44207952;0.04713294
