icd-o-3;label;Tot;00-;05-;10-;15-;20-;25-;30-;35-;40-;45-;50-;55-;60-;65-;70-;75-;80-;85+
C00;Lip;7;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;2;2
C01;Base of tongue;23;-;-;-;-;-;1;-;-;-;-;3;3;8;4;-;1;3;-
C02;Tongue;34;-;-;-;1;-;-;1;-;2;4;6;3;3;4;4;3;-;3
C03;Gum;10;-;-;-;-;-;-;-;-;-;1;1;1;2;1;2;1;-;1
C04;Floor of mouth;21;-;-;-;-;-;-;1;-;1;-;1;5;2;4;3;3;1;-
C05;Palate;11;-;-;-;-;-;-;-;1;-;1;3;1;1;-;2;-;1;1
C06;Mouth, NOS;31;-;-;-;-;-;-;-;-;-;1;3;2;4;-;6;4;8;3
C07;Parotid gland;22;-;-;-;-;3;-;1;-;-;2;2;1;2;3;1;-;3;4
C08;Salivary glands, NOS;16;-;-;-;1;1;1;-;-;1;1;5;1;-;1;1;2;-;1
C09;Tonsil;35;-;-;-;-;-;-;-;-;1;1;8;5;3;6;4;3;2;2
C10;Oropharynx;21;-;-;-;-;-;-;-;-;-;1;2;7;3;4;2;1;1;-
C11;Nasopharynx;8;1;-;-;-;1;-;-;-;1;2;1;-;-;-;-;-;2;-
C12;Pyriform sinus;7;-;-;-;-;-;-;-;-;-;-;2;3;1;-;-;1;-;-
C13;Hypopharynx;6;-;-;-;-;-;-;-;-;-;-;1;-;3;-;-;1;1;-
C14;Lip, oral cavity and pharynx, NOS;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
C15;Oesophagus;126;-;-;-;-;-;-;-;-;-;3;7;8;14;18;17;19;22;18
C16;Stomach;334;-;-;-;-;-;1;-;2;3;14;16;16;30;30;36;53;60;73
C17;Small intestine;75;-;-;-;-;-;-;-;1;2;4;5;5;10;7;14;9;9;9
C18;Colon;1676;-;1;4;7;6;7;4;10;12;39;49;107;151;187;247;274;302;269
C19;Rectosigmoid junction;63;-;-;-;-;-;-;-;1;2;3;-;1;8;7;10;8;11;12
C20;Rectum;615;-;-;-;-;1;-;2;7;13;24;27;59;72;64;96;91;92;67
C21;Anus and anal canal;47;-;-;-;-;-;-;-;-;3;2;4;7;9;2;5;8;3;4
C22;Liver and intrahepatic bile ducts;100;-;-;-;-;2;1;1;2;2;1;11;8;7;9;18;17;9;12
C23;Gallbladder;52;-;-;-;-;-;-;-;-;1;-;3;2;4;4;3;14;10;11
C24;Biliary tract, NOS;57;-;-;-;-;-;-;-;-;-;2;2;3;6;6;10;13;10;5
C25;Pancreas;422;-;-;-;-;-;-;1;3;5;13;22;40;41;46;78;70;59;44
C26;Other ill-defined digestive organs;8;-;-;-;-;-;-;-;-;-;2;-;2;-;2;-;-;-;2
C30;Nasal cavity and middle ear;6;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;1;2
C31;Accessory sinuses;11;-;-;-;-;-;-;-;-;-;-;2;-;3;2;1;-;1;2
C32;Larynx;37;-;-;-;-;-;-;-;-;2;1;3;6;7;10;3;3;1;1
