icd-o-3;label;Tot;00-;05-;10-;15-;20-;25-;30-;35-;40-;45-;50-;55-;60-;65-;70-;75-;80-;85+;CR;ESR;WSR;CRI
C00;Lip;20.0;-;-;-;-;-;-;-;0.26434396;-;0.51469188;0.5617441;0.59158646;0.38520801;-;0.78452293;1.29612028;2.19435393;2.29440242;0.37260871;0.24295584;0.16499658;0.01550928
C01;Base of tongue;24.0;-;-;-;-;-;-;-;-;-;0.51469188;0.84261615;0.88737969;1.92604006;0.38857738;0.78452293;1.72816037;1.64576545;0.76480081;0.44713046;0.342304;0.24223133;0.02671557
C02;Tongue;73.0;-;-;-;-;-;0.30068767;-;0.52868793;0.98824727;2.31611346;2.24697641;4.43689843;3.85208012;3.10861903;1.56904586;1.72816037;1.64576545;3.82400404;1.36002181;1.16614484;0.86721584;0.09669001
C03;Gum;23.0;-;-;-;-;-;-;0.28692017;-;-;0.25734594;-;0.88737969;0.77041602;0.77715476;3.13809173;1.29612028;0.54858848;1.52960162;0.42850002;0.30179546;0.20839643;0.03058186
C04;Floor of mouth;27.0;-;-;-;-;-;-;-;-;-;0.25734594;1.68523231;2.66213906;2.31124807;0.77715476;1.1767844;-;-;-;0.50302176;0.47766095;0.34548819;0.04433969
C05;Palate;34.0;-;-;-;-;-;0.30068767;-;-;0.24706182;0.25734594;1.40436026;2.36634583;2.31124807;1.16573214;1.56904586;0.43204009;1.64576545;0.76480081;0.63343481;0.53865218;0.39436736;0.04809757
C06;Mouth, NOS;24.0;-;-;-;-;-;0.30068767;-;-;-;-;0.28087205;0.59158646;1.15562404;2.33146428;0.78452293;1.29612028;2.74294241;0.76480081;0.44713046;0.31177967;0.22412134;0.02722008
C07;Parotid gland;33.0;-;-;-;0.32310386;0.31557289;0.60137535;0.28692017;0.26434396;0.49412363;0.25734594;0.84261615;0.59158646;1.15562404;0.38857738;1.1767844;2.16020047;2.19435393;2.29440242;0.61480438;0.46919273;0.37185725;0.03348426
C08;Salivary glands, NOS;16.0;-;-;0.32816689;0.32310386;-;-;-;-;0.24706182;0.51469188;0.5617441;-;0.38520801;0.38857738;0.78452293;0.86408019;1.64576545;-;0.29808697;0.23031224;0.19203252;0.01766382
C09;Tonsil;63.0;-;-;-;-;-;-;-;0.26434396;0.24706182;1.54407564;4.49395282;3.25372552;4.62249615;1.16573214;3.13809173;1.72816037;-;0.76480081;1.17371745;1.06779199;0.7819148;0.09360356
C10;Oropharynx;21.0;-;-;-;-;-;-;-;-;0.24706182;0.25734594;0.5617441;1.77475937;0.77041602;0.77715476;1.56904586;1.29612028;-;-;0.39123915;0.32371697;0.22781545;0.0297832
C11;Nasopharynx;8.0;-;0.34514417;-;-;-;0.30068767;-;-;-;0.51469188;0.5617441;-;-;0.38857738;0.39226147;-;-;-;0.14904349;0.14786969;0.1370407;0.01251475
C12;Pyriform sinus;21.0;-;-;-;-;-;-;-;-;-;0.25734594;1.40436026;1.47896614;2.31124807;0.77715476;0.39226147;0.43204009;-;-;0.39123915;0.37211464;0.27274761;0.0331012
C13;Hypopharynx;8.0;-;-;-;-;-;-;-;-;-;0.77203782;0.28087205;-;1.15562404;-;0.39226147;-;-;-;0.14904349;0.14325274;0.11443606;0.01300313
C14;Lip, oral cavity and pharynx, NOS;16.0;-;-;-;-;-;-;-;-;-;0.25734594;1.68523231;0.59158646;1.15562404;0.38857738;-;0.43204009;0.54858848;0.76480081;0.29808697;0.26657466;0.19213546;0.02038975
C15;Oesophagus;221.0;-;-;-;-;-;-;-;-;0.74118545;2.05876752;5.33656898;7.98641717;11.55624037;8.54870235;12.16010544;10.36896224;19.74918535;16.06081696;4.11732629;2.89878411;1.99893474;0.2416475
