icd-o-3;label;Tot;00-;05-;10-;15-;20-;25-;30-;35-;40-;45-;50-;55-;60-;65-;70-;75-;80-;85+;CR;ESR;WSR;CRI
C00;Lip;7.0;-;-;-;-;-;-;-;-;-;-;-;0.86192036;1.26227563;-;2.47895983;1.29515225;1.60287235;2.34115278;0.39832997;0.25454109;0.16721868;0.02301313
C01;Base of tongue;9.0;-;-;-;-;-;-;-;-;-;1.57911775;-;0.86192036;3.78682689;-;1.23947991;1.29515225;-;2.34115278;0.51213854;0.43809378;0.33014384;0.03732976
C02;Tongue;25.0;-;-;-;-;-;0.99063847;-;-;0.77538013;3.94779437;2.52122027;2.58576108;3.78682689;2.51281536;1.23947991;1.29515225;1.60287235;9.36461113;1.42260705;1.19421423;0.91156908;0.09175746
C03;Gum;8.0;-;-;-;-;-;-;0.88421239;-;-;0.78955887;-;0.86192036;2.52455126;-;2.47895983;1.29515225;-;-;0.45523426;0.39537861;0.29841586;0.03768891
C04;Floor of mouth;6.0;-;-;-;-;-;-;-;-;-;0.78955887;1.68081351;2.58576108;-;-;-;-;-;-;0.34142569;0.32807173;0.23484465;0.02527747
C05;Palate;12.0;-;-;-;-;-;-;-;-;0.77538013;-;2.52122027;5.17152215;-;-;1.23947991;1.29515225;-;-;0.68285138;0.6041408;0.41718583;0.04852623
C06;Mouth, NOS;8.0;-;-;-;-;-;-;-;-;-;-;-;-;2.52455126;2.51281536;2.47895983;1.29515225;1.60287235;-;0.45523426;0.34304074;0.24691159;0.03757457
C07;Parotid gland;14.0;-;-;-;0.92296901;-;0.99063847;-;0.83204367;-;-;0.84040676;-;1.26227563;-;1.23947991;3.88545674;4.80861704;4.68230557;0.79665995;0.52394059;0.41585105;0.03043443
C08;Salivary glands, NOS;6.0;-;-;-;-;-;-;-;-;-;0.78955887;0.84040676;-;1.26227563;-;1.23947991;1.29515225;1.60287235;-;0.34142569;0.25632754;0.18564038;0.02065647
C09;Tonsil;23.0;-;-;-;-;-;-;-;0.83204367;0.77538013;0.78955887;6.72325405;3.44768143;3.78682689;1.25640768;3.71843974;1.29515225;-;-;1.30879848;1.22233135;0.89437454;0.10659111
C10;Oropharynx;14.0;-;-;-;-;-;-;-;-;0.77538013;0.78955887;0.84040676;3.44768143;1.26227563;1.25640768;2.47895983;3.88545674;-;-;0.79665995;0.64068311;0.45044095;0.05423864
