icd-o-3;label;Tot;00-;05-;10-;15-;20-;25-;30-;35-;40-;45-;50-;55-;60-;65-;70-;75-;80-;85+
C00;Lip;10;-;-;-;-;-;-;-;-;-;-;-;-;2;1;1;2;-;4
C01;Base of tongue;21;-;-;-;-;-;-;-;-;-;-;1;4;3;8;2;-;1;2
C02;Tongue;46;-;-;-;-;-;-;2;-;-;2;2;7;8;9;7;3;4;2
C03;Gum;14;-;-;-;-;-;-;-;-;-;-;3;1;1;1;1;2;-;5
C04;Floor of mouth;26;-;-;-;-;-;-;-;-;-;-;3;3;6;6;4;2;2;-
C05;Palate;28;-;-;-;-;-;-;-;-;-;-;-;4;7;3;4;5;3;2
C06;Mouth, NOS;13;-;-;-;-;-;-;-;-;-;-;2;-;1;-;2;3;1;4
C07;Parotid gland;38;-;-;-;-;1;1;-;-;2;1;4;1;3;3;6;6;4;6
C08;Salivary glands, NOS;5;-;-;-;-;-;-;-;-;1;1;1;-;-;1;-;1;-;-
C09;Tonsil;52;-;-;-;-;-;-;-;-;-;2;3;7;17;5;6;4;4;4
C10;Oropharynx;25;-;-;-;-;-;-;-;-;-;1;2;2;5;5;8;1;-;1
C11;Nasopharynx;9;-;-;-;-;-;-;2;-;1;2;-;2;1;-;-;1;-;-
C12;Pyriform sinus;13;-;-;-;-;-;-;-;-;-;-;1;2;3;4;-;1;2;-
C13;Hypopharynx;5;-;-;-;-;-;1;-;-;-;-;-;1;-;2;-;1;-;-
C14;Lip, oral cavity and pharynx, NOS;3;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;1
C15;Oesophagus;160;-;-;-;-;-;-;1;-;-;1;5;15;26;26;21;20;16;29
C16;Stomach;323;-;-;-;1;-;1;2;4;3;17;9;20;20;34;36;49;51;76
C17;Small intestine;80;-;-;-;-;-;-;1;2;2;3;5;12;9;7;12;5;11;11
C18;Colon;1733;-;-;2;1;11;9;7;18;18;33;69;111;140;195;257;263;269;330
C19;Rectosigmoid junction;29;-;-;-;-;-;-;-;-;1;-;1;4;3;1;4;6;4;5
C20;Rectum;529;-;-;-;-;-;3;6;4;17;22;32;53;53;45;70;68;74;82
C21;Anus and anal canal;60;-;-;-;-;-;-;-;-;1;5;10;13;9;8;1;1;5;7
C22;Liver and intrahepatic bile ducts;137;1;-;-;-;-;-;2;1;1;6;6;14;19;22;18;11;26;10
C23;Gallbladder;38;-;-;-;-;-;-;-;1;-;1;1;1;4;3;5;10;4;8
C24;Biliary tract, NOS;97;-;-;-;-;-;-;-;-;-;3;4;7;12;8;15;16;13;19
C25;Pancreas;512;-;-;-;1;-;2;4;4;4;15;26;43;65;63;69;78;70;68
C26;Other ill-defined digestive organs;9;-;-;-;-;-;-;-;-;-;-;-;-;2;-;2;1;3;1
C30;Nasal cavity and middle ear;7;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;1;2;1
C31;Accessory sinuses;8;-;-;-;1;-;-;-;-;1;1;-;1;-;-;-;1;1;2
C32;Larynx;43;-;-;-;-;-;-;-;-;-;2;3;7;4;8;9;3;4;3
C33;Trachea;3;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;1;-
C34;Bronchus and lung;1499;-;-;-;-;-;4;4;5;12;44;105;186;254;246;236;185;122;96
C37;Thymus;13;-;-;-;-;-;-;1;1;-;1;1;1;1;2;4;1;-;-
C38;Heart, mediastinum and pleura;8;-;1;-;-;-;-;-;-;-;-;-;-;1;1;1;3;-;1
C39;Respiratory system and intrathoracic organs, NOS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
C40;Bone and articular cartilage of limbs;15;-;-;2;5;1;2;-;1;1;1;2;-;-;-;-;-;-;-
C41;Bone and articular cartilage, NOS;12;-;-;-;1;-;-;-;-;1;1;1;-;1;2;3;2;-;-
C43;Malignant melanoma of skin;1086;-;-;1;2;13;22;37;62;85;114;115;117;117;104;87;67;71;72
C44;Malignant neoplasms of skin;2036;-;-;-;-;3;5;8;7;14;37;63;80;115;166;245;299;356;638
C45;Mesothelioma;43;-;-;-;-;-;-;1;-;-;2;-;4;2;6;8;6;11;3
C46;Kaposi's sarcoma;3;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;1
C47,C49;Soft tissues;112;6;-;1;2;2;2;4;3;1;8;6;9;8;11;15;13;12;9
C48;Retroperitoneum and peritoneum;37;-;-;-;-;-;-;-;1;-;-;4;3;5;2;5;7;6;4
C50;Breast;6291;-;-;-;-;3;27;93;164;305;572;791;681;805;757;604;552;474;463
C51;Vulva;125;-;-;-;-;-;-;-;2;6;4;5;8;14;14;10;19;20;23
C52;Vagina;20;1;-;-;-;-;-;-;-;-;-;-;4;2;4;3;2;2;2
C53;Cervix uteri;347;-;-;-;-;2;12;20;32;39;40;38;37;32;21;23;25;14;12
C54;Corpus uteri;871;-;-;-;-;-;-;1;3;4;22;42;69;111;147;156;140;102;74
C55;Uterus;4;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2;1
C56;Ovary;445;-;-;1;1;4;4;3;5;10;25;40;42;36;59;70;64;43;38
C57;Female genital organs, NOS;57;-;-;-;-;-;1;-;-;-;1;4;7;8;6;11;7;5;7
C58;Placenta;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-
C64;Kidney;415;6;1;-;1;1;1;4;8;9;12;17;27;41;51;61;55;63;57
C65;Renal pelvis;55;-;-;-;-;-;-;-;-;-;-;1;2;6;4;7;14;9;12
C66;Ureter;34;-;-;-;-;-;-;-;-;-;-;-;1;3;4;5;9;3;9
C67;Bladder;285;-;-;-;-;-;-;1;-;1;2;9;16;21;29;35;41;59;71
C68;Urinary organs, NOS;3;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1
C69;Eye and adnexa;41;1;-;-;-;-;-;1;-;2;1;7;1;3;4;3;10;3;5
C70;Meninges;3;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1
C71;Brain;212;2;6;3;3;-;2;9;11;10;13;5;15;29;29;30;22;14;9
C72;Spinal cord, cranial nerves and CNS, NOS;11;-;1;-;-;2;-;-;1;-;1;1;-;2;-;-;2;1;-
C73;Thyroid gland;381;-;-;-;2;17;14;29;37;46;38;39;38;26;31;29;18;8;9
C74;Adrenal gland;22;3;-;-;-;2;2;-;-;1;1;2;2;1;4;-;4;-;-
C75;Endocrine glands, NOS;9;-;-;-;-;-;-;2;-;3;-;-;-;2;-;-;1;1;-
C81;Hodgkin's disease;80;1;-;4;7;7;9;7;6;3;5;3;5;2;7;1;4;3;6
C82-C86;Non-Hodgkin lymphoma;530;1;-;2;2;5;6;8;9;7;21;29;38;39;77;83;83;61;59
C88;Malignant immunoproliferative diseases;81;-;-;-;-;-;-;1;1;2;-;9;9;8;8;7;13;12;11
C90;Multiple myeloma;248;-;-;-;-;-;-;1;-;1;5;8;18;21;32;51;39;42;30
C91;Lymphoid leukaemia;240;2;9;2;2;1;1;1;2;4;7;10;24;18;30;43;38;28;18
C92;Myeloid leukaemia;182;2;4;3;1;1;3;4;3;4;8;9;13;18;15;18;29;17;30
C93;Monocytic leukaemia;29;1;-;-;-;-;-;-;-;1;-;-;1;1;5;4;2;11;3
C94-C95;Leukaemia other;4;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2
C96;Lymphoid, haematopoietic and related tissue, NOS;8;3;1;-;1;-;-;-;-;-;1;-;-;1;-;-;-;1;-
C76;Other and ill-defined sites;6;-;-;-;-;-;-;-;-;-;2;-;-;-;1;1;-;-;2
C80;Unknown primary site;233;-;-;-;1;-;-;3;1;3;2;11;13;23;23;27;33;49;44
MPN;Myeloproliferative neoplasms;228;-;-;-;-;-;-;1;8;7;8;9;16;21;27;36;39;34;22
MDS;Myelodysplastic syndromes;188;-;-;-;1;-;-;1;-;2;4;4;5;10;16;23;39;38;45
Total;;20629;30;23;22;36;76;134;273;407;636;1122;1586;1828;2232;2420;2506;2453;2272;2573
Total excl. non-melanoma;;18593;30;23;22;36;73;129;265;400;622;1085;1523;1748;2117;2254;2261;2154;1916;1935
Total excl. non-melanoma and MDS, MPN;;18177;30;23;22;35;73;129;263;392;613;1073;1510;1727;2086;2211;2202;2076;1844;1868
