icd-o-3;label;Tot;00-;05-;10-;15-;20-;25-;30-;35-;40-;45-;50-;55-;60-;65-;70-;75-;80-;85+
C00;Lip;12;-;-;-;-;-;-;-;1;-;-;-;-;-;3;2;1;2;3
C01;Base of tongue;31;-;-;-;-;-;-;-;-;-;1;2;4;5;10;5;1;1;2
C02;Tongue;73;-;-;-;-;-;1;2;3;2;5;3;6;13;6;8;5;11;8
C03;Gum;30;-;-;-;-;-;-;2;-;-;1;-;-;1;4;5;5;9;3
C04;Floor of mouth;35;-;-;-;-;-;-;-;-;-;1;-;5;7;8;7;2;1;4
C05;Palate;22;-;-;-;-;-;1;1;-;-;-;1;2;5;4;2;3;2;1
C06;Mouth, NOS;20;-;-;-;-;-;1;-;-;1;-;1;4;2;3;2;2;-;4
C07;Parotid gland;28;-;-;-;-;-;2;2;1;1;2;1;1;1;5;2;3;4;3
C08;Salivary glands, NOS;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;1
C09;Tonsil;45;-;-;-;-;-;-;-;-;1;4;5;7;8;6;9;2;-;3
C10;Oropharynx;26;-;-;-;-;-;-;-;-;2;-;2;4;2;8;3;3;1;1
C11;Nasopharynx;12;-;-;-;-;-;-;-;-;1;3;1;3;2;1;-;-;1;-
C12;Pyriform sinus;14;-;-;-;-;-;-;-;-;-;-;1;1;4;4;1;2;1;-
C13;Hypopharynx;7;-;-;-;-;-;1;-;-;-;-;2;-;1;-;2;-;-;1
C14;Lip, oral cavity and pharynx, NOS;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
C15;Oesophagus;180;-;-;-;-;-;-;-;-;1;3;6;18;20;22;32;27;22;29
C16;Stomach;314;-;-;-;-;1;-;2;6;12;3;22;26;35;29;48;43;37;50
C17;Small intestine;111;-;-;-;-;-;2;2;-;1;2;2;18;18;11;15;19;10;11
C18;Colon;1571;-;2;2;8;4;9;12;12;16;38;69;85;131;171;203;195;256;358
C19;Rectosigmoid junction;24;-;-;-;-;-;-;-;-;-;1;1;1;1;4;1;4;2;9
C20;Rectum;495;-;-;-;-;-;1;4;12;10;22;28;30;62;62;76;50;67;71
C21;Anus and anal canal;84;-;-;-;-;-;-;-;-;1;6;8;9;15;9;12;11;6;7
C22;Liver and intrahepatic bile ducts;173;2;1;-;-;-;-;2;2;2;5;2;5;24;28;26;26;30;18
C23;Gallbladder;52;-;-;-;-;-;-;-;-;2;2;1;2;4;10;7;6;8;10
C24;Biliary tract, NOS;101;-;-;-;-;-;-;-;1;-;1;3;2;10;12;10;20;23;19
C25;Pancreas;659;-;-;1;1;3;2;2;4;5;11;18;47;73;78;110;103;101;100
C26;Other ill-defined digestive organs;7;-;-;-;-;-;-;-;-;-;-;-;-;2;1;1;1;1;1
C30;Nasal cavity and middle ear;10;-;-;-;-;-;-;-;1;-;-;1;1;1;-;2;2;1;1
C31;Accessory sinuses;8;-;-;-;-;-;-;-;-;-;-;-;-;1;1;3;2;1;-
C32;Larynx;45;-;-;-;-;-;-;-;-;-;-;3;5;5;10;9;9;1;3
C33;Trachea;4;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;3;-
C34;Bronchus and lung;1961;-;-;-;1;-;-;4;7;15;30;89;176;303;387;377;283;185;104
C37;Thymus;30;-;-;-;-;2;-;1;1;4;1;6;2;3;3;4;2;1;-
C38;Heart, mediastinum and pleura;8;-;-;-;-;1;-;-;1;-;-;1;-;-;2;-;1;1;1
C39;Respiratory system and intrathoracic organs, NOS;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-
C40;Bone and articular cartilage of limbs;14;1;-;-;-;2;1;-;1;1;-;1;1;1;1;2;-;-;2
C41;Bone and articular cartilage, NOS;12;-;-;2;-;-;-;1;-;1;1;1;2;-;1;-;-;3;-
C43;Melanoma of skin;1559;1;-;-;3;16;21;46;84;102;139;192;198;177;137;143;109;89;102
C44;Malignant neoplasms of skin;2921;-;-;-;-;-;3;2;7;16;28;63;112;182;216;344;472;524;952
C45;Mesothelioma;29;-;-;-;-;-;-;-;-;-;-;-;3;3;2;9;6;4;2
C46;Kaposi's sarcoma;4;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;1;1
C47,C49;Soft tissues;108;2;-;2;2;2;2;6;-;1;2;6;11;8;8;15;13;9;19
C48;Retroperitoneum and peritoneum;39;-;-;-;-;-;-;1;-;2;2;-;4;7;8;6;4;2;3
C50;Breast;6860;-;-;-;-;2;27;94;172;360;562;696;813;882;887;701;613;517;534
C51;Vulva;140;-;-;-;-;-;-;-;2;4;5;7;7;7;14;17;25;16;36
C52;Vagina;32;-;-;-;-;-;-;-;-;1;2;1;1;4;4;3;9;2;5
C53;Cervix uteri;366;-;-;-;-;1;6;25;31;37;45;42;41;36;29;23;9;21;20
C54;Corpus uteri;850;-;-;-;-;-;1;-;2;13;16;33;68;104;151;135;120;106;101
C55;Uterus;3;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;1
C56;Ovary;468;-;-;3;2;-;4;5;8;12;19;28;40;51;65;54;64;57;56
C57;Female genital organs, NOS;70;-;-;-;1;-;-;1;1;-;-;2;6;7;14;13;9;7;9
C58;Placenta;5;-;-;-;-;-;-;1;1;-;2;1;-;-;-;-;-;-;-
C64;Kidney;418;2;1;-;-;-;-;5;9;10;13;28;32;38;62;51;52;68;47
C65;Renal pelvis;64;-;-;-;-;-;-;-;1;-;-;1;1;7;5;8;14;8;19
C66;Ureter;38;-;-;-;-;-;-;-;-;-;-;-;1;2;4;9;8;6;8
C67;Bladder;320;-;-;-;-;-;-;1;-;2;2;7;14;25;38;61;46;37;87
C68;Urinary organs, NOS;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1
C69;Eye and adnexa;42;2;-;-;-;-;-;1;1;2;-;1;8;4;3;4;6;5;5
C70;Meninges;3;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;-
C71;Brain;216;4;2;1;2;2;3;7;6;6;7;11;18;22;31;28;31;19;16
C72;Spinal cord, cranial nerves and CNS, NOS;10;2;-;-;1;-;1;1;2;-;1;-;-;1;-;1;-;-;-
C73;Thyroid gland;398;-;-;2;6;12;24;25;32;20;57;36;39;40;35;26;15;15;14
C74;Adrenal gland;32;1;-;-;-;-;1;1;1;1;1;4;5;4;9;2;1;-;1
C75;Endocrine glands, NOS;17;-;-;1;-;-;1;-;1;4;1;-;2;-;1;2;3;1;-
C81;Hodgkin lymphoma;79;-;-;1;7;11;13;9;6;3;3;3;4;2;6;4;3;-;4
C82-C86;Non-Hodgkin-lymphoma;583;-;1;1;4;4;3;5;7;14;24;26;35;53;71;88;91;90;66
C88;Malignant immunoproliferative diseases;80;-;-;-;-;-;-;1;1;1;1;2;8;4;11;22;11;11;7
C90;Multiple myeloma;263;-;-;-;-;-;-;2;5;1;4;9;18;29;32;47;40;38;38
C91;Lymphoid leukaemia;229;4;5;1;2;1;1;-;2;4;2;13;18;19;34;37;32;31;23
C92;Myeloid leukaemia;208;-;1;5;3;3;1;1;-;5;5;18;20;18;21;29;28;26;24
C93;Monocytic leukaemia;42;-;-;-;-;-;-;-;-;-;2;-;-;2;5;7;12;5;9
C94-C95;Leukaemia other;13;-;-;-;-;-;-;-;-;-;-;-;1;1;1;3;1;1;5
C96;Lymphoid, haematopoietic and related tissue, NOS;9;1;-;-;-;1;-;1;-;-;-;-;1;-;-;4;-;-;1
C76;Other and ill-defined sites;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
C80;Unknown primary site;168;-;-;-;-;-;-;-;2;-;5;4;12;10;26;23;25;23;38
MPN;Myeloproliferative neoplasms;302;-;-;-;1;2;6;1;7;9;14;10;20;33;35;45;50;38;31
MDS;Myelodysplastic syndromes;182;-;-;1;2;1;1;1;1;2;4;3;4;16;21;29;35;31;30
