icd-o-3;label;Tot;00-;05-;10-;15-;20-;25-;30-;35-;40-;45-;50-;55-;60-;65-;70-;75-;80-;85+
C00;Lip;35;-;-;-;-;-;-;-;-;-;-;1;1;3;3;6;7;10;4
C01;Base of tongue;68;-;-;-;-;-;-;1;2;1;2;10;10;11;13;8;6;1;3
C02;Tongue;84;1;-;-;-;3;-;1;-;5;6;12;15;10;12;8;4;6;1
C03;Gum;14;-;-;-;-;-;-;-;-;-;-;1;2;1;1;1;6;1;1
C04;Floor of mouth;93;-;-;-;-;-;-;-;-;3;4;20;20;13;14;11;5;3;-
C05;Palate;32;-;-;-;-;-;-;-;-;-;3;8;8;7;3;2;-;1;-
C06;Mouth, NOS;32;-;-;-;-;-;-;-;-;-;5;2;3;4;8;4;2;1;3
C07;Parotid gland;33;-;-;-;-;1;-;1;1;2;2;2;2;2;3;7;3;3;4
C08;Salivary glands, NOS;14;-;-;-;-;-;-;-;1;-;2;2;1;-;3;-;1;3;1
C09;Tonsil;90;-;-;-;-;-;-;-;-;6;5;16;11;19;13;10;8;1;1
C10;Oropharynx;52;-;-;-;-;-;-;-;-;-;4;9;6;12;11;7;2;1;-
C11;Nasopharynx;21;-;-;-;-;-;1;2;1;1;1;3;2;4;2;2;1;-;1
C12;Pyriform sinus;65;-;-;-;-;-;-;-;-;1;3;9;16;11;9;9;3;4;-
C13;Hypopharynx;43;-;-;-;-;-;-;-;-;1;-;9;13;7;4;4;2;1;2
C14;Lip, oral cavity and pharynx, NOS;11;-;-;-;-;-;-;1;-;-;-;2;5;1;2;-;-;-;-
C15;Oesophagus;411;-;-;-;-;-;1;-;2;7;16;31;48;72;48;78;48;33;27
C16;Stomach;540;-;-;-;-;-;-;2;6;6;20;21;43;58;64;73;99;78;70
C17;Small intestine;60;-;-;-;-;-;-;2;-;-;4;9;4;8;6;5;12;6;4
C18;Colon;1933;-;-;1;1;3;4;8;10;19;25;76;132;200;284;336;391;273;170
C19;Rectosigmoid junction;104;-;-;-;-;-;-;-;2;-;3;4;7;10;13;23;21;9;12
C20;Rectum;946;-;-;-;-;-;1;2;5;7;32;40;97;136;143;161;155;113;54
C21;Anus and anal canal;44;-;-;-;-;-;-;1;-;2;3;6;3;7;6;5;3;6;2
C22;Liver and intrahepatic bile ducts;207;-;-;1;-;-;1;1;2;1;7;17;24;30;31;40;26;21;5
C23;Gallbladder;18;-;-;-;-;-;-;-;-;1;1;2;1;2;1;-;5;5;-
C24;Biliary tract, NOS;98;-;-;-;-;-;-;-;-;4;1;4;7;15;18;15;16;11;7
C25;Pancreas;390;-;-;-;-;-;-;1;1;5;8;23;38;47;71;61;66;50;19
C26;Other ill-defined digestive organs;7;-;-;-;-;-;-;1;-;-;-;-;2;1;-;1;1;1;-
C30;Nasal cavity and middle ear;18;-;-;1;-;-;-;1;1;1;-;1;1;2;4;1;3;2;-
C31;Accessory sinuses;30;-;-;-;-;-;1;-;-;1;3;4;6;4;1;4;2;3;1
C32;Larynx;306;-;-;-;-;-;-;-;-;4;10;34;40;47;52;51;41;22;5
C33;Trachea;7;-;-;-;-;-;-;-;-;-;-;-;1;-;-;3;2;1;-
C34;Bronchus and lung;3243;-;-;-;-;-;1;6;6;20;61;169;294;434;490;631;602;362;167
C37;Thymus;12;-;-;-;-;-;-;-;-;-;2;-;5;1;-;4;-;-;-
C38;Heart, mediastinum and pleura;9;-;-;-;1;1;-;-;1;-;-;1;-;-;-;2;-;2;1
C39;Respiratory system and intrathoracic organs, NOS;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
C40;Bone and articular cartilage of limbs;14;-;1;2;1;2;-;2;1;2;-;-;1;1;-;1;-;-;-
C41;Bone and articular cartilage, NOS;14;-;-;2;1;1;1;-;-;-;2;-;1;1;-;2;-;3;-
C43;Malignant melanoma of skin;399;-;1;-;-;3;11;11;18;27;27;41;44;37;44;47;47;27;14
C44;Malignant neoplasms of skin;1536;-;-;-;-;1;1;2;9;12;13;31;52;77;147;257;331;309;294
C45;Mesothelioma;133;-;-;-;-;-;-;1;1;-;-;5;15;11;28;27;23;16;6
C46;Kaposi's sarcoma;16;-;-;-;-;-;-;2;4;-;6;1;-;1;1;-;-;1;-
C47,C49;Soft tissues;124;3;1;-;3;2;2;2;7;7;14;9;8;13;7;14;14;7;11
C48;Retroperitoneum and peritoneum;13;2;-;-;-;-;-;-;-;-;-;1;1;2;2;1;4;-;-
