icd-o-3;label;Tot;00-;05-;10-;15-;20-;25-;30-;35-;40-;45-;50-;55-;60-;65-;70-;75-;80-;85+
C00;Lip;40;-;-;-;-;-;-;1;-;1;4;1;2;4;6;4;6;6;5
C01;Base of tongue;100;-;-;-;-;-;-;-;-;2;11;19;14;24;10;6;9;2;3
C02;Tongue;165;-;-;-;1;-;-;2;4;10;17;21;32;24;16;17;15;4;2
C03;Gum;36;-;-;-;-;-;-;-;-;1;5;7;1;5;2;4;5;3;3
C04;Floor of mouth;153;-;-;-;-;-;-;-;-;7;20;34;26;27;10;15;5;7;2
C05;Palate;61;-;-;-;-;-;-;-;-;1;6;11;17;11;5;5;2;1;2
C06;Mouth, NOS;57;-;-;-;-;-;1;-;-;-;4;10;15;7;3;5;4;3;5
C07;Parotid gland;50;-;-;-;-;-;1;2;1;2;2;2;7;7;5;5;5;5;6
C08;Salivary glands, NOS;10;-;-;-;-;-;-;-;-;-;-;1;5;-;1;1;2;-;-
C09;Tonsil;192;-;-;-;-;-;-;-;3;7;28;42;36;30;19;9;12;4;2
C10;Oropharynx;136;-;-;-;-;-;-;-;1;2;12;28;20;31;15;11;11;5;-
C11;Nasopharynx;41;-;-;1;-;2;-;1;6;2;5;4;4;6;3;4;1;2;-
C12;Pyriform sinus;120;-;-;-;-;-;-;-;-;1;7;23;21;40;12;8;6;1;1
C13;Hypopharynx;65;-;-;-;-;-;-;-;-;1;4;10;16;10;9;9;4;1;1
C14;Lip, oral cavity and pharynx, NOS;28;-;-;-;-;-;-;-;-;-;1;6;3;5;7;2;1;2;1
C15;Oesophagus;664;-;-;-;-;-;-;1;4;9;37;67;90;113;88;103;79;47;26
C16;Stomach;804;1;-;-;-;-;1;3;8;16;32;44;48;75;100;131;146;107;92
C17;Small intestine;114;-;-;-;-;-;1;-;1;4;4;12;11;13;21;15;17;10;5
C18;Colon;2904;-;1;-;3;5;5;7;12;31;77;127;220;312;386;505;568;400;245
C19;Rectosigmoid junction;158;-;-;-;-;-;-;1;1;3;6;4;19;21;22;28;27;13;13
C20;Rectum;1424;-;-;-;2;2;3;2;6;21;56;109;131;181;209;211;250;150;91
C21;Anus and anal canal;56;-;-;-;-;-;-;1;-;1;1;7;6;9;7;6;8;5;5
C22;Liver and intrahepatic bile ducts;413;3;-;1;-;-;5;4;6;3;8;27;47;65;72;72;57;35;8
C23;Gallbladder;31;-;-;-;-;-;-;-;-;-;-;-;2;2;5;3;9;6;4
C24;Biliary tract, NOS;126;-;-;-;-;-;-;-;-;2;1;5;10;20;26;20;20;13;9
C25;Pancreas;582;-;-;-;-;-;1;1;7;8;28;32;52;93;76;105;96;58;25
C26;Other ill-defined digestive organs;16;-;-;-;-;-;-;-;-;-;2;1;-;3;1;2;3;3;1
C30;Nasal cavity and middle ear;30;-;-;-;-;-;-;-;-;1;2;4;2;2;4;5;4;2;4
C31;Accessory sinuses;61;-;-;-;-;2;-;-;-;1;2;3;10;15;4;12;11;1;-
C32;Larynx;590;-;-;-;-;-;-;-;2;5;29;71;90;121;76;84;62;37;13
C33;Trachea;3;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;1;-;-
C34;Bronchus and lung;5406;1;-;1;1;1;2;9;12;47;157;363;574;776;832;932;963;534;201
C37;Thymus;9;-;-;-;-;-;-;-;-;2;-;1;-;2;-;1;2;1;-
C38;Heart, mediastinum and pleura;11;-;-;-;-;-;-;-;-;-;-;2;-;1;1;3;3;1;-
C39;Respiratory system and intrathoracic organs, NOS;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
C40;Bone and articular cartilage of limbs;32;-;-;4;7;1;3;3;2;-;-;2;2;1;2;1;3;1;-
C41;Bone and articular cartilage, NOS;32;-;2;1;4;1;3;-;1;2;-;4;3;2;-;5;4;-;-
C43;Malignant melanoma of skin;756;-;-;2;3;7;12;21;42;63;62;70;72;85;84;79;67;52;35
C44;Malignant neoplasms of skin;2182;-;1;1;1;1;5;2;11;21;34;40;78;149;193;354;448;463;380
C45;Mesothelioma;206;-;-;-;-;-;1;-;1;2;3;9;17;30;37;44;34;20;8
C46;Kaposi's sarcoma;33;-;-;-;-;-;-;1;1;5;8;2;1;2;5;1;4;1;2
C47,C49;Soft tissues;198;6;-;3;3;3;4;6;6;12;13;15;21;23;19;20;20;12;12
C48;Retroperitoneum and peritoneum;27;1;-;-;-;-;-;-;2;3;3;2;2;2;1;4;3;3;1
C50;Breast;85;-;-;-;-;-;-;2;-;-;4;7;8;11;10;18;11;12;2
C60;Penis;68;-;-;-;-;-;-;-;-;1;4;7;4;10;5;9;10;14;4
C61;Prostate;8810;-;-;-;-;-;-;-;2;10;117;483;934;1265;1577;1761;1462;783;416
C62;Testis;318;-;-;1;11;41;76;60;46;26;29;12;7;4;1;1;3;-;-
C63;Male genital organs, NOS;14;-;1;-;1;-;-;1;1;1;-;-;2;-;1;2;-;3;1
C64;Kidney;946;2;-;-;1;1;3;7;15;26;55;84;111;136;147;138;140;59;21
C65;Renal pelvis;114;-;-;-;-;-;-;-;-;3;3;7;10;10;17;19;26;13;6
C66;Ureter;94;-;-;-;-;-;-;-;-;1;2;4;7;8;15;13;28;12;4
C67;Bladder;1685;1;-;-;-;-;1;-;3;8;20;60;96;185;215;259;373;288;176
C68;Urinary organs, NOS;27;-;-;-;-;-;-;-;-;-;1;2;4;2;4;5;5;2;2
C69;Eye and adnexa;58;2;1;-;-;-;1;-;2;1;4;2;5;9;4;8;12;6;1
C70;Meninges;4;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;1;1;-
C71;Brain;440;6;5;9;9;6;17;14;18;21;32;40;38;58;36;44;55;23;9
C72;Spinal cord, cranial nerves and CNS, NOS;11;2;-;2;-;-;-;-;1;1;1;-;1;-;-;2;1;-;-
C73;Thyroid gland;209;-;1;1;3;2;8;5;19;17;21;24;23;24;22;10;13;12;4
C74;Adrenal gland;22;8;1;-;-;-;-;-;-;-;-;2;3;2;-;1;4;1;-
C75;Endocrine glands, NOS;10;-;1;1;1;-;2;-;-;-;-;-;2;-;1;1;1;-;-
C81;Hodgkin's disease;187;2;-;6;15;10;24;16;12;10;12;22;8;15;11;11;8;4;1
C82-C85;Non-Hodgkin-lymphoma;1057;2;14;3;9;10;17;15;24;45;52;76;113;115;116;155;128;100;63
C88;Malignant immunoproliferative diseases;42;-;-;-;-;-;-;-;-;1;3;3;6;4;6;3;5;7;4
C90;Multiple myeloma;381;-;-;-;-;-;-;-;3;7;12;27;28;47;72;49;73;45;18
C91;Lymphoid leukaemia;455;18;11;9;7;4;4;8;4;10;15;27;56;53;44;66;54;43;22
C92;Myeloid leukaemia;327;2;1;2;5;3;3;8;13;8;13;13;22;30;45;42;48;44;25
C93;Monocytic leukaemia;17;-;-;-;-;-;-;-;2;2;-;1;1;2;1;4;2;2;-
C94-C95;Leukaemia other;21;1;-;1;-;-;-;1;-;2;-;-;1;1;3;4;3;3;1
C96;Lymphoid, haematopoietic and related tissue, NOS;18;5;1;-;-;1;1;1;-;-;1;1;2;1;2;-;2;-;-
C76;Other and ill-defined sites;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
C80;Unknown primary site;633;1;-;-;-;1;1;1;6;9;34;56;65;73;64;103;109;66;44
MPD;Myeloproliferative Disorders;213;-;-;-;1;1;2;-;2;11;12;13;15;28;33;23;38;26;8
MDS;Myelodysplastic syndromes;301;-;1;1;1;-;-;-;4;3;6;5;10;26;25;53;62;63;41
Total;;34690;64;42;50;89;105;209;207;317;523;1145;2221;3309;4469;4871;5655;5674;3653;2087
Total excl. non-melanoma;;32508;64;41;49;88;104;204;205;306;502;1111;2181;3231;4320;4678;5301;5226;3190;1707
Total excl. non-melanoma and MDS, MPD;;31994;64;40;48;86;103;202;205;300;488;1093;2163;3206;4266;4620;5225;5126;3101;1658
