icd-o-3;label;Tot;00-;05-;10-;15-;20-;25-;30-;35-;40-;45-;50-;55-;60-;65-;70-;75-;80-;85+
C00;Lip;39;-;-;-;-;-;-;1;-;-;1;1;1;3;3;6;7;6;10
C01;Base of tongue;163;-;-;-;-;-;-;-;1;-;2;17;35;32;29;25;12;7;3
C02;Tongue;199;-;-;-;-;-;-;1;5;8;11;19;26;46;32;21;10;12;8
C03;Gum;58;-;-;-;-;-;-;-;-;1;2;6;13;7;7;8;7;5;2
C04;Floor of mouth;146;-;-;-;-;-;-;-;1;3;6;14;32;34;30;12;11;2;1
C05;Palate;67;-;-;-;-;-;-;-;1;-;2;3;10;17;5;15;6;7;1
C06;Mouth, NOS;68;-;-;-;-;-;-;-;1;2;1;3;11;9;18;9;4;6;4
C07;Parotid gland;51;-;-;1;-;-;-;1;-;2;4;-;7;8;2;7;8;4;7
C08;Salivary glands, NOS;21;-;-;-;-;-;-;-;-;-;-;2;1;1;5;2;5;2;3
C09;Tonsil;216;-;-;-;-;-;-;-;-;4;6;36;39;41;37;24;12;7;10
C10;Oropharynx;140;-;-;-;-;-;-;-;-;-;4;18;24;33;26;16;12;5;2
C11;Nasopharynx;43;-;-;-;-;1;-;3;2;4;4;8;5;7;7;1;1;-;-
C12;Pyriform sinus;150;-;-;-;-;-;-;-;-;4;3;15;31;34;30;17;8;6;2
C13;Hypopharynx;100;-;-;-;-;-;-;-;-;-;2;6;14;20;19;25;6;5;3
C14;Lip, oral cavity and pharynx, NOS;13;-;-;-;1;-;-;-;-;-;-;-;2;4;4;-;-;2;-
C15;Oesophagus;824;-;-;-;-;-;-;2;5;11;17;46;78;134;159;144;92;84;52
C16;Stomach;928;-;-;-;1;-;4;3;5;20;29;37;69;119;138;139;119;140;105
C17;Small intestine;207;-;-;-;-;-;1;2;2;4;10;12;15;35;24;36;29;20;17
C18;Colon;2956;-;-;2;5;8;9;18;17;27;74;165;204;323;412;517;373;467;335
C19;Rectosigmoid junction;50;-;-;-;-;-;-;-;-;1;1;1;2;6;7;10;9;4;9
