icd-o-3;label;Tot;00-;05-;10-;15-;20-;25-;30-;35-;40-;45-;50-;55-;60-;65-;70-;75-;80-;85+
C00;Lip;5.0;-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;1;-;1
C01;Base of tongue;49.0;-;-;-;-;-;-;-;-;-;-;4;12;9;10;6;5;2;1
C02;Tongue;71.0;-;-;-;-;-;-;-;1;3;8;9;20;11;7;5;5;2;-
C03;Gum;18.0;-;-;-;-;-;-;-;-;-;1;1;3;8;-;1;2;1;1
C04;Floor of mouth;72.0;-;-;-;-;-;-;-;-;2;4;10;22;11;14;5;2;2;-
C05;Palate;25.0;-;-;-;-;-;-;-;1;-;4;4;4;9;2;-;1;-;-
C06;Mouth, NOS;17.0;-;-;-;-;-;-;-;-;-;2;2;5;2;2;2;-;2;-
C07;Parotid gland;18.0;-;-;-;-;-;-;1;-;2;-;1;2;3;1;-;4;-;4
C08;Salivary glands, NOS;5.0;-;-;-;-;-;-;-;-;-;-;-;2;-;1;-;1;1;-
C09;Tonsil;72.0;-;-;-;-;-;-;-;1;3;6;14;9;13;14;3;6;1;2
C10;Oropharynx;70.0;-;-;-;-;-;-;-;1;-;6;9;22;16;10;4;1;1;-
C11;Nasopharynx;14.0;-;-;-;-;-;1;-;1;-;4;-;3;2;1;1;-;-;1
C12;Pyriform sinus;69.0;-;-;-;-;-;-;-;-;1;2;10;18;18;11;6;2;1;-
C13;Hypopharynx;36.0;-;-;-;-;-;-;-;-;1;4;6;9;10;5;1;-;-;-
C14;Lip, oral cavity and pharynx, NOS;6.0;-;-;-;-;-;-;-;-;-;-;-;-;4;1;-;-;1;-
C15;Oesophagus;235.0;-;-;-;-;-;-;-;2;3;12;24;39;50;40;18;26;15;6
C16;Stomach;304.0;-;-;-;-;-;1;3;3;6;14;20;33;47;31;45;35;34;32
C17;Small intestine;64.0;-;-;-;-;-;-;1;1;1;1;9;4;9;12;7;6;10;3
C18;Colon;862.0;-;-;-;1;1;2;7;4;10;22;31;67;124;125;129;115;136;88
C19;Rectosigmoid junction;49.0;-;-;-;-;-;-;-;1;2;-;1;5;6;9;9;10;6;-
C20;Rectum;457.0;-;-;-;-;-;-;-;1;7;18;33;49;61;78;53;73;50;34
C21;Anus and anal canal;23.0;-;-;-;-;-;-;-;-;-;4;3;2;1;4;2;4;2;1
C22;Liver and intrahepatic bile ducts;234.0;1;-;-;-;-;-;1;1;4;4;7;30;37;47;28;37;27;10
C23;Gallbladder;14.0;-;-;-;-;-;-;-;-;-;1;1;1;2;2;2;2;3;-
C24;Biliary tract, NOS;50.0;-;-;-;-;-;-;-;-;1;1;4;4;4;10;9;8;8;1
C25;Pancreas;258.0;-;-;-;1;-;-;-;1;7;7;22;24;47;37;38;30;29;15
C26;Other ill-defined digestive organs;11.0;-;-;-;-;-;-;-;-;-;-;2;-;1;2;1;3;1;1
C30;Nasal cavity and middle ear;14.0;-;-;-;-;-;-;1;-;2;-;1;2;1;2;3;1;1;-
C31;Accessory sinuses;14.0;-;-;-;-;-;-;-;-;-;3;-;2;3;2;-;1;2;1
