icd-o-3;label;Tot;00-;05-;10-;15-;20-;25-;30-;35-;40-;45-;50-;55-;60-;65-;70-;75-;80-;85+
C00;Lip;8;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;-;2;3
C01;Base of tongue;27;-;-;-;-;-;-;-;-;-;1;3;2;10;6;3;1;1;-
C02;Tongue;46;-;-;-;-;-;-;1;-;1;1;4;9;6;8;3;2;6;5
C03;Gum;27;-;-;-;-;-;-;-;-;-;-;1;1;1;5;6;3;5;5
C04;Floor of mouth;29;-;-;-;-;-;-;-;-;-;1;2;3;4;7;4;2;3;3
C05;Palate;18;-;-;-;-;1;1;1;-;-;-;3;3;1;2;-;1;1;4
C06;Mouth, NOS;18;-;-;-;-;-;-;-;-;-;-;-;2;3;-;2;3;3;5
C07;Parotid gland;22;-;-;-;-;-;-;-;-;2;1;1;1;3;-;3;6;2;3
C08;Salivary glands, NOS;7;-;-;-;-;-;1;1;-;1;-;-;1;-;1;-;1;-;1
C09;Tonsil;37;-;-;-;-;-;-;-;-;1;1;3;4;7;8;5;5;1;2
C10;Oropharynx;15;-;-;-;-;-;-;-;-;-;1;3;2;1;2;3;1;1;1
C11;Nasopharynx;5;-;-;-;-;-;-;-;-;-;-;-;1;2;1;-;-;-;1
C12;Pyriform sinus;17;-;-;-;-;-;-;-;-;-;-;6;5;3;2;1;-;-;-
C13;Hypopharynx;9;-;-;-;-;-;-;-;-;-;-;-;-;3;1;1;2;2;-
C14;Lip, oral cavity and pharynx, NOS;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
C15;Oesophagus;148;-;-;-;-;-;-;1;-;2;2;9;13;14;24;27;15;19;22
C16;Stomach;291;-;-;-;-;-;-;3;1;2;12;13;28;24;30;38;36;57;47
C17;Small intestine;83;-;-;-;-;-;1;-;2;4;5;5;7;10;8;18;6;8;9
C18;Colon;1654;-;-;1;1;5;5;14;17;15;47;54;115;148;213;215;229;291;284
C19;Rectosigmoid junction;21;-;-;-;-;-;-;-;-;1;-;-;-;3;4;2;3;3;5
C20;Rectum;504;-;-;-;-;-;3;2;6;8;15;35;57;56;59;74;44;78;67
C21;Anus and anal canal;39;-;-;-;-;-;-;-;-;2;3;5;7;7;4;3;-;4;4
C22;Liver and intrahepatic bile ducts;146;1;-;-;-;-;-;-;1;1;5;11;11;20;19;19;18;27;13
C23;Gallbladder;30;-;-;-;-;-;-;-;1;1;1;3;3;2;2;4;4;6;3
C24;Biliary tract, NOS;83;-;-;-;-;-;-;-;-;-;2;1;4;7;12;11;12;14;20
C25;Pancreas;504;-;-;-;-;1;-;1;1;5;8;24;33;52;64;85;78;71;81
C26;Other ill-defined digestive organs;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
C30;Nasal cavity and middle ear;15;-;-;-;-;-;-;-;-;-;-;1;2;3;2;1;1;1;4
C31;Accessory sinuses;3;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;1;-
C32;Larynx;45;-;-;-;-;-;-;-;-;-;1;1;5;11;8;9;3;3;4
C33;Trachea;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-
C34;Bronchus and lung;1558;-;-;1;-;-;1;5;8;10;31;95;196;243;286;279;172;134;97
C37;Thymus;21;-;-;-;-;-;-;-;1;3;1;1;3;3;2;2;2;3;-
C38;Heart, mediastinum and pleura;6;-;-;-;1;-;-;-;-;-;-;1;-;-;2;-;-;2;-
C39;Respiratory system and intrathoracic organs, NOS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
C40;Bone and articular cartilage of limbs;19;-;-;2;1;-;1;-;-;1;-;2;2;1;3;3;3;-;-
C41;Bone and articular cartilage, NOS;17;1;1;1;1;2;1;1;-;-;-;-;3;2;1;1;1;-;1
C43;Malignant melanoma of skin;1216;1;-;1;4;11;34;45;67;105;136;153;119;94;113;103;76;81;73
C44;Malignant neoplasms of skin;2199;-;-;1;-;-;-;5;15;6;36;70;93;103;157;247;367;414;685
C45;Mesothelioma;37;-;-;-;-;-;-;-;-;-;-;5;1;3;1;8;7;7;5
C46;Kaposi's sarcoma;2;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1
