icd-o-3;label;Tot;00-;05-;10-;15-;20-;25-;30-;35-;40-;45-;50-;55-;60-;65-;70-;75-;80-;85+
C00;Lip;23;-;-;-;-;-;-;-;-;-;-;1;3;1;5;2;1;6;4
C01;Base of tongue;14;-;-;-;-;-;-;-;1;-;1;3;2;3;2;1;-;1;-
C02;Tongue;68;-;-;-;-;-;-;1;1;4;6;8;14;7;6;10;5;2;4
C03;Gum;23;-;-;-;-;-;-;-;-;1;1;1;3;3;4;4;2;4;-
C04;Floor of mouth;40;-;-;-;-;-;-;-;-;1;4;5;3;13;3;4;5;1;1
C05;Palate;32;-;-;-;-;2;-;-;1;-;1;7;5;6;2;4;2;1;1
C06;Mouth, NOS;48;-;-;-;-;-;-;-;-;4;1;6;6;4;3;4;10;4;6
C07;Parotid gland;45;-;-;-;1;-;1;1;2;5;2;1;4;2;2;10;6;3;5
C08;Salivary glands, NOS;25;-;-;-;-;1;1;2;-;1;1;3;3;5;1;3;3;-;1
C09;Tonsil;56;-;-;-;-;-;-;-;2;1;8;12;7;6;7;4;4;4;1
C10;Oropharynx;16;-;-;-;-;-;-;-;-;-;-;4;5;2;2;1;-;1;1
C11;Nasopharynx;8;-;-;-;-;-;-;-;1;-;-;-;-;3;-;3;-;1;-
C12;Pyriform sinus;15;-;-;-;-;-;-;-;-;1;3;3;3;1;-;1;3;-;-
C13;Hypopharynx;16;-;-;-;-;-;-;-;-;-;1;1;4;3;2;-;1;4;-
C14;Lip, oral cavity and pharynx, NOS;12;-;-;-;-;-;-;-;-;-;-;2;5;2;-;1;2;-;-
C15;Oesophagus;230;-;-;-;-;-;-;-;1;4;5;18;24;28;28;30;36;33;23
C16;Stomach;524;-;-;-;-;1;2;3;4;9;15;24;27;34;51;78;91;98;87
C17;Small intestine;87;-;-;-;-;-;1;-;1;2;7;6;8;7;4;18;15;13;5
C18;Colon;2422;-;-;5;6;7;6;12;8;39;60;96;160;165;269;396;427;420;346
C19;Rectosigmoid junction;173;-;-;-;-;-;-;1;-;3;12;9;15;13;19;25;29;28;19
C20;Rectum;876;-;-;-;1;-;1;5;10;18;33;62;84;83;108;123;140;124;84
C21;Anus and anal canal;76;-;-;-;-;-;-;-;3;4;4;6;9;3;11;7;9;10;10
C22;Liver and intrahepatic bile ducts;169;2;-;-;1;1;2;1;1;2;11;10;17;15;21;24;32;17;12
C23;Gallbladder;65;-;-;-;-;-;-;-;-;2;-;2;2;5;11;10;14;13;6
C24;Biliary tract, NOS;98;-;-;-;-;-;1;-;2;1;2;4;2;8;12;23;17;19;7
C25;Pancreas;529;-;-;-;1;1;2;4;1;10;15;24;46;50;79;96;100;59;41
C26;Other ill-defined digestive organs;12;-;-;-;-;-;-;-;-;-;-;-;-;2;1;2;2;1;4
C30;Nasal cavity and middle ear;16;-;-;-;-;1;-;-;2;-;-;1;-;4;2;3;3;-;-
C31;Accessory sinuses;24;-;-;-;-;-;1;1;-;2;-;2;3;2;3;-;-;7;3
C32;Larynx;83;-;-;-;-;-;-;-;3;1;3;17;12;9;12;10;11;4;1
C33;Trachea;4;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;1;1
C34;Bronchus and lung;1585;-;-;-;-;2;2;3;16;38;103;188;195;218;213;202;221;138;46
C37;Thymus;8;-;-;-;-;-;-;-;-;-;-;1;3;2;1;-;1;-;-
C38;Heart, mediastinum and pleura;10;-;1;-;-;-;-;1;1;-;-;-;1;1;-;2;1;1;1
C39;Respiratory system and intrathoracic organs, NOS;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
C40;Bone and articular cartilage of limbs;41;-;-;10;3;2;3;2;2;4;4;1;4;1;2;1;1;1;-
C41;Bone and articular cartilage, NOS;34;-;2;3;3;1;-;-;1;1;-;2;-;2;6;6;4;3;-
C43;Malignant melanoma of skin;967;2;-;1;7;27;41;56;87;76;93;88;88;79;73;81;71;60;37
C44;Malignant neoplasms of skin;1234;-;-;2;1;2;3;4;6;9;26;40;47;68;124;154;198;259;291
C45;Mesothelioma;47;-;-;-;2;-;-;-;-;-;2;2;4;6;9;14;5;3;-
C46;Kaposi's sarcoma;8;-;-;-;-;1;-;-;3;-;-;-;-;-;-;2;-;1;1
C47,C49;Soft tissues;180;6;1;2;6;3;9;5;14;17;18;14;13;12;12;14;18;11;5
C48;Retroperitoneum and peritoneum;42;1;-;-;2;-;2;-;-;3;2;2;6;5;2;4;6;4;3
C50;Breast;9431;-;-;-;-;4;38;134;290;708;1029;1183;1182;1007;1001;913;863;682;397
C51;Vulva;167;-;-;-;-;-;-;3;3;5;8;8;16;11;15;26;19;29;24
C52;Vagina;48;-;-;-;-;-;-;-;1;2;4;3;1;5;7;5;9;3;8
C53;Cervix uteri;655;-;-;-;-;4;10;57;80;96;90;58;63;45;43;34;30;26;19
C54;Corpus uteri;1366;-;-;-;-;-;1;2;5;19;38;83;168;186;236;210;204;147;67
C55;Uterus;61;-;-;-;-;-;-;-;3;4;6;2;4;6;7;9;11;7;2
C56;Ovary;924;-;-;4;3;5;7;10;23;35;65;78;100;73;114;126;129;95;57
C57;Female genital organs, NOS;34;1;-;-;-;-;-;-;-;1;2;3;3;1;5;3;7;5;3
C58;Placenta;3;-;-;-;-;1;1;1;-;-;-;-;-;-;-;-;-;-;-
C64;Kidney;533;8;2;-;-;1;1;-;14;12;31;35;50;51;80;85;79;64;20
C65;Renal pelvis;71;-;-;-;-;-;-;-;-;1;-;1;3;4;12;12;19;14;5
C66;Ureter;22;-;-;-;-;-;-;-;-;-;-;-;-;1;2;4;4;9;2
C67;Bladder;451;-;-;-;-;-;-;1;2;-;14;22;16;29;51;79;77;92;68
C68;Urinary organs, NOS;6;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;2;-;1
C69;Eye and adnexa;38;7;-;-;-;-;-;2;-;1;3;2;3;5;5;4;4;-;2
C70;Meninges;13;-;-;-;-;-;-;-;1;1;1;1;3;-;1;2;2;1;-
C71;Brain;292;6;7;4;8;2;11;10;10;24;24;18;26;30;35;32;26;16;3
C72;Spinal cord, cranial nerves and CNS, NOS;14;3;1;2;1;-;-;2;-;2;-;1;1;-;-;-;1;-;-
C73;Thyroid gland;506;-;1;-;3;14;26;23;45;68;64;55;50;36;33;36;22;21;9
C74;Adrenal gland;20;9;1;-;-;-;1;-;-;1;2;1;1;1;1;1;1;-;-
C75;Endocrine glands, NOS;3;-;-;-;-;-;-;1;-;-;-;1;1;-;-;-;-;-;-
C81;Hodgkin's disease;125;-;1;6;17;16;19;7;7;7;10;6;5;4;6;4;6;3;1
C82-C85;Non-Hodgkin-lymphoma;842;1;1;2;6;7;5;16;11;29;40;58;61;82;97;121;143;100;62
C88;Malignant immunoproliferative diseases;26;-;-;-;-;-;-;-;-;2;-;1;2;4;1;5;3;2;6
C90;Multiple myeloma;308;-;-;-;-;-;-;-;4;2;13;16;32;23;47;49;53;42;27
C91;Lymphoid leukaemia;263;13;4;9;7;-;3;3;4;3;18;9;18;23;34;42;33;27;13
C92;Myeloid leukaemia;259;3;4;1;4;2;5;8;16;12;22;13;14;19;31;30;30;23;22
C93;Monocytic leukaemia;12;1;-;-;-;1;-;-;2;-;-;1;1;1;-;1;3;1;-
C94-C95;Leukaemia other;14;1;-;-;-;-;-;1;1;-;-;-;2;2;3;-;1;1;2
C96;Lymphoid, haematopoietic and related tissue, NOS;7;2;-;-;-;1;-;1;-;-;1;-;-;1;-;-;-;1;-
C76;Other and ill-defined sites;12;3;-;-;-;-;-;-;-;-;-;-;-;-;1;1;2;2;3
C80;Unknown primary site;513;1;-;-;-;-;1;5;3;8;18;30;35;45;63;73;83;91;57
MPD;Myeloproliferative Disorders;165;-;-;-;1;1;1;-;7;7;10;9;14;17;9;29;26;26;8
MDS;Myelodysplastic syndromes;201;-;-;-;-;-;1;4;3;4;3;7;8;12;25;31;39;39;25
Total;;27390;70;26;51;84;111;209;393;709;1317;1960;2382;2721;2607;3078;3346;3427;2929;1970
Total excl. non-melanoma;;26156;70;26;49;83;109;206;389;703;1308;1934;2342;2674;2539;2954;3192;3229;2670;1679
Total excl. non-melanoma and MDS, MPD;;25790;70;26;49;82;108;204;385;693;1297;1921;2326;2652;2510;2920;3132;3164;2605;1646
