icd-o-3;label;Tot;00-;05-;10-;15-;20-;25-;30-;35-;40-;45-;50-;55-;60-;65-;70-;75-;80-;85+
C00;Lip;41;-;-;-;-;-;-;-;-;1;1;2;1;1;9;6;8;5;7
C01;Base of tongue;20;-;-;-;-;-;-;-;-;1;2;1;6;-;5;4;-;1;-
C02;Tongue;87;-;-;-;1;1;-;-;-;4;8;13;18;13;9;15;4;1;-
C03;Gum;10;-;-;-;-;-;-;-;-;1;-;1;-;4;-;3;-;-;1
C04;Floor of mouth;75;-;-;-;-;-;-;-;-;4;10;19;15;8;9;2;3;3;2
C05;Palate;25;-;-;-;-;-;-;1;-;1;4;4;3;6;3;1;1;1;-
C06;Mouth, NOS;51;-;-;-;1;-;-;-;-;5;4;6;10;8;3;11;-;2;1
C07;Parotid gland;28;-;-;-;-;-;-;-;1;1;2;1;5;-;4;6;5;3;-
C08;Salivary glands, NOS;11;-;-;-;-;-;-;-;1;1;-;2;1;1;2;1;2;-;-
C09;Tonsil;76;-;-;-;-;-;-;-;-;9;11;11;11;16;4;11;1;1;1
C10;Oropharynx;35;-;-;-;-;-;-;-;2;-;5;7;6;3;7;2;-;2;1
C11;Nasopharynx;16;-;-;-;1;1;1;2;2;-;-;2;1;2;1;-;1;2;-
C12;Pyriform sinus;52;-;-;-;-;-;-;-;-;2;7;11;7;8;6;7;2;2;-
C13;Hypopharynx;38;-;-;-;-;-;-;-;-;1;6;5;11;7;4;2;1;-;1
C14;Lip, oral cavity and pharynx, NOS;26;-;-;-;-;-;-;-;-;2;-;4;2;8;3;2;4;-;1
C15;Oesophagus;327;-;-;-;-;-;-;-;2;9;22;31;38;55;51;54;32;21;12
C16;Stomach;493;-;-;-;-;-;-;-;8;8;8;17;35;42;88;84;89;52;62
C17;Small intestine;42;-;-;-;-;-;-;-;1;2;3;3;3;4;6;6;6;3;5
C18;Colon;1321;-;-;-;-;2;-;6;11;15;42;42;88;137;227;248;262;138;103
C19;Rectosigmoid junction;169;-;-;-;-;-;-;-;-;2;2;9;19;23;34;32;27;13;8
C20;Rectum;822;-;-;-;-;-;1;-;10;9;21;53;76;106;143;152;124;74;53
C21;Anus and anal canal;16;-;-;-;-;-;-;-;-;-;-;4;-;1;2;1;2;3;3
C22;Liver and intrahepatic bile ducts;126;-;-;1;-;1;-;-;-;1;4;8;11;17;19;27;18;12;7
C23;Gallbladder;17;-;-;-;-;-;-;-;-;-;1;-;-;2;1;3;5;3;2
C24;Biliary tract, NOS;33;-;-;-;-;-;-;-;-;1;1;1;3;2;5;6;6;5;3
C25;Pancreas;260;-;-;-;-;-;-;-;-;4;12;17;25;33;41;43;42;25;18
C26;Other ill-defined digestive organs;15;-;-;-;-;-;-;-;-;1;-;-;-;2;1;2;3;3;3
C30;Nasal cavity and middle ear;15;-;-;-;-;-;-;1;-;-;1;-;1;3;3;2;2;-;2
C31;Accessory sinuses;31;-;-;1;-;-;1;-;-;-;3;5;2;6;6;4;2;-;1
C32;Larynx;332;-;-;-;-;-;-;1;3;11;18;35;35;55;58;70;27;15;4
C33;Trachea;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;1
C34;Bronchus and lung;3056;-;-;-;1;1;1;4;9;37;113;175;299;403;574;615;511;205;108
C37;Thymus;7;-;-;-;-;1;-;-;-;1;-;-;1;-;2;2;-;-;-
C38;Heart, mediastinum and pleura;22;-;-;-;-;-;-;-;3;-;1;2;-;2;2;3;5;2;2
C39;Respiratory system and intrathoracic organs, NOS;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
C40;Bone and articular cartilage of limbs;24;-;-;3;6;3;2;-;-;1;2;2;1;-;2;2;-;-;-
C41;Bone and articular cartilage, NOS;25;-;-;-;3;-;-;3;1;3;-;3;5;-;2;1;3;-;1
C43;Malignant melanoma of skin;301;-;-;-;3;5;8;11;19;17;30;21;39;34;39;35;20;8;12
C44;Malignant neoplasms of skin;701;-;1;1;-;1;1;-;2;8;11;29;25;60;78;118;146;104;116
C45;Mesothelioma;109;-;-;-;-;-;-;-;-;2;1;9;9;11;21;27;14;10;5
C46;Kaposi's sarcoma;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
C47,C49;Soft tissues;119;-;-;3;3;3;4;5;10;8;10;7;7;10;12;14;11;5;7
C48;Retroperitoneum and peritoneum;17;-;-;-;-;-;-;-;-;1;-;-;2;3;5;3;1;1;1
C50;Breast;54;-;-;-;-;-;-;-;1;1;3;5;4;10;7;9;8;3;3
C60;Penis;38;-;-;-;-;-;-;-;2;1;3;1;4;6;2;4;5;5;5
C61;Prostate;4890;-;-;-;-;-;1;-;-;6;34;149;351;730;1054;1037;825;369;334
C62;Testis;131;-;-;2;6;19;29;28;16;7;6;6;2;6;1;2;1;-;-
C63;Male genital organs, NOS;3;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;1
C64;Kidney;488;7;1;-;-;1;2;2;6;8;33;42;53;62;92;80;62;22;15
C65;Renal pelvis;39;-;-;-;-;-;-;-;-;-;1;-;2;6;6;9;11;3;1
C66;Ureter;40;-;-;-;-;-;-;-;-;1;-;1;1;3;5;9;9;5;6
C67;Bladder;929;-;-;-;-;-;-;2;7;12;23;19;62;109;147;201;180;80;87
C68;Urinary organs, NOS;19;-;-;-;-;-;-;-;-;1;-;1;1;5;4;3;1;-;3
C69;Eye and adnexa;31;2;1;-;1;-;1;-;2;1;1;2;2;2;4;2;4;1;5
C70;Meninges;4;-;-;-;-;-;-;-;-;-;-;-;1;1;-;2;-;-;-
C71;Brain;240;5;7;7;3;7;13;15;13;11;17;19;22;28;25;18;18;6;6
C72;Spinal cord, cranial nerves and CNS, NOS;7;1;3;-;-;-;-;-;-;1;-;1;-;-;-;-;1;-;-
C73;Thyroid gland;56;-;-;-;-;1;2;7;-;6;2;9;6;5;5;7;2;3;1
C74;Adrenal gland;9;2;-;-;-;-;1;-;1;1;1;1;-;1;-;-;-;1;-
C75;Endocrine glands, NOS;6;-;-;-;-;2;1;-;-;1;-;-;-;1;1;-;-;-;-
