icd-o-3;label;Tot;00-;05-;10-;15-;20-;25-;30-;35-;40-;45-;50-;55-;60-;65-;70-;75-;80-;85+
C00;Lip;15;-;-;-;-;-;-;-;-;-;-;1;1;1;5;-;4;2;1
C01;Base of tongue;26;-;-;-;-;-;-;-;2;-;1;2;4;5;4;1;4;2;1
C02;Tongue;73;-;-;-;-;-;1;1;1;3;3;9;14;9;6;3;8;9;6
C03;Gum;34;-;-;-;-;-;-;-;-;-;2;3;2;5;5;5;5;3;4
C04;Floor of mouth;30;-;-;-;-;-;-;-;-;1;3;8;5;4;1;4;3;-;1
C05;Palate;34;-;-;-;-;-;-;1;-;-;5;7;7;7;2;2;1;1;1
C06;Mouth, NOS;30;-;-;-;-;-;-;1;-;-;3;2;2;1;2;6;5;4;4
C07;Parotid gland;38;-;-;-;-;2;1;1;3;3;1;1;2;7;1;4;6;5;1
C08;Salivary glands, NOS;9;-;-;-;-;-;1;-;-;-;-;1;-;-;-;4;1;-;2
C09;Tonsil;73;-;-;-;-;-;-;1;-;1;8;10;12;14;6;7;7;7;-
C10;Oropharynx;32;-;-;-;-;-;-;-;-;-;2;7;9;6;3;1;1;2;1
C11;Nasopharynx;14;-;1;-;-;-;1;-;1;-;1;2;-;2;2;1;3;-;-
C12;Pyriform sinus;21;-;-;-;-;-;-;-;-;1;-;3;4;4;4;3;2;-;-
C13;Hypopharynx;16;-;-;-;-;-;-;-;-;-;4;4;2;3;1;1;1;-;-
C14;Lip, oral cavity and pharynx, NOS;11;-;-;-;-;-;-;-;-;-;1;2;1;3;2;1;-;-;1
C15;Oesophagus;228;-;-;-;-;-;-;-;1;-;5;13;30;36;19;36;32;31;25
C16;Stomach;499;-;-;-;1;-;2;2;9;12;16;25;36;35;49;51;78;77;106
C17;Small intestine;85;-;-;-;-;-;-;1;2;2;3;10;3;10;8;13;14;15;4
C18;Colon;2609;-;-;4;3;6;5;14;26;33;58;114;156;236;266;354;467;466;401
C19;Rectosigmoid junction;120;-;-;-;-;1;-;-;-;-;1;8;10;8;16;18;29;16;13
C20;Rectum;960;-;-;-;-;-;-;-;15;17;36;65;75;112;106;129;173;127;105
C21;Anus and anal canal;82;-;-;-;-;-;1;1;-;3;13;8;11;5;7;6;14;5;8
C22;Liver and intrahepatic bile ducts;192;1;-;-;-;-;1;1;2;8;8;7;13;20;26;32;44;16;13
C23;Gallbladder;72;-;-;-;-;-;-;-;1;1;-;-;2;5;12;14;19;13;5
C24;Biliary tract, NOS;113;-;-;-;-;-;-;-;-;1;3;4;5;8;7;17;32;16;20
C25;Pancreas;573;-;-;-;-;2;3;2;7;7;19;33;33;54;75;86;119;73;60
C26;Other ill-defined digestive organs;15;-;-;-;-;-;-;-;1;-;-;2;-;2;1;2;4;2;1
C30;Nasal cavity and middle ear;14;-;-;-;-;-;1;-;-;-;1;2;3;1;2;-;2;1;1
C31;Accessory sinuses;24;-;-;-;-;-;-;-;-;4;1;-;2;3;4;2;3;1;4
C32;Larynx;86;-;-;-;-;-;-;1;-;4;5;18;18;11;11;7;4;5;2
C33;Trachea;2;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
C34;Bronchus and lung;1776;-;-;-;3;1;1;6;15;43;101;183;223;263;257;262;196;147;75
C37;Thymus;15;-;-;-;-;-;-;1;-;1;2;1;-;1;1;5;2;-;1
C38;Heart, mediastinum and pleura;14;1;-;-;-;-;1;-;-;1;-;1;2;3;1;1;3;-;-
C39;Respiratory system and intrathoracic organs, NOS;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
C40;Bone and articular cartilage of limbs;34;-;2;8;2;1;-;3;1;2;4;2;2;3;2;-;-;-;2
C41;Bone and articular cartilage, NOS;30;-;1;1;1;-;2;-;1;3;3;2;5;1;3;2;2;1;2
C43;Malignant melanoma of skin;1147;-;-;-;6;26;46;65;118;100;123;91;98;105;69;87;86;63;64
C44;Malignant neoplasms of skin;1560;-;1;1;4;3;2;8;17;19;35;41;63;97;115;179;242;312;421
C45;Mesothelioma;52;-;-;-;-;-;-;-;-;1;2;2;5;2;6;11;11;8;4
C46;Kaposi's sarcoma;11;-;-;-;-;1;1;1;-;1;-;-;3;-;-;-;-;3;1
C47,C49;Soft tissues;168;3;-;-;6;2;5;5;7;4;10;12;14;14;5;20;22;17;22
C48;Retroperitoneum and peritoneum;53;1;1;-;-;-;1;1;1;2;2;6;4;2;7;7;6;6;6
C50;Breast;9697;-;-;-;-;10;30;119;288;668;1067;1119;1196;1195;998;894;878;698;537
C51;Vulva;187;-;-;-;-;-;1;2;6;5;10;7;16;16;16;21;26;30;31
C52;Vagina;35;-;-;-;-;-;-;-;-;1;-;-;1;3;6;5;5;3;11
C53;Cervix uteri;643;-;-;-;1;3;16;48;61;90;89;57;48;49;38;47;44;30;22
C54;Corpus uteri;1450;-;-;-;-;-;5;2;15;21;40;80;166;186;212;244;226;151;102
C55;Uterus;11;-;-;-;-;-;-;-;-;-;1;-;-;3;1;3;-;1;2
C56;Ovary;870;-;1;-;2;6;10;9;14;23;58;66;104;113;85;122;120;85;52
C57;Female genital organs, NOS;50;-;-;-;-;-;-;2;-;-;4;2;8;4;5;9;11;2;3
C58;Placenta;2;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-
C64;Kidney;541;7;-;3;1;2;4;4;7;18;19;42;43;51;65;97;91;61;26
C65;Renal pelvis;77;-;-;-;-;-;-;1;2;1;-;1;4;7;4;11;21;17;8
C66;Ureter;41;-;-;-;-;-;-;-;-;-;1;-;-;3;7;5;14;5;6
C67;Bladder;474;1;-;-;-;-;1;1;3;3;5;20;28;30;46;65;98;98;75
C68;Urinary organs, NOS;8;-;-;-;-;-;-;-;-;-;-;1;-;2;-;-;2;1;2
C69;Eye and adnexa;39;5;1;-;-;1;-;-;1;2;2;3;6;3;1;4;4;4;2
C70;Meninges;10;-;-;-;-;-;-;-;-;-;1;1;-;3;2;1;1;-;1
C71;Brain;327;6;3;8;5;8;11;18;18;20;16;29;30;32;22;43;35;21;2
C72;Spinal cord, cranial nerves and CNS, NOS;9;3;-;-;-;-;1;-;2;-;-;1;-;1;1;-;-;-;-
C73;Thyroid gland;546;1;-;-;5;16;18;37;61;56;65;57;55;59;34;39;28;12;3
C74;Adrenal gland;15;1;-;-;-;-;1;-;-;4;1;2;-;1;1;2;2;-;-
C75;Endocrine glands, NOS;7;1;1;-;-;-;1;-;-;1;-;-;1;-;-;-;1;1;-
C81;Hodgkin's disease;130;-;1;6;10;16;14;11;8;3;13;10;10;2;3;4;10;6;3
