icd-o-3;label;Tot;00-;05-;10-;15-;20-;25-;30-;35-;40-;45-;50-;55-;60-;65-;70-;75-;80-;85+;CR;ESR;WSR;CRI
C00;Lip;9.0;-;-;-;-;-;-;-;-;-;-;-;0.9009009;1.29547103;1.2392188;1.19427227;1.29585714;6.44672587;-;0.51486589;0.29460893;0.19410909;0.02314664
C01;Base of tongue;6.0;-;-;-;-;-;-;-;0.82583885;-;0.79491888;0.84883879;0.9009009;2.59094207;-;-;-;-;-;0.34324393;0.35647291;0.27936112;0.02980276
C02;Tongue;21.0;-;-;-;-;-;-;0.87213612;-;1.55502857;1.58983776;1.69767758;1.8018018;3.8864131;2.47843759;3.58281681;1.29585714;3.22336293;2.53865096;1.20135375;0.99261566;0.74121073;0.08728263
C03;Gum;12.0;-;-;-;-;-;-;-;-;0.77751429;-;-;2.7027027;2.59094207;-;2.38854454;1.29585714;4.8350444;-;0.68648786;0.49205919;0.34330133;0.04228957
C04;Floor of mouth;9.0;-;-;-;-;-;-;-;-;-;-;1.69767758;0.9009009;5.18188413;-;1.19427227;1.29585714;-;-;0.51486589;0.493731;0.3650393;0.04486361
C05;Palate;9.0;-;-;-;-;-;-;-;-;-;0.79491888;2.54651637;3.6036036;1.29547103;-;-;-;-;-;0.51486589;0.51489023;0.37098394;0.04119406
C06;Mouth, NOS;13.0;-;-;-;-;-;-;-;-;3.11005715;-;1.69767758;0.9009009;1.29547103;1.2392188;-;2.59171429;1.61168147;2.53865096;0.74369518;0.5982754;0.44318755;0.04120813
C07;Parotid gland;16.0;-;-;-;0.9419034;-;-;-;-;0.77751429;0.79491888;0.84883879;0.9009009;1.29547103;1.2392188;3.58281681;3.88757143;1.61168147;5.07730192;0.91531715;0.6559444;0.49056764;0.05189444
C08;Salivary glands, NOS;3.0;-;-;-;-;-;1.00018003;-;-;-;-;0.84883879;0.9009009;-;-;-;-;-;-;0.17162196;0.18348537;0.15849238;0.01374865
C09;Tonsil;22.0;-;-;-;-;-;-;-;0.82583885;0.77751429;3.97459439;3.39535515;4.5045045;2.59094207;1.2392188;-;1.29585714;1.61168147;2.53865096;1.25856108;1.14493778;0.85914927;0.08650241
C10;Oropharynx;12.0;-;-;-;-;-;-;-;-;-;-;2.54651637;3.6036036;1.29547103;2.47843759;1.19427227;-;-;2.53865096;0.68648786;0.61959809;0.43422063;0.05557606
C11;Nasopharynx;4.0;-;-;-;-;-;-;-;-;-;-;-;-;2.59094207;-;1.19427227;-;1.61168147;-;0.22882929;0.18149209;0.13558154;0.01892428
C12;Pyriform sinus;5.0;-;-;-;-;-;-;-;-;0.77751429;1.58983776;0.84883879;-;-;-;-;1.29585714;-;-;0.28603661;0.2510505;0.19744163;0.01607966
C13;Hypopharynx;9.0;-;-;-;-;-;-;-;-;-;0.79491888;0.84883879;1.8018018;2.59094207;2.47843759;-;-;1.61168147;-;0.51486589;0.46797257;0.34825836;0.04256563
C14;Lip, oral cavity and pharynx, NOS;9.0;-;-;-;-;-;-;-;-;-;-;1.69767758;4.5045045;1.29547103;-;-;1.29585714;-;-;0.51486589;0.4797984;0.32984147;0.03748124
C15;Oesophagus;81.0;-;-;-;-;-;-;-;-;1.55502857;0.79491888;9.33722667;8.10810811;9.06829723;13.63140676;9.55417816;20.73371432;14.50513321;17.77055673;4.63379305;3.32731634;2.26365575;0.25990748
