icd-o-3;label;Tot;00-;05-;10-;15-;20-;25-;30-;35-;40-;45-;50-;55-;60-;65-;70-;75-;80-;85+;CR;ESR;WSR;CRI
C00;Lip;0.0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
C01;Base of tongue;1.0;-;-;-;-;-;-;-;-;-;-;-;-;-;4.76462741;-;-;-;-;0.19114502;0.1905851;0.14293882;0.0238203
C02;Tongue;5.0;-;-;-;-;-;-;-;-;-;-;3.29402464;3.5910511;-;-;4.67246052;9.70120295;-;-;0.95572508;0.78024267;0.49880452;0.05777099
C03;Gum;2.0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4.67246052;4.85060147;-;-;0.38229003;0.23718585;0.14195523;0.02335957
C04;Floor of mouth;1.0;-;-;-;-;-;-;-;-;-;-;-;-;4.52100005;-;-;-;-;-;0.19114502;0.22605;0.18084;0.02260245
C05;Palate;6.0;-;-;-;-;2.79485746;-;-;-;-;-;3.29402464;3.5910511;-;4.76462741;9.34492104;-;-;-;1.1468701;1.11261754;0.86176912;0.11887669
C06;Mouth, NOS;6.0;-;-;-;-;-;-;-;-;-;-;-;3.5910511;4.52100005;4.76462741;4.67246052;4.85060147;5.32226303;-;1.1468701;0.92250664;0.63598741;0.08770721
C07;Parotid gland;5.0;-;-;-;-;-;-;-;2.62054507;5.65450947;-;-;-;-;-;-;4.85060147;-;6.91323885;0.95572508;0.74539824;0.57957548;0.04136671
C08;Salivary glands, NOS;2.0;-;-;-;-;-;-;-;-;-;-;-;-;-;4.76462741;4.67246052;-;-;-;0.38229003;0.33075891;0.23638803;0.04717431
C09;Tonsil;12.0;-;-;-;-;-;-;-;2.62054507;-;-;13.17609856;3.5910511;-;19.05850962;-;9.70120295;-;-;2.29374019;2.27759256;1.62844699;0.19204638
C10;Oropharynx;2.0;-;-;-;-;-;-;-;-;-;-;-;-;4.52100005;-;-;-;5.32226303;-;0.38229003;0.27927263;0.20745132;0.02260245
C11;Nasopharynx;1.0;-;-;-;-;-;-;-;-;-;-;-;-;4.52100005;-;-;-;-;-;0.19114502;0.22605;0.18084;0.02260245
C12;Pyriform sinus;3.0;-;-;-;-;-;-;-;-;-;-;-;3.5910511;-;-;4.67246052;4.85060147;-;-;0.57343505;0.45264891;0.28559727;0.04130902
C13;Hypopharynx;2.0;-;-;-;-;-;-;-;-;-;-;-;3.5910511;-;-;-;-;5.32226303;-;0.38229003;0.2686857;0.17025336;0.01795364
C14;Lip, oral cavity and pharynx, NOS;3.0;-;-;-;-;-;-;-;-;-;-;-;-;4.52100005;-;4.67246052;4.85060147;-;-;0.57343505;0.46323585;0.32279523;0.04595674
C15;Oesophagus;20.0;-;-;-;-;-;-;-;2.62054507;-;-;-;10.7731533;18.08400018;9.52925481;4.67246052;14.55180442;10.64452605;27.65295541;3.82290032;2.92938227;2.02785115;0.22813644
C16;Stomach;42.0;-;-;-;-;-;2.26326272;-;5.24109015;5.65450947;3.05110603;3.29402464;7.1821022;9.04200009;33.35239184;42.05214466;14.55180442;37.25584118;34.56619426;8.02809067;5.8532221;4.17777155;0.55412221
C17;Small intestine;7.0;-;-;-;-;-;-;-;-;2.82725474;3.05110603;-;3.5910511;4.52100005;-;-;9.70120295;-;6.91323885;1.33801511;1.11615477;0.80876192;0.0699276
C18;Colon;259.0;-;-;3.65670823;3.63609919;8.38457239;2.26326272;2.34307271;2.62054507;11.30901894;15.25553013;42.82232031;68.22997091;63.29400063;61.94015628;130.8288945;261.93247963;266.11315131;352.57518147;49.50655914;31.54688337;20.9894934;2.0613778
C19;Rectosigmoid junction;9.0;-;-;-;-;-;-;-;-;-;6.10221205;-;3.5910511;-;4.76462741;4.67246052;9.70120295;5.32226303;6.91323885;1.72030514;1.2897559;0.90435234;0.09560602
C20;Rectum;63.0;-;-;-;-;-;-;2.34307271;2.62054507;-;3.05110603;13.17609856;14.3642044;31.64700032;38.11701925;46.72460518;33.95421032;79.83394539;34.56619426;12.04213601;8.67706437;5.96968203;0.75733591
C21;Anus and anal canal;12.0;-;-;-;-;-;-;-;-;-;6.10221205;3.29402464;7.1821022;-;4.76462741;4.67246052;4.85060147;10.64452605;13.8264777;2.29374019;1.76114368;1.22536711;0.12999257
C22;Liver and intrahepatic bile ducts;23.0;2.94681008;-;-;-;-;-;-;-;-;6.10221205;3.29402464;7.1821022;4.52100005;19.05850962;14.01738155;19.4024059;10.64452605;20.73971656;4.39633537;3.43520988;2.55562345;0.28520272
C23;Gallbladder;6.0;-;-;-;-;-;-;-;-;2.82725474;-;-;-;4.52100005;4.76462741;-;9.70120295;5.32226303;-;1.1468701;0.86178962;0.61703745;0.06054607
C24;Biliary tract, NOS;8.0;-;-;-;-;-;2.26326272;-;-;-;-;-;-;-;-;4.67246052;4.85060147;26.61131513;-;1.52916013;0.66172739;0.45607282;0.0346726
C25;Pancreas;35.0;-;-;-;-;-;-;-;-;-;-;3.29402464;10.7731533;22.60500023;33.35239184;23.36230259;29.10360885;21.2890521;27.65295541;6.69007556;5.11367794;3.50339131;0.46584592
C26;Other ill-defined digestive organs;2.0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5.32226303;6.91323885;0.38229003;0.12235502;0.06117751;-
C30;Nasal cavity and middle ear;0.0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
C31;Accessory sinuses;1.0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5.32226303;-;0.19114502;0.05322263;0.02661132;-
C32;Larynx;11.0;-;-;-;-;-;-;-;-;-;3.05110603;6.58804928;7.1821022;4.52100005;9.52925481;4.67246052;4.85060147;5.32226303;-;2.10259518;2.00329567;1.4350371;0.17756204
C33;Trachea;0.0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
