icd-o-3;label;Tot;00-;05-;10-;15-;20-;25-;30-;35-;40-;45-;50-;55-;60-;65-;70-;75-;80-;85+
C00;Lip;6;-;-;-;-;-;-;-;-;1;-;-;1;-;1;1;1;1;-
C01;Base of tongue;11;-;-;-;-;-;-;-;-;-;-;2;3;2;2;1;-;1;-
C02;Tongue;21;-;-;-;-;-;-;-;1;1;2;5;5;-;1;2;2;1;1
C03;Gum;15;-;-;-;-;-;-;-;-;1;1;1;1;3;-;1;3;2;2
C04;Floor of mouth;29;-;-;-;-;-;-;-;1;1;3;5;4;6;1;1;3;1;3
C05;Palate;16;-;-;-;-;-;-;1;-;-;1;3;5;-;-;3;-;1;2
C06;Mouth, NOS;20;-;-;-;-;-;-;-;-;1;3;1;1;2;1;2;2;3;4
C07;Parotid gland;20;-;-;-;-;1;-;-;-;1;1;2;3;1;1;4;3;1;2
C08;Salivary glands, NOS;11;-;1;1;-;-;-;-;-;-;-;1;-;2;2;1;3;-;-
C09;Tonsil;19;-;-;-;1;-;-;-;-;1;2;4;3;2;1;4;-;1;-
C10;Oropharynx;13;-;-;-;-;-;-;1;-;-;1;5;-;2;2;1;1;-;-
C11;Nasopharynx;9;-;-;-;-;-;-;-;1;-;1;1;1;-;1;2;1;1;-
C12;Pyriform sinus;7;-;-;-;-;-;-;-;-;-;1;1;2;1;-;-;-;-;2
C13;Hypopharynx;13;-;-;-;-;-;-;-;-;-;-;5;1;4;1;2;-;-;-
C14;Lip, oral cavity and pharynx, NOS;2;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-
C15;Oesophagus;139;-;-;-;-;-;-;-;-;3;7;6;10;18;14;18;23;26;14
C16;Stomach;275;-;-;-;-;-;2;2;6;9;10;11;14;16;30;32;42;40;61
C17;Small intestine;70;-;-;-;-;-;1;1;-;2;2;5;8;9;7;10;15;6;4
C18;Colon;1556;-;1;1;3;4;3;5;14;27;34;70;84;118;175;203;278;302;234
C19;Rectosigmoid junction;65;-;-;-;-;-;-;-;-;2;1;-;7;3;9;15;14;5;9
C20;Rectum;598;-;-;-;-;2;3;2;5;11;21;36;45;61;76;88;93;82;73
C21;Anus and anal canal;42;-;-;-;-;-;-;-;-;1;6;2;1;5;3;2;3;10;9
C22;Liver and intrahepatic bile ducts;82;-;1;-;-;-;-;-;1;1;4;4;8;9;7;19;12;9;7
