icd-o-3;label;Tot;00-;05-;10-;15-;20-;25-;30-;35-;40-;45-;50-;55-;60-;65-;70-;75-;80-;85+
C00;Lip;50;-;1;-;-;-;-;-;-;-;1;4;6;4;6;6;12;5;5
C01;Base of tongue;33;-;-;-;-;-;-;-;-;1;3;3;6;9;3;6;2;-;-
C02;Tongue;64;-;-;-;-;-;-;-;1;5;7;7;14;10;6;7;4;2;1
C03;Gum;10;-;-;-;-;-;-;-;-;-;-;1;1;4;2;2;-;-;-
C04;Floor of mouth;78;-;-;-;-;-;-;-;2;10;10;11;13;11;10;5;3;2;1
C05;Palate;21;-;-;-;-;-;-;-;-;1;-;6;2;2;6;2;1;-;1
C06;Mouth, NOS;41;-;-;-;-;-;-;-;1;2;5;7;7;6;5;3;2;3;-
C07;Parotid gland;30;-;-;-;-;-;-;1;-;1;2;2;5;2;4;3;3;5;2
C08;Salivary glands, NOS;12;-;-;-;-;-;-;-;-;1;-;-;2;4;-;2;3;-;-
C09;Tonsil;85;-;-;-;-;-;-;-;2;2;13;13;20;11;14;-;5;3;2
C10;Oropharynx;35;-;-;-;-;-;-;-;-;1;7;8;4;3;4;3;4;1;-
C11;Nasopharynx;22;-;-;-;-;-;1;-;-;-;3;2;2;-;6;6;2;-;-
C12;Pyriform sinus;42;-;-;-;-;-;-;-;1;-;3;6;4;10;10;2;4;2;-
C13;Hypopharynx;31;-;-;-;-;-;-;-;-;2;3;8;6;4;6;1;1;-;-
C14;Lip, oral cavity and pharynx, NOS;12;-;-;-;1;-;-;-;-;-;2;2;1;1;1;4;-;-;-
C15;Oesophagus;350;-;-;-;-;-;1;1;3;7;18;36;54;51;52;42;55;16;14
C16;Stomach;517;-;-;-;-;-;1;1;2;9;27;23;34;48;66;100;94;65;47
C17;Small intestine;75;-;-;-;-;-;-;2;2;4;2;1;10;6;14;8;16;6;4
C18;Colon;1499;-;1;1;-;-;1;4;7;14;34;53;106;160;232;324;291;174;97
C19;Rectosigmoid junction;158;-;-;-;-;-;-;1;-;-;2;6;10;20;33;37;22;20;7
C20;Rectum;801;-;-;-;-;-;1;2;5;14;19;52;71;85;141;159;138;66;48
C21;Anus and anal canal;28;-;-;-;-;-;-;-;-;-;2;3;6;5;3;2;2;3;2
C22;Liver and intrahepatic bile ducts;118;-;1;-;-;1;1;1;2;2;6;6;23;15;21;23;7;7;2
C23;Gallbladder;10;-;-;-;-;-;-;-;-;-;2;1;1;-;-;3;-;2;1
C24;Biliary tract, NOS;58;-;-;-;-;-;-;-;-;1;1;2;6;5;7;11;16;6;3
C25;Pancreas;332;-;-;-;-;1;1;1;-;6;11;16;28;38;53;66;57;37;17
