icd-o-3;label;Tot;00-;05-;10-;15-;20-;25-;30-;35-;40-;45-;50-;55-;60-;65-;70-;75-;80-;85+;CR;ESR;WSR;CRI
C00;Lip;10;-;-;-;-;-;-;-;0.42;0.45;-;-;-;0.61;0.6;2.06;1.64;1.6;-;0.33;0.23;0.16;0.02
C01;Base of tongue;5;-;-;-;-;-;-;-;-;0.45;0.5;1.05;-;-;-;-;-;-;1.33;0.17;0.15;0.12;0.01
C02;Tongue;31;-;-;-;-;-;-;0.45;-;0.9;2.48;2.1;2.57;3.64;1.81;1.37;1.64;1.6;1.33;1.03;0.93;0.7;0.08
C03;Gum;9;-;-;-;-;0.57;-;-;-;-;0.5;-;1.28;-;-;-;0.82;-;5.3;0.3;0.22;0.16;0.01
C04;Floor of mouth;11;-;-;-;-;-;-;0.45;-;-;0.5;0.52;-;1.21;0.6;-;0.82;3.21;2.65;0.37;0.26;0.19;0.02
C05;Palate;7;-;-;-;-;-;-;-;-;0.45;-;0.52;-;0.61;0.6;0.69;1.64;-;-;0.23;0.18;0.13;0.01
C06;Mouth, NOS;18;0.63;-;-;-;-;-;0.45;-;-;0.99;0.52;1.92;0.61;0.6;-;2.46;4.81;2.65;0.6;0.48;0.37;0.03
C07;Parotid gland;13;-;-;-;-;-;0.51;-;-;1.34;-;-;-;0.61;2.42;0.69;1.64;-;1.33;0.43;0.32;0.26;0.03
C08;Salivary glands, NOS;5;-;-;-;-;-;-;-;-;-;0.5;-;0.64;0.61;0.6;-;0.82;-;-;0.17;0.14;0.11;0.01
C09;Tonsil;14;-;-;-;-;0.57;-;-;-;0.45;0.99;1.05;0.64;1.21;1.21;0.69;0.82;1.6;-;0.47;0.41;0.32;0.03
C10;Oropharynx;2;-;-;-;-;-;-;-;-;0.45;-;-;-;-;-;-;-;1.6;-;0.07;0.05;0.03;0
C11;Nasopharynx;4;-;-;-;-;-;-;0.91;-;-;-;0.52;-;-;-;0.69;-;-;-;0.13;0.12;0.09;0.01
C12;Pyriform sinus;7;-;-;-;-;-;-;-;-;-;0.5;-;1.28;1.21;-;0.69;0.82;-;-;0.23;0.21;0.15;0.02
C13;Hypopharynx;2;-;-;-;-;-;-;-;-;-;-;-;-;0.61;-;0.69;-;-;-;0.07;0.05;0.04;0.01
C14;Lip, oral cavity and pharynx, NOS;1;-;-;-;-;-;-;-;-;-;-;-;-;-;0.6;-;-;-;-;0.03;0.02;0.02;0
C15;Oesophagus;94;-;-;-;-;-;-;-;-;2.24;0.99;5.24;5.13;4.85;4.84;7.54;15.58;11.22;21.21;3.13;2.2;1.47;0.15
C16;Stomach;326;-;-;-;-;-;-;0.45;2.54;2.69;3.47;11.53;5.77;11.52;17.54;36.32;54.92;54.51;96.79;10.84;6.77;4.38;0.46
C17;Small intestine;35;-;-;-;-;-;-;-;0.85;0.9;0.5;2.1;0.64;3.03;2.42;2.74;5.74;4.81;2.65;1.16;0.86;0.61;0.07
C18;Colon;1124;-;-;1.21;1.71;0.57;0.51;2.27;2.54;7.17;13.9;24.11;38.5;60.01;72.58;128.82;155.76;262.93;258.54;37.38;24.19;15.97;1.75
C19;Rectosigmoid junction;109;-;-;-;-;0.57;-;-;-;1.34;-;2.1;3.21;6.67;9.07;18.5;16.4;24.05;10.61;3.62;2.4;1.61;0.21
C20;Rectum;453;-;-;-;-;-;0.51;1.36;1.27;3.58;7.94;13.63;17.97;33.95;44.76;43.17;56.56;92.99;63.64;15.06;10.54;7.2;0.84
C21;Anus and anal canal;20;-;-;-;-;-;-;-;-;-;0.99;-;1.28;1.82;3.63;1.37;0.82;1.6;3.98;0.67;0.5;0.36;0.05
C22;Liver and intrahepatic bile ducts;92;0.63;-;-;-;-;-;-;-;0.45;-;2.1;2.57;3.03;6.05;15.07;13.12;17.64;23.87;3.06;1.91;1.25;0.15
C23;Gallbladder;53;-;-;-;-;-;-;-;-;0.45;0.5;0.52;1.28;3.64;0.6;8.91;8.2;16.03;10.61;1.76;1.08;0.69;0.08
C24;Biliary tract, NOS;26;-;-;-;-;-;-;-;-;-;-;1.05;0.64;1.82;1.81;2.74;5.74;1.6;6.63;0.86;0.55;0.36;0.04
C25;Pancreas;278;-;-;-;-;1.13;-;0.91;1.69;2.69;1.99;6.29;9.62;10.91;17.54;34.95;40.17;72.15;54.36;9.25;5.97;3.92;0.44
C26;Other ill-defined digestive organs;5;-;-;-;-;-;-;-;-;0.45;0.5;-;-;0.61;-;0.69;-;-;1.33;0.17;0.13;0.1;0.01
C30;Nasal cavity and middle ear;1;-;-;-;-;-;-;-;-;0.45;-;-;-;-;-;-;-;-;-;0.03;0.03;0.03;0
C31;Accessory sinuses;12;-;-;-;-;-;-;-;0.42;1.34;0.5;-;1.28;1.21;0.6;0.69;-;-;1.33;0.4;0.35;0.27;0.03
C32;Larynx;36;-;-;-;-;-;-;-;-;1.34;0.5;1.57;1.92;3.03;1.81;6.85;4.1;-;3.98;1.2;0.91;0.64;0.09
C33;Trachea;3;-;-;-;-;-;0.51;-;-;-;-;-;-;0.61;-;0.69;-;-;-;0.1;0.09;0.08;0.01
C34;Bronchus and lung;547;-;-;-;-;-;1.02;1.36;3.39;12.54;15.88;20.97;34.01;38.19;53.83;58.93;67.22;62.53;29.17;18.19;13.99;9.93;1.19
C37;Thymus;6;-;-;-;-;-;-;0.45;0.42;-;-;0.52;-;-;1.21;0.69;-;-;-;0.2;0.17;0.13;0.02
C38;Heart, mediastinum and pleura;11;-;-;-;-;-;-;-;-;-;-;0.52;-;0.61;0.6;2.06;1.64;1.6;2.65;0.37;0.23;0.15;0.02
C39;Respiratory system and intrathoracic organs, NOS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
C40;Bone and articular cartilage of limbs;16;-;-;1.82;1.71;0.57;0.51;0.45;-;-;0.99;0.52;0.64;1.21;-;0.69;-;-;-;0.53;0.58;0.6;0.05
C41;Bone and articular cartilage, NOS;17;-;0.58;0.61;-;1.13;-;0.45;0.42;0.45;0.5;1.05;1.28;0.61;1.21;0.69;-;1.6;-;0.57;0.56;0.5;0.04
C43;Malignant melanoma of skin;386;-;-;-;1.71;6.81;14.3;8.61;12.28;14.33;17.87;19.4;19.89;22.43;19.35;21.93;22.13;20.84;23.87;12.84;11.31;9.15;0.89
C44;Malignant neoplasms of skin;340;-;-;-;0.57;-;-;0.91;0.42;2.24;2.48;3.15;8.98;7.88;17.54;28.78;45.09;76.96;157.77;11.31;6.43;3.97;0.36
C45;Mesothelioma;25;-;-;-;-;-;-;-;0.42;0.45;0.5;1.05;1.92;2.42;1.81;2.06;3.28;3.21;1.33;0.83;0.65;0.46;0.05
C46;Kaposi's sarcoma;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1.6;-;0.03;0.02;0.01;-
C47,C49;Soft tissues;89;-;-;-;1.71;1.7;1.02;0.91;2.96;1.34;2.98;3.15;3.85;7.27;4.23;6.17;7.38;6.41;13.26;2.96;2.4;1.89;0.19
C48;Retroperitoneum and peritoneum;19;-;-;-;-;0.57;-;-;-;-;0.5;-;-;1.82;0.6;2.74;1.64;3.21;6.63;0.63;0.4;0.29;0.03
C50;Breast;4665;-;-;-;-;1.7;12.77;43.04;80.04;136.15;256.11;311.39;332.36;371.61;312.69;346.71;314.79;336.68;253.24;155.14;132.51;98.22;10.44
C51;Vulva;74;-;-;-;0.57;0.57;0.51;0.91;0.85;0.9;1.49;3.67;1.92;1.82;4.84;6.17;12.3;11.22;13.26;2.46;1.74;1.23;0.12
C52;Vagina;29;0.63;-;-;-;0.57;0.51;-;-;0.45;0.5;-;1.28;1.21;2.42;4.11;4.1;4.81;2.65;0.96;0.71;0.55;0.06
C53;Cervix uteri;348;-;-;-;-;1.7;4.6;16.31;19.9;21.5;18.36;15.73;17.32;12.73;13.91;15.76;21.31;11.22;14.58;11.57;10.26;8.13;0.79
C54;Corpus uteri;669;-;-;-;-;1.13;1.02;0.45;0.85;5.82;9.93;20.97;45.56;68.5;76.21;80.85;65.58;62.53;55.69;22.25;16.94;11.96;1.54
C55;Uterus;56;-;-;-;-;-;-;-;-;0.9;4.47;0.52;2.57;4.24;4.84;5.48;7.38;11.22;1.33;1.86;1.41;1.01;0.12
C56;Ovary;577;-;0.58;-;-;2.27;6.64;4.08;6.35;11.2;20.35;26.21;37.86;46.68;45.36;45.22;54.92;44.89;62.31;19.19;15.38;11.33;1.26
C57;Female genital organs, NOS;11;-;-;-;-;-;-;-;-;0.45;-;-;0.64;0.61;2.42;1.37;1.64;-;-;0.37;0.27;0.19;0.03
