icd-o-3;label;Tot;00-;05-;10-;15-;20-;25-;30-;35-;40-;45-;50-;55-;60-;65-;70-;75-;80-;85+
C00;Lip;41;-;-;-;-;-;-;-;-;2;-;1;1;3;6;3;11;11;3
C01;Base of tongue;51;-;-;-;-;-;-;-;1;1;5;5;11;10;6;4;3;3;2
C02;Tongue;76;-;-;-;-;1;1;-;2;3;6;9;16;11;9;8;3;4;3
C03;Gum;17;-;-;-;-;-;-;-;-;-;2;3;3;3;2;-;3;1;-
C04;Floor of mouth;79;-;-;-;-;-;-;-;-;1;6;27;15;14;3;4;7;2;-
C05;Palate;28;-;-;-;-;-;-;-;-;-;1;6;14;2;1;3;-;-;1
C06;Mouth, NOS;31;-;-;-;-;-;-;-;-;2;2;2;3;6;5;3;4;1;3
C07;Parotid gland;32;-;-;1;-;-;1;-;-;1;3;3;1;5;2;1;7;3;4
C08;Salivary glands, NOS;8;-;-;-;1;-;-;-;-;-;-;-;1;1;3;1;1;-;-
C09;Tonsil;69;-;-;-;-;-;-;-;-;2;8;10;14;14;10;8;3;-;-
C10;Oropharynx;74;-;-;-;-;-;-;-;-;1;10;8;12;14;12;8;4;3;2
C11;Nasopharynx;22;-;-;-;-;1;-;1;2;-;3;4;3;-;3;4;-;-;1
C12;Pyriform sinus;55;-;-;-;-;-;-;-;-;-;2;5;16;9;11;7;1;3;1
C13;Hypopharynx;29;-;-;-;-;-;-;-;-;-;2;8;4;5;5;1;1;3;-
C14;Lip, oral cavity and pharynx, NOS;6;-;-;-;-;-;-;-;-;-;-;-;1;2;1;-;1;1;-
C15;Oesophagus;408;-;-;-;-;-;-;2;2;2;16;40;44;53;66;69;52;35;27
C16;Stomach;549;-;-;-;-;-;2;2;4;7;24;24;50;57;72;83;90;79;55
C17;Small intestine;94;-;-;-;-;-;-;-;-;2;5;3;9;18;11;14;11;14;7
C18;Colon;1874;-;1;3;3;3;5;5;13;18;36;76;133;182;268;295;365;298;170
C19;Rectosigmoid junction;104;-;-;-;-;-;-;-;-;-;2;7;9;11;14;20;18;16;7
C20;Rectum;916;-;-;-;-;3;2;2;5;11;35;56;103;131;135;137;131;110;55
C21;Anus and anal canal;30;-;-;-;-;-;-;-;-;1;2;2;2;4;9;4;2;2;2
C22;Liver and intrahepatic bile ducts;250;-;-;1;-;-;1;1;5;1;9;16;23;36;48;47;36;21;5
C23;Gallbladder;22;-;-;-;-;-;-;-;-;1;1;1;1;1;3;3;3;6;2
C24;Biliary tract, NOS;83;-;-;-;-;-;-;-;-;2;2;2;5;8;14;11;14;11;14
C25;Pancreas;446;-;-;-;-;1;2;2;5;4;10;30;38;51;66;79;75;53;30
C26;Other ill-defined digestive organs;9;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;5;2;-
C30;Nasal cavity and middle ear;20;2;-;-;-;-;-;-;-;-;-;1;1;4;2;4;2;1;3
C31;Accessory sinuses;43;-;-;-;-;-;-;-;-;-;3;3;6;10;3;4;9;3;2
C32;Larynx;310;-;-;-;-;-;-;-;-;6;9;26;39;42;58;40;44;36;10
C33;Trachea;5;-;-;-;-;-;-;-;-;-;-;1;-;-;2;-;1;-;1
C34;Bronchus and lung;3348;-;-;-;-;-;-;4;8;23;67;152;301;431;493;641;621;410;197
C37;Thymus;6;-;-;-;-;-;-;-;-;-;1;-;-;2;-;3;-;-;-
C38;Heart, mediastinum and pleura;17;-;-;-;-;-;2;-;2;1;-;-;3;2;2;1;2;2;-
C39;Respiratory system and intrathoracic organs, NOS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
C40;Bone and articular cartilage of limbs;22;-;-;2;4;2;1;2;2;-;2;1;-;-;1;2;1;1;1
C41;Bone and articular cartilage, NOS;26;1;1;1;1;-;1;2;1;1;2;1;3;2;2;3;4;-;-
C43;Malignant melanoma of skin;468;-;-;-;2;4;16;13;27;32;45;35;52;50;39;50;51;33;19
C44;Malignant neoplasms of skin;1597;-;1;-;-;1;4;2;6;12;19;42;45;94;139;215;348;359;310
C45;Mesothelioma;148;-;-;-;1;-;1;-;2;-;1;5;7;24;23;21;37;20;6
C46;Kaposi's sarcoma;12;-;-;-;-;-;1;1;2;-;3;2;1;-;-;-;-;-;2
C47,C49;Soft tissues;101;3;-;-;1;-;2;2;2;7;7;7;6;7;13;12;16;6;10
C48;Retroperitoneum and peritoneum;13;-;-;-;1;-;-;-;-;-;1;1;3;2;1;2;1;1;-
C50;Breast;47;-;-;-;-;-;-;-;-;3;1;6;7;10;3;7;7;3;-
C60;Penis;51;-;-;-;-;-;-;-;-;1;1;3;1;12;5;6;11;8;3
