icd-o-3;label;Tot;00-;05-;10-;15-;20-;25-;30-;35-;40-;45-;50-;55-;60-;65-;70-;75-;80-;85+
C00;Lip;12;-;-;-;-;-;-;-;-;-;-;1;1;1;3;-;3;2;1
C01;Base of tongue;15;-;-;-;-;-;-;-;1;-;-;1;2;2;2;1;3;2;1
C02;Tongue;41;-;-;-;-;-;1;1;-;1;3;5;10;4;2;1;4;5;4
C03;Gum;16;-;-;-;-;-;-;-;-;-;1;-;-;3;1;2;4;3;2
C04;Floor of mouth;14;-;-;-;-;-;-;-;-;-;1;6;1;3;1;-;1;-;1
C05;Palate;17;-;-;-;-;-;-;1;-;-;1;3;4;4;2;1;-;1;-
C06;Mouth, NOS;17;-;-;-;-;-;-;1;-;-;1;1;1;-;1;4;3;3;2
C07;Parotid gland;24;-;-;-;-;1;1;-;2;1;1;1;-;5;1;3;4;3;1
C08;Salivary glands, NOS;5;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2;-;-;2
C09;Tonsil;30;-;-;-;-;-;-;-;-;-;1;5;6;5;3;3;3;4;-
C10;Oropharynx;13;-;-;-;-;-;-;-;-;-;1;4;3;2;-;1;-;2;-
C11;Nasopharynx;6;-;-;-;-;-;-;-;1;-;-;2;-;1;-;-;2;-;-
C12;Pyriform sinus;10;-;-;-;-;-;-;-;-;-;-;2;-;3;3;1;1;-;-
C13;Hypopharynx;3;-;-;-;-;-;-;-;-;-;1;1;1;-;-;-;-;-;-
C14;Lip, oral cavity and pharynx, NOS;4;-;-;-;-;-;-;-;-;-;-;1;-;2;-;-;-;-;1
C15;Oesophagus;115;-;-;-;-;-;-;-;-;-;3;9;15;12;7;20;21;15;13
C16;Stomach;288;-;-;-;1;-;2;2;5;6;8;8;16;22;24;29;48;54;63
C17;Small intestine;46;-;-;-;-;-;-;-;2;1;1;7;2;3;7;6;5;11;1
C18;Colon;1602;-;-;-;2;4;4;10;20;21;29;65;96;152;183;235;281;273;227
C19;Rectosigmoid junction;73;-;-;-;-;-;-;-;-;-;-;6;4;4;11;10;18;11;9
C20;Rectum;610;-;-;-;-;-;-;-;12;13;28;36;48;75;61;88;110;76;63
C21;Anus and anal canal;39;-;-;-;-;-;1;-;-;2;3;2;7;3;2;1;10;2;6
C22;Liver and intrahepatic bile ducts;105;1;-;-;-;-;1;-;2;6;5;4;6;12;10;21;25;8;4
C23;Gallbladder;48;-;-;-;-;-;-;-;1;-;-;-;1;3;8;12;10;10;3
C24;Biliary tract, NOS;74;-;-;-;-;-;-;-;-;1;2;2;2;7;4;12;19;10;15
C25;Pancreas;315;-;-;-;-;1;3;1;3;3;9;23;20;25;43;49;61;41;33
C26;Other ill-defined digestive organs;9;-;-;-;-;-;-;-;1;-;-;1;-;1;1;-;2;2;1
C30;Nasal cavity and middle ear;5;-;-;-;-;-;1;-;-;-;1;1;-;-;1;-;-;1;-
C31;Accessory sinuses;20;-;-;-;-;-;-;-;-;4;-;-;1;3;2;2;3;1;4
