icd-o-3;label;Tot;00-;05-;10-;15-;20-;25-;30-;35-;40-;45-;50-;55-;60-;65-;70-;75-;80-;85+
C00;Lip;47;-;-;-;-;-;-;-;1;3;-;4;3;7;6;6;10;3;4
C01;Base of tongue;36;-;-;-;-;-;-;-;-;1;2;3;5;5;9;5;3;3;-
C02;Tongue;77;-;-;-;-;-;-;3;-;8;10;11;7;9;9;10;6;1;3
C03;Gum;9;-;-;-;-;-;-;1;-;-;-;2;1;3;1;-;1;-;-
C04;Floor of mouth;75;-;-;-;-;-;-;-;3;12;9;14;9;7;11;6;4;-;-
C05;Palate;30;1;-;-;-;-;1;-;1;4;1;2;-;6;4;5;3;1;1
C06;Mouth, NOS;43;-;-;-;-;-;-;1;1;4;5;4;5;10;3;5;4;1;-
C07;Parotid gland;26;-;-;-;1;-;1;-;-;-;2;2;1;4;5;5;4;1;-
C08;Salivary glands, NOS;14;-;-;-;-;-;-;-;-;-;-;-;2;5;1;2;3;1;-
C09;Tonsil;75;-;-;-;-;-;-;-;2;7;9;16;12;8;12;3;3;-;3
C10;Oropharynx;32;-;-;-;-;-;-;-;-;3;8;3;4;6;3;3;2;-;-
C11;Nasopharynx;12;-;-;-;-;-;1;-;-;1;1;2;1;-;1;5;-;-;-
C12;Pyriform sinus;48;-;-;-;-;-;-;-;1;4;8;11;9;2;7;4;1;-;1
C13;Hypopharynx;23;-;-;-;-;-;-;-;-;2;3;2;6;-;2;3;3;2;-
C14;Lip, oral cavity and pharynx, NOS;22;-;-;-;-;-;-;-;1;1;1;3;3;1;5;3;3;1;-
C15;Oesophagus;271;-;-;-;-;-;-;2;3;14;16;24;30;39;43;53;30;10;7
C16;Stomach;483;-;-;-;-;-;1;1;3;10;16;20;26;57;71;82;103;42;51
C17;Small intestine;42;-;-;-;-;-;-;1;-;2;3;2;3;5;10;10;5;1;-
C18;Colon;1165;-;-;1;2;-;2;2;10;14;28;63;84;130;186;213;210;112;108
C19;Rectosigmoid junction;166;-;-;-;-;-;-;1;1;2;2;4;12;17;32;37;37;13;8
C20;Rectum;753;-;-;-;-;-;2;3;5;9;22;49;67;90;146;136;110;61;53
C21;Anus and anal canal;25;-;-;-;-;-;-;-;2;3;1;1;5;2;4;1;2;3;1
C22;Liver and intrahepatic bile ducts;126;1;-;-;-;-;-;-;2;5;9;8;13;13;23;22;8;14;8
C23;Gallbladder;17;-;-;-;-;-;-;-;-;-;-;-;-;1;3;4;7;1;1
C24;Biliary tract, NOS;40;-;-;-;-;-;-;-;-;-;4;1;6;3;5;8;6;4;3
C25;Pancreas;255;-;-;-;-;-;-;1;1;4;9;17;16;30;51;54;38;17;17
C26;Other ill-defined digestive organs;5;-;-;-;-;-;-;-;1;-;-;-;-;2;1;-;1;-;-
C30;Nasal cavity and middle ear;9;-;-;-;-;-;-;-;-;1;-;-;-;1;1;2;2;1;1
C31;Accessory sinuses;42;-;-;-;-;-;-;-;1;-;3;5;7;9;5;5;5;1;1
C32;Larynx;313;-;-;-;-;-;-;1;4;13;25;38;38;46;58;42;25;11;12
C33;Trachea;8;-;-;-;-;-;-;-;-;-;1;1;-;2;1;1;1;1;-
C34;Bronchus and lung;2914;-;-;-;-;2;1;4;10;32;76;180;275;404;530;646;473;152;129
C37;Thymus;5;-;-;-;-;-;-;-;-;-;1;2;-;-;1;-;1;-;-
C38;Heart, mediastinum and pleura;35;-;-;-;1;-;-;-;3;-;-;2;2;5;3;10;4;3;2
C39;Respiratory system and intrathoracic organs, NOS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
C40;Bone and articular cartilage of limbs;17;1;-;2;2;1;3;-;2;-;1;1;2;1;-;-;-;-;1
C41;Bone and articular cartilage, NOS;25;-;1;-;1;1;1;2;1;1;1;2;3;4;3;2;1;1;-
C43;Malignant melanoma of skin;233;-;-;-;2;4;6;11;18;20;22;23;18;28;26;14;25;10;6
C44;Malignant neoplasms of skin;506;-;-;-;-;-;1;1;2;4;6;21;21;50;71;101;101;59;68
C45;Mesothelioma;99;-;-;-;-;-;-;-;1;1;3;8;13;10;24;12;20;2;5
C46;Kaposi's sarcoma;7;-;-;-;-;-;-;-;1;2;-;1;-;-;1;-;-;2;-
C47,C49;Soft tissues;102;2;2;2;1;3;2;7;3;9;8;4;11;9;10;8;7;7;7
C48;Retroperitoneum and peritoneum;18;-;-;-;-;1;-;-;1;-;-;-;2;4;1;4;3;1;1
C50;Breast;51;-;-;-;-;-;-;-;-;3;1;4;8;4;10;9;4;6;2
C60;Penis;27;-;-;-;-;-;-;1;-;-;-;1;3;5;4;1;5;4;3
C61;Prostate;4452;-;-;-;-;-;-;1;1;4;26;107;322;659;953;925;750;380;324
C62;Testis;98;-;-;1;3;12;21;21;17;8;3;4;2;1;1;2;2;-;-
C63;Male genital organs, NOS;6;-;-;-;-;1;-;-;1;-;-;-;1;-;-;-;2;1;-
C64;Kidney;393;2;-;-;-;-;1;-;5;14;24;37;42;49;68;71;50;18;12
C65;Renal pelvis;30;-;-;-;-;-;-;-;-;-;1;-;3;6;8;5;5;2;-
C66;Ureter;24;-;-;-;-;-;-;-;-;-;1;2;1;8;1;5;5;1;-
C67;Bladder;766;-;-;-;-;-;-;3;2;7;23;26;48;101;124;167;151;59;55
C68;Urinary organs, NOS;7;-;-;-;-;-;-;-;-;-;-;-;-;2;-;2;1;-;2
C69;Eye and adnexa;22;1;-;-;-;-;-;-;1;-;-;1;4;5;5;4;1;-;-
C70;Meninges;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-
C71;Brain;237;3;3;9;6;3;8;11;10;16;18;15;25;36;22;22;23;5;2
C72;Spinal cord, cranial nerves and CNS, NOS;10;-;-;-;1;1;1;-;1;-;1;2;-;1;1;-;1;-;-
C73;Thyroid gland;57;-;1;-;-;1;2;4;5;2;7;2;4;4;10;6;4;4;1
C74;Adrenal gland;13;4;1;-;-;-;-;1;-;-;1;-;1;-;3;-;-;2;-
C75;Endocrine glands, NOS;4;-;-;-;1;-;-;-;-;-;-;-;-;2;1;-;-;-;-
C81;Hodgkin's disease;89;1;5;6;4;7;3;12;6;5;5;3;5;6;6;6;6;1;2
C82-C85;Non-Hodgkin-lymphoma;527;-;2;3;2;5;6;13;11;26;33;40;51;68;70;73;68;28;28
C88;Malignant immunoproliferative diseases;11;-;-;-;-;-;-;-;-;-;-;1;2;-;2;1;1;1;3
C90;Multiple myeloma;222;-;-;-;-;-;-;1;5;5;14;19;18;26;29;36;38;14;17
C91;Lymphoid leukaemia;260;4;6;3;10;2;1;3;6;7;8;18;14;24;55;39;34;9;17
C92;Myeloid leukaemia;166;-;-;4;-;3;2;3;10;6;6;7;13;15;22;21;33;10;11
C93;Monocytic leukaemia;9;-;1;1;-;-;-;1;-;1;1;-;2;-;-;1;-;-;1
C94-C95;Leukaemia other;34;1;-;-;-;-;-;-;3;1;2;1;4;6;3;3;6;1;3
C96;Lymphoid, haematopoietic and related tissue, NOS;14;7;2;-;-;1;1;-;1;-;-;1;-;1;-;-;-;-;-
C76;Other and ill-defined sites;23;2;1;-;-;-;-;-;-;2;1;1;1;3;8;4;-;-;-
C80;Unknown primary site;624;-;-;1;2;-;5;-;5;12;27;41;60;82;99;109;102;41;38
Total;;16427;30;25;33;39;48;73;117;175;315;519;890;1356;2149;2894;3044;2567;1130;1023
Total excl. non-melanoma;;15921;30;25;33;39;48;72;116;173;311;513;869;1335;2099;2823;2943;2466;1071;955
