icd-o-3;label;Tot;00-;05-;10-;15-;20-;25-;30-;35-;40-;45-;50-;55-;60-;65-;70-;75-;80-;85+
C00;Lip;55;-;-;-;-;-;-;-;1;-;5;4;5;6;12;5;13;3;1
C01;Base of tongue;62;-;-;-;-;-;-;-;1;2;6;13;13;10;11;1;4;1;-
C02;Tongue;169;-;-;-;-;-;1;1;-;13;16;24;41;25;20;10;9;6;3
C03;Gum;33;-;-;-;-;-;-;-;1;2;2;4;1;6;3;5;5;4;-
C04;Floor of mouth;138;-;-;-;-;-;-;-;-;7;10;37;31;19;15;12;3;3;1
C05;Palate;60;-;-;-;-;-;-;-;-;4;4;7;15;13;6;6;4;1;-
C06;Mouth, NOS;68;-;-;-;-;-;1;-;-;-;7;7;19;13;7;6;5;3;-
C07;Parotid gland;48;-;-;-;-;1;1;1;1;3;1;2;7;5;7;7;2;6;4
C08;Salivary glands, NOS;9;-;-;-;-;-;-;-;-;-;-;1;1;1;2;2;1;1;-
C09;Tonsil;156;-;-;-;-;-;-;-;2;4;20;22;27;24;17;20;10;8;2
C10;Oropharynx;90;-;-;-;-;-;-;1;1;6;11;22;19;9;10;5;3;2;1
C11;Nasopharynx;45;-;-;2;1;1;-;3;5;3;3;8;4;4;2;4;4;-;1
C12;Pyriform sinus;125;-;-;-;-;-;-;-;-;1;14;24;30;20;14;8;8;5;1
C13;Hypopharynx;60;-;-;-;-;-;-;-;-;1;9;17;12;7;6;4;2;1;1
C14;Lip, oral cavity and pharynx, NOS;27;-;-;-;-;-;-;-;-;2;2;3;5;6;4;2;2;1;-
C15;Oesophagus;699;-;-;-;-;-;1;2;3;10;41;76;96;105;104;92;91;49;29
C16;Stomach;837;-;-;-;-;2;2;1;5;16;20;36;70;78;119;136;135;136;81
C17;Small intestine;106;-;-;-;-;2;-;2;1;2;3;8;12;13;13;23;14;6;7
C18;Colon;2727;-;1;2;6;5;8;10;21;35;66;136;200;258;362;493;526;397;201
C19;Rectosigmoid junction;160;-;-;-;-;-;-;-;-;3;4;7;24;8;28;27;31;20;8
C20;Rectum;1344;-;-;-;-;2;1;-;8;24;45;79;119;184;193;228;210;167;84
C21;Anus and anal canal;56;-;-;-;-;-;1;2;1;3;6;2;3;2;6;14;7;4;5
C22;Liver and intrahepatic bile ducts;332;1;-;-;-;-;2;2;2;5;12;21;37;52;68;44;46;32;8
C23;Gallbladder;31;-;-;-;-;-;-;-;1;-;-;2;1;1;8;6;5;3;4
C24;Biliary tract, NOS;123;-;-;-;-;-;-;-;1;1;3;5;13;16;22;17;27;13;5
C25;Pancreas;605;-;-;-;-;-;-;4;11;9;21;41;61;70;83;105;102;72;26
C26;Other ill-defined digestive organs;9;-;-;-;-;-;-;-;-;1;-;-;2;2;3;-;-;-;1
C30;Nasal cavity and middle ear;19;-;-;-;-;-;-;-;-;-;1;4;1;1;4;4;2;1;1
C31;Accessory sinuses;53;-;-;-;1;-;1;1;-;2;3;6;6;7;8;4;8;5;1
C32;Larynx;537;-;-;-;-;-;-;1;1;13;28;51;96;85;84;75;48;44;11
C33;Trachea;8;-;-;-;-;-;-;-;-;-;-;1;1;-;4;-;1;1;-
C34;Bronchus and lung;5279;-;1;-;-;-;3;4;15;50;138;353;569;709;836;972;894;557;178
C37;Thymus;14;-;-;-;-;-;-;-;-;1;2;3;2;1;1;2;1;1;-
C38;Heart, mediastinum and pleura;15;1;-;-;-;2;1;1;-;-;-;3;1;1;1;3;-;1;-
C39;Respiratory system and intrathoracic organs, NOS;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
C40;Bone and articular cartilage of limbs;34;1;-;3;6;5;2;-;2;1;3;5;1;2;-;-;1;1;1
C41;Bone and articular cartilage, NOS;32;-;1;1;3;1;1;1;1;3;3;1;3;2;1;3;4;3;-
C43;Malignant melanoma of skin;614;-;-;3;4;13;9;30;37;41;59;58;56;56;63;60;53;51;21
C44;Malignant neoplasms of skin;1882;-;-;-;1;1;1;5;8;17;35;39;77;145;196;301;357;411;288
C45;Mesothelioma;202;-;-;-;-;-;-;-;-;-;6;14;22;22;29;48;33;25;3
C46;Kaposi's sarcoma;18;-;-;-;-;-;1;1;1;4;3;2;1;-;-;3;1;1;-
C47,C49;Soft tissues;198;5;-;4;7;8;2;3;13;15;15;17;15;16;19;20;8;20;11
C48;Retroperitoneum and peritoneum;26;-;-;-;1;-;-;2;1;1;2;1;4;3;-;4;2;4;1
C50;Breast;67;-;-;-;-;-;-;-;-;3;4;1;8;7;5;13;13;5;8
C60;Penis;75;-;-;-;-;-;1;1;2;2;5;4;7;9;5;8;13;13;5
C61;Prostate;9254;-;-;-;-;-;-;-;3;21;92;422;958;1342;1860;1861;1464;856;375
C62;Testis;269;2;-;-;17;26;70;34;54;29;11;11;5;6;1;1;2;-;-
C63;Male genital organs, NOS;12;-;-;-;-;-;-;-;1;-;-;1;-;-;6;1;-;-;3
C64;Kidney;846;5;1;2;1;1;5;5;12;24;46;78;100;117;125;141;104;59;20
C65;Renal pelvis;96;-;-;-;-;-;-;-;-;1;1;3;10;11;11;19;22;11;7
C66;Ureter;81;-;-;-;-;-;-;-;-;-;3;2;4;6;13;18;25;5;5
C67;Bladder;1595;2;-;-;-;-;2;-;4;7;26;70;120;141;230;262;331;256;144
C68;Urinary organs, NOS;24;-;-;-;-;-;-;-;-;-;1;1;3;2;5;6;2;2;2
C69;Eye and adnexa;48;6;-;-;1;-;-;2;1;2;-;1;4;1;4;6;9;9;2
C70;Meninges;5;-;-;-;-;-;-;-;-;2;1;1;-;1;-;-;-;-;-
C71;Brain;411;12;6;4;5;12;11;16;23;27;22;27;51;30;48;47;46;23;1
C72;Spinal cord, cranial nerves and CNS, NOS;15;6;-;-;-;-;2;1;-;1;-;-;4;-;-;-;-;1;-
C73;Thyroid gland;176;-;-;1;1;4;3;14;11;17;19;22;25;15;12;19;9;2;2
C74;Adrenal gland;15;4;-;-;-;-;-;1;2;2;-;2;1;2;-;1;-;-;-
C75;Endocrine glands, NOS;12;-;-;-;1;2;1;2;-;1;1;-;-;2;1;-;-;1;-
C81;Hodgkin's disease;183;-;3;7;17;12;19;20;8;14;5;15;14;9;14;11;9;5;1
C82-C85;Non-Hodgkin-lymphoma;1050;2;7;8;9;14;8;17;24;39;52;72;98;120;122;142;159;100;57
C88;Malignant immunoproliferative diseases;42;-;-;-;-;-;-;-;1;-;-;-;5;5;7;5;6;8;5
C90;Multiple myeloma;374;-;-;-;-;-;-;-;2;9;15;23;35;44;54;69;64;41;18
C91;Lymphoid leukaemia;356;16;8;9;6;3;1;2;5;9;9;20;42;45;43;50;47;30;11
C92;Myeloid leukaemia;250;1;2;2;4;2;7;9;13;10;6;15;13;24;31;34;38;29;10
C93;Monocytic leukaemia;15;1;-;1;-;-;2;1;-;1;1;-;2;-;1;1;3;1;-
C94-C95;Leukaemia other;21;1;-;-;-;-;-;-;1;1;-;2;2;2;2;3;2;3;2
C96;Lymphoid, haematopoietic and related tissue, NOS;12;4;2;1;1;-;-;2;-;1;-;-;-;-;-;-;-;1;-
C76;Other and ill-defined sites;23;1;-;-;-;1;-;-;-;3;2;1;3;3;4;2;-;1;2
C80;Unknown primary site;659;-;-;-;-;-;3;2;4;16;20;42;80;63;79;114;115;84;37
MPD;Myeloproliferative Disorders;172;-;-;-;-;-;-;3;1;6;8;12;21;18;29;30;26;14;4
MDS;Myelodysplastic syndromes;259;-;2;-;-;-;-;1;2;3;7;6;17;24;27;48;52;56;14
Total;;33522;71;34;50;93;120;174;211;319;556;986;2020;3355;4056;5130;5693;5243;3686;1725
Total excl. non-melanoma;;31640;71;34;50;92;119;173;206;311;539;951;1981;3278;3911;4934;5392;4886;3275;1437
Total excl. non-melanoma and MDS, MPD;;31209;71;32;50;92;119;173;202;308;530;936;1963;3240;3869;4878;5314;4808;3205;1419
