icd-o-3;label;Tot;00-;05-;10-;15-;20-;25-;30-;35-;40-;45-;50-;55-;60-;65-;70-;75-;80-;85+
C00;Lip;12;-;-;-;-;-;-;-;-;-;-;1;1;4;2;2;1;1;-
C01;Base of tongue;32;-;-;-;-;-;-;-;-;2;8;5;4;5;4;2;1;1;-
C02;Tongue;63;-;-;-;-;-;-;1;-;2;7;13;16;9;10;4;1;-;-
C03;Gum;22;-;-;-;-;-;-;-;-;1;3;4;4;4;-;2;4;-;-
C04;Floor of mouth;67;-;-;-;-;-;-;-;1;1;7;21;18;6;8;4;1;-;-
C05;Palate;27;-;-;1;-;-;-;-;1;4;3;3;5;2;3;3;1;1;-
C06;Mouth, NOS;20;-;-;-;-;-;-;-;-;1;1;5;5;3;3;-;1;-;1
C07;Parotid gland;23;-;-;-;-;-;-;-;-;2;-;4;5;-;2;5;1;4;-
C08;Salivary glands, NOS;10;-;-;-;-;-;-;-;1;2;1;1;3;1;1;-;-;-;-
C09;Tonsil;83;-;-;-;-;-;-;-;1;4;7;14;23;20;4;5;3;2;-
C10;Oropharynx;43;-;-;-;-;-;-;-;-;4;5;8;15;2;3;4;2;-;-
C11;Nasopharynx;13;-;-;-;-;-;-;-;2;2;1;-;1;2;2;1;1;1;-
C12;Pyriform sinus;76;-;-;-;-;-;-;-;-;2;8;16;16;17;11;3;2;1;-
C13;Hypopharynx;27;-;-;-;-;-;-;-;-;-;5;3;7;5;4;1;1;1;-
C14;Lip, oral cavity and pharynx, NOS;8;1;-;-;-;-;-;-;-;-;-;2;-;1;2;1;1;-;-
C15;Oesophagus;207;-;-;-;-;-;-;-;-;3;16;30;30;28;37;25;19;13;6
C16;Stomach;267;-;-;-;-;1;3;1;5;7;10;15;22;30;29;41;57;32;14
C17;Small intestine;30;-;-;-;-;-;-;-;-;1;2;4;2;6;3;3;4;5;-
C18;Colon;792;-;-;1;2;-;2;1;7;13;24;37;51;90;87;131;148;135;63
C19;Rectosigmoid junction;45;-;-;-;-;-;-;1;-;1;1;2;8;6;4;6;7;7;2
C20;Rectum;370;-;-;-;-;-;1;2;1;5;15;32;37;55;49;68;50;34;21
C21;Anus and anal canal;16;-;-;-;-;-;-;-;-;-;2;-;2;3;2;1;3;2;1
C22;Liver and intrahepatic bile ducts;149;-;-;-;-;-;1;-;1;2;12;12;20;32;18;24;18;8;1
C23;Gallbladder;4;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;2;-
C24;Biliary tract, NOS;49;-;-;-;-;-;-;-;-;1;3;3;4;7;7;10;6;5;3
C25;Pancreas;233;-;-;-;-;-;-;-;-;4;10;22;29;29;37;41;33;19;9
C26;Other ill-defined digestive organs;4;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;1
C30;Nasal cavity and middle ear;11;-;1;-;-;-;-;-;1;-;-;-;2;1;2;1;2;1;-
C31;Accessory sinuses;13;-;-;-;-;-;-;-;-;1;3;1;-;2;1;-;3;-;2
C32;Larynx;221;-;-;-;-;-;1;-;2;4;9;32;40;41;28;21;24;16;3
C33;Trachea;3;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;-;-
C34;Bronchus and lung;1793;-;-;-;-;-;1;3;8;25;60;145;208;278;270;287;297;156;55
C37;Thymus;6;-;-;-;-;-;1;-;1;-;-;-;-;1;-;3;-;-;-
C38;Heart, mediastinum and pleura;6;-;-;-;-;-;-;1;1;-;-;1;-;1;1;1;-;-;-
C39;Respiratory system and intrathoracic organs, NOS;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
C40;Bone and articular cartilage of limbs;13;-;-;6;1;1;-;-;-;-;-;1;1;-;1;-;1;-;1
C41;Bone and articular cartilage, NOS;11;-;-;-;2;-;-;-;1;1;1;-;3;2;1;-;-;-;-
C43;Malignant melanoma of skin;219;-;-;-;5;3;6;12;11;14;24;18;25;16;30;22;22;10;1
C44;Malignant neoplasms of skin;656;1;-;-;-;2;2;-;3;7;9;17;25;37;59;98;141;155;100
C45;Mesothelioma;48;-;-;-;-;-;-;-;-;1;2;3;1;6;6;10;9;7;3
C46;Kaposi's sarcoma;7;-;-;-;-;-;-;-;1;-;-;-;1;-;1;2;1;-;1
C47,C49;Soft tissues;52;-;-;2;2;2;1;3;3;3;6;2;2;5;4;6;4;4;3
C48;Retroperitoneum and peritoneum;6;1;-;-;-;-;-;-;-;-;-;-;-;1;1;3;-;-;-
C50;Breast;20;-;-;-;-;-;-;-;-;-;-;1;2;4;2;6;4;-;1
