icd-o-3;label;Tot;00-;05-;10-;15-;20-;25-;30-;35-;40-;45-;50-;55-;60-;65-;70-;75-;80-;85+
C00;Lip;13;-;-;-;-;-;-;-;-;-;1;1;1;2;1;2;1;1;3
C01;Base of tongue;51;-;-;-;-;-;-;-;-;2;-;6;4;11;9;5;6;5;3
C02;Tongue;104;-;-;-;-;-;-;1;-;-;4;10;13;19;11;15;12;10;9
C03;Gum;47;-;-;-;-;1;1;-;-;-;-;2;4;2;10;5;8;5;9
C04;Floor of mouth;52;-;-;-;-;-;-;-;-;1;1;6;10;8;13;5;6;1;1
C05;Palate;46;-;-;-;-;-;-;1;1;1;2;3;5;5;10;7;4;5;2
C06;Mouth, NOS;42;-;-;-;-;-;-;-;1;3;2;2;5;10;2;4;6;3;4
C07;Parotid gland;48;-;-;1;-;1;2;1;3;3;1;6;1;5;6;5;4;3;6
C08;Salivary glands, NOS;9;-;-;-;-;-;-;-;-;-;-;2;-;1;1;1;2;1;1
C09;Tonsil;80;-;-;-;-;-;-;-;-;3;3;7;14;18;13;10;6;4;2
C10;Oropharynx;45;-;-;-;-;-;1;-;-;-;3;3;2;14;8;3;5;4;2
C11;Nasopharynx;14;-;1;-;-;-;-;1;1;2;2;2;1;1;2;-;-;1;-
C12;Pyriform sinus;17;-;-;-;-;-;-;-;-;-;-;2;4;3;2;3;2;-;1
C13;Hypopharynx;19;-;-;-;-;-;-;-;-;-;-;-;1;8;4;4;2;-;-
C14;Lip, oral cavity and pharynx, NOS;7;-;-;-;-;-;-;-;-;-;-;2;1;2;1;1;-;-;-
C15;Oesophagus;281;-;-;-;-;-;1;-;-;-;2;9;18;37;49;54;35;31;45
C16;Stomach;457;-;-;-;-;1;2;9;9;10;17;23;26;54;55;51;59;63;78
C17;Small intestine;170;-;-;-;-;-;1;4;3;5;6;12;12;17;24;30;21;16;19
C18;Colon;2533;-;1;7;5;6;6;17;21;27;63;123;149;193;263;362;343;444;503
C19;Rectosigmoid junction;43;-;-;-;-;-;-;-;-;-;1;4;2;4;1;12;7;4;8
C20;Rectum;754;-;-;-;1;3;2;7;14;17;27;54;80;97;78;100;88;90;96
C21;Anus and anal canal;148;-;-;-;-;-;-;1;-;10;12;12;19;12;23;17;16;11;15
