icd-o-3;label;Tot;00-;05-;10-;15-;20-;25-;30-;35-;40-;45-;50-;55-;60-;65-;70-;75-;80-;85+
C00;Lip;28;-;-;-;-;-;-;-;-;-;1;1;1;1;1;4;6;6;7
C01;Base of tongue;95;-;-;-;-;-;-;-;1;-;2;10;22;17;17;13;6;5;2
C02;Tongue;112;-;-;-;-;-;-;-;4;6;3;7;15;28;19;9;5;10;6
C03;Gum;34;-;-;-;-;-;-;-;-;-;1;5;10;5;2;3;4;2;2
C04;Floor of mouth;90;-;-;-;-;-;-;-;1;2;2;11;19;21;21;5;5;2;1
C05;Palate;45;-;-;-;-;-;-;-;1;-;1;2;8;11;2;9;4;6;1
C06;Mouth, NOS;42;-;-;-;-;-;-;-;1;2;1;1;7;6;9;5;3;5;2
C07;Parotid gland;29;-;-;1;-;-;-;-;-;1;2;-;2;3;-;6;6;2;6
C08;Salivary glands, NOS;11;-;-;-;-;-;-;-;-;-;-;1;-;1;3;2;2;2;-
C09;Tonsil;126;-;-;-;-;-;-;-;-;4;4;14;24;22;20;18;9;4;7
C10;Oropharynx;71;-;-;-;-;-;-;-;-;-;3;7;13;13;11;8;10;5;1
C11;Nasopharynx;16;-;-;-;-;-;-;-;1;3;1;2;1;4;3;-;1;-;-
C12;Pyriform sinus;70;-;-;-;-;-;-;-;-;1;1;6;13;17;13;9;6;2;2
C13;Hypopharynx;59;-;-;-;-;-;-;-;-;-;2;4;8;12;7;14;5;5;2
C14;Lip, oral cavity and pharynx, NOS;5;-;-;-;-;-;-;-;-;-;-;-;-;2;3;-;-;-;-
C15;Oesophagus;515;-;-;-;-;-;-;2;5;6;10;33;48;78;91;91;64;52;35
C16;Stomach;535;-;-;-;-;-;3;1;-;10;12;19;36;67;69;82;84;86;66
C17;Small intestine;119;-;-;-;-;-;-;-;1;1;4;5;9;22;14;20;21;14;8
C18;Colon;1760;-;-;1;2;5;9;10;6;15;45;99;111;177;226;308;222;312;212
C19;Rectosigmoid junction;31;-;-;-;-;-;-;-;-;-;-;1;1;5;4;5;7;1;7
C20;Rectum;757;-;-;-;-;-;2;2;7;13;22;64;70;96;98;106;91;95;91
C21;Anus and anal canal;44;-;-;-;-;-;-;-;-;1;3;2;3;10;6;6;2;4;7
C22;Liver and intrahepatic bile ducts;396;3;-;-;-;-;-;1;2;1;10;6;32;52;71;84;58;44;32
C23;Gallbladder;26;-;-;-;-;-;-;-;-;-;-;2;1;4;2;3;6;6;2
C24;Biliary tract, NOS;140;-;-;-;-;1;1;1;1;1;2;2;10;9;23;26;19;28;16
C25;Pancreas;615;-;-;-;-;1;-;2;6;7;17;23;52;68;111;113;92;79;44
C26;Other ill-defined digestive organs;8;-;-;-;-;-;-;-;-;-;-;1;1;2;1;2;1;-;-
C30;Nasal cavity and middle ear;31;-;1;-;-;-;-;-;-;-;-;-;3;6;5;3;5;4;4
