icd-o-3;label;Tot;00-;05-;10-;15-;20-;25-;30-;35-;40-;45-;50-;55-;60-;65-;70-;75-;80-;85+
C00;Lip;16;-;-;-;-;-;-;-;-;1;-;1;3;-;1;2;3;3;2
C01;Base of tongue;37;-;-;-;-;-;-;-;-;1;2;4;15;3;4;1;3;2;2
C02;Tongue;75;-;-;-;-;-;4;2;2;1;10;6;10;8;7;12;3;6;4
C03;Gum;32;-;-;-;-;-;-;-;-;1;-;-;4;4;8;1;5;6;3
C04;Floor of mouth;46;-;-;-;-;-;-;-;-;-;2;10;15;9;5;2;1;1;1
C05;Palate;19;-;-;-;-;-;-;-;-;-;4;2;7;1;1;-;2;-;2
C06;Mouth, NOS;30;-;-;-;-;-;1;-;-;2;2;3;2;4;4;2;4;2;4
C07;Parotid gland;36;-;1;-;1;-;1;3;1;2;3;4;1;1;6;5;1;5;1
C08;Salivary glands, NOS;16;-;-;-;-;-;-;-;1;-;2;1;1;2;2;4;2;-;1
C09;Tonsil;63;-;-;-;-;-;-;-;1;2;9;11;12;8;9;8;1;2;-
C10;Oropharynx;42;-;-;-;-;-;1;-;-;-;2;4;13;7;6;6;1;2;-
C11;Nasopharynx;20;-;-;1;1;1;1;3;2;-;1;2;2;2;3;1;-;-;-
C12;Pyriform sinus;35;-;-;-;-;-;-;-;-;-;1;8;4;10;3;3;3;2;1
C13;Hypopharynx;16;-;-;-;-;-;-;-;-;-;1;3;1;2;3;3;1;-;2
C14;Lip, oral cavity and pharynx, NOS;8;-;-;-;-;-;-;-;-;-;-;-;5;-;1;1;1;-;-
C15;Oesophagus;235;-;-;-;-;-;-;1;-;1;8;19;27;21;31;31;25;33;38
C16;Stomach;514;-;-;-;-;2;3;-;9;15;21;20;20;41;47;63;86;85;102
C17;Small intestine;105;-;-;-;-;-;-;1;4;3;2;4;11;13;12;15;20;13;7
C18;Colon;2655;-;1;2;5;11;8;6;19;36;60;119;151;271;232;337;468;525;404
C19;Rectosigmoid junction;143;-;-;-;-;-;1;-;1;3;7;13;9;14;16;19;19;23;18
C20;Rectum;917;-;-;-;1;1;1;4;7;19;26;48;57;118;115;128;153;122;117
C21;Anus and anal canal;83;-;-;-;-;-;-;-;3;1;4;4;11;10;8;13;17;8;4
C22;Liver and intrahepatic bile ducts;196;1;-;-;-;1;1;-;1;1;9;12;15;23;27;29;39;22;15
C23;Gallbladder;71;-;-;-;-;1;-;-;2;1;1;1;2;9;6;8;13;16;11
C24;Biliary tract, NOS;141;-;-;-;-;-;-;-;1;1;2;5;10;9;20;23;30;23;17
C25;Pancreas;648;-;-;-;-;-;2;1;6;9;15;34;45;59;84;117;114;91;71
C26;Other ill-defined digestive organs;11;-;-;-;-;-;-;-;1;-;-;-;-;1;1;1;1;3;3
C30;Nasal cavity and middle ear;18;-;-;-;-;-;1;-;-;-;-;-;2;2;3;-;2;5;3
C31;Accessory sinuses;14;-;-;-;-;-;-;-;-;1;-;1;3;1;1;-;5;2;-
C32;Larynx;104;1;-;-;-;-;-;1;-;-;5;16;13;28;9;11;10;5;5
C33;Trachea;6;-;-;-;-;-;-;-;-;-;-;1;-;1;1;2;-;1;-
C34;Bronchus and lung;2077;-;-;-;-;3;1;2;15;42;101;244;295;302;309;267;241;171;84
C37;Thymus;12;-;-;-;-;-;-;-;-;1;-;1;-;4;1;4;1;-;-
C38;Heart, mediastinum and pleura;8;1;-;-;1;-;-;-;1;1;-;-;-;-;-;3;-;-;1
