icd-o-3;label;Tot;00-;05-;10-;15-;20-;25-;30-;35-;40-;45-;50-;55-;60-;65-;70-;75-;80-;85+
C00;Lip;4;-;-;-;-;-;-;-;-;-;-;1;2;1;-;-;-;-;-
C01;Base of tongue;27;-;-;-;-;-;-;-;-;-;-;4;8;5;3;2;1;1;3
C02;Tongue;71;-;-;-;-;-;1;-;1;2;2;7;13;19;11;7;3;2;3
C03;Gum;10;-;-;-;-;-;-;-;-;-;-;-;3;3;2;2;-;-;-
C04;Floor of mouth;50;-;-;-;-;-;1;-;-;1;1;5;10;10;8;7;7;-;-
C05;Palate;16;-;-;-;-;-;-;-;-;-;2;2;1;3;4;2;1;1;-
C06;Mouth, NOS;19;-;-;-;-;-;-;-;-;-;-;1;4;3;2;5;-;2;2
C07;Parotid gland;17;-;-;-;-;-;-;1;-;1;1;-;1;2;1;4;-;4;2
C08;Salivary glands, NOS;7;-;-;-;-;-;-;1;-;-;-;2;-;-;1;1;1;-;1
C09;Tonsil;73;-;-;-;-;-;-;-;-;-;6;7;16;17;10;11;3;2;1
C10;Oropharynx;48;-;-;-;-;-;-;-;-;-;4;1;7;16;7;5;6;2;-
C11;Nasopharynx;20;-;-;-;-;-;-;-;1;2;2;4;1;5;2;-;1;1;1
C12;Pyriform sinus;61;-;-;-;-;-;-;-;-;-;2;2;12;18;10;9;5;2;1
C13;Hypopharynx;34;-;-;-;-;-;-;-;-;1;2;4;4;6;9;3;3;1;1
C14;Lip, oral cavity and pharynx, NOS;3;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;-;-;-
C15;Oesophagus;232;-;-;-;-;-;-;-;-;2;-;5;33;31;45;51;33;20;12
C16;Stomach;246;-;-;-;-;-;1;-;3;5;8;14;21;30;49;39;35;19;22
C17;Small intestine;68;-;-;-;-;-;-;-;1;1;3;4;6;12;15;11;7;5;3
C18;Colon;827;-;-;-;-;1;4;4;8;12;19;37;54;74;124;172;117;106;95
C19;Rectosigmoid junction;20;-;-;-;-;-;-;-;-;-;3;1;3;2;2;3;4;2;-
C20;Rectum;411;-;-;-;-;-;1;2;2;5;23;25;35;58;62;81;51;33;33
C21;Anus and anal canal;29;-;-;-;-;-;-;-;-;2;2;1;4;2;4;2;5;4;3
C22;Liver and intrahepatic bile ducts;307;1;-;-;-;-;-;2;2;2;1;18;31;43;65;63;47;21;11
C23;Gallbladder;10;-;-;-;-;-;-;-;-;-;1;-;-;1;2;1;2;1;2
C24;Biliary tract, NOS;71;-;-;-;-;-;-;-;-;-;1;6;3;8;16;11;8;14;4
C25;Pancreas;349;-;-;-;-;-;-;-;3;2;8;21;31;51;51;74;51;34;23
C26;Other ill-defined digestive organs;8;-;-;-;-;-;-;-;-;1;-;1;3;-;-;1;2;-;-
C30;Nasal cavity and middle ear;13;-;-;-;-;-;-;-;-;-;1;3;3;2;1;2;1;-;-
C31;Accessory sinuses;16;-;-;-;-;-;-;-;-;-;2;-;2;1;3;1;4;2;1
C32;Larynx;158;-;-;-;-;-;-;-;-;4;7;12;19;33;30;34;9;4;6
C33;Trachea;2;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-
C34;Bronchus and lung;1906;-;-;-;-;-;-;3;4;16;35;86;184;291;366;408;248;170;95
C37;Thymus;12;-;-;-;-;-;-;1;1;-;-;-;2;2;1;2;1;1;1
C38;Heart, mediastinum and pleura;4;-;-;-;-;-;-;1;-;-;2;-;-;-;-;-;1;-;-
C39;Respiratory system and intrathoracic organs, NOS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
C40;Bone and articular cartilage of limbs;11;-;1;-;3;1;-;-;-;2;-;-;2;-;2;-;-;-;-
C41;Bone and articular cartilage, NOS;7;-;-;-;-;-;-;1;-;-;1;-;1;2;-;-;1;1;-
C43;Melanoma of skin;454;-;-;1;2;3;6;12;21;22;29;41;56;59;52;64;33;32;21
C44;Malignant neoplasms of skin;1288;-;-;-;-;-;2;2;5;10;12;21;44;78;127;195;184;255;353
C45;Mesothelioma;62;-;-;-;-;-;-;-;-;1;-;1;3;5;10;9;9;15;9
C46;Kaposi's sarcoma;14;-;-;-;-;1;-;2;-;1;1;-;2;3;1;2;1;-;-
C47,C49;Soft tissues;54;2;-;1;1;-;1;2;3;4;-;2;5;1;7;9;8;6;2
C48;Retroperitoneum and peritoneum;7;-;-;-;-;-;-;-;-;-;-;-;1;1;2;1;2;-;-
C50;Breast;21;-;-;-;-;-;-;-;-;-;-;2;2;4;6;2;3;-;2
C60;Penis;34;-;-;-;-;-;-;-;1;-;1;2;3;4;7;6;4;3;3
C61;Prostate;2557;-;-;-;-;-;-;-;-;-;18;90;180;350;552;608;389;234;136
C62;Testis;142;1;-;1;2;16;20;29;21;16;16;7;5;4;2;2;-;-;-
C63;Male genital organs, NOS;3;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;1;-
C64;Kidney;351;4;-;-;-;-;1;2;2;9;17;32;37;49;67;73;30;16;12
C65;Renal pelvis;56;-;-;-;-;-;-;-;1;-;-;1;5;9;8;13;9;7;3
C66;Ureter;33;-;-;-;-;-;-;-;-;-;1;3;3;3;3;7;3;5;5
C67;Bladder;631;-;-;-;-;-;-;-;2;1;7;21;28;59;121;124;104;81;83
C68;Urinary organs, NOS;30;-;-;-;-;-;-;-;-;-;1;-;1;2;5;7;9;2;3
C69;Eye and adnexa;21;2;-;-;-;-;-;-;-;-;2;1;1;3;2;3;5;2;-
