icd-o-3;label;Tot;00-;05-;10-;15-;20-;25-;30-;35-;40-;45-;50-;55-;60-;65-;70-;75-;80-;85+
C00;Lip;34;-;-;-;-;-;1;-;-;1;-;-;2;3;10;4;5;4;4
C01;Base of tongue;141;-;-;-;-;-;-;1;-;2;7;19;17;36;26;7;15;8;3
C02;Tongue;175;-;-;-;-;1;2;-;1;7;10;13;40;28;21;15;20;8;9
C03;Gum;46;-;-;-;-;-;-;-;1;1;2;6;6;12;4;5;3;4;2
C04;Floor of mouth;136;-;-;-;-;-;-;-;-;4;9;19;30;27;24;11;11;-;1
C05;Palate;72;-;-;-;-;-;-;-;-;2;4;10;12;22;12;3;2;4;1
C06;Mouth, NOS;52;-;-;-;-;-;-;-;-;-;4;6;10;11;12;2;2;3;2
C07;Parotid gland;73;-;-;1;-;1;2;2;2;4;4;5;3;4;8;15;11;5;6
C08;Salivary glands, NOS;17;-;-;-;-;-;-;-;-;1;-;2;4;1;2;2;-;2;3
C09;Tonsil;169;-;-;-;-;-;-;-;1;3;13;14;43;37;36;10;5;5;2
C10;Oropharynx;114;-;-;-;-;-;-;-;-;1;2;13;29;27;19;16;3;3;1
C11;Nasopharynx;46;-;-;1;-;-;-;2;5;5;2;6;9;6;3;1;4;-;2
C12;Pyriform sinus;189;-;-;-;-;-;-;-;-;2;10;22;42;50;34;15;7;3;4
C13;Hypopharynx;105;-;-;-;-;-;-;-;-;-;1;12;11;30;26;12;4;6;3
C14;Lip, oral cavity and pharynx, NOS;33;-;-;-;-;-;-;-;-;1;1;3;6;4;8;2;5;-;3
C15;Oesophagus;710;-;-;-;-;1;1;3;4;7;11;52;90;123;134;82;90;68;44
C16;Stomach;898;-;-;-;-;1;1;6;3;10;26;59;78;111;134;111;136;131;91
C17;Small intestine;188;-;1;-;-;-;4;-;1;8;11;16;18;23;29;22;25;24;6
C18;Colon;3823;-;-;5;3;6;6;12;11;38;70;144;269;453;746;738;501;486;335
C19;Rectosigmoid junction;108;-;-;-;-;-;-;1;1;1;4;4;11;12;23;17;16;11;7
C20;Rectum;1644;-;-;-;-;-;3;6;7;21;53;103;170;240;295;279;219;151;97
C21;Anus and anal canal;65;-;-;-;-;-;1;1;-;1;3;9;8;6;10;8;6;9;3
C22;Liver and intrahepatic bile ducts;596;1;1;-;-;1;-;5;1;5;19;32;54;94;133;83;82;61;24
C23;Gallbladder;35;-;-;-;-;-;-;-;-;1;-;1;2;3;5;5;6;10;2
C24;Biliary tract, NOS;159;-;-;-;-;-;-;-;-;2;4;8;13;17;20;21;31;28;15
C25;Pancreas;871;-;-;-;1;2;1;4;3;9;27;51;94;112;132;137;140;108;50
C26;Other ill-defined digestive organs;27;-;-;-;-;-;-;-;-;-;1;1;-;4;6;5;5;3;2
C30;Nasal cavity and middle ear;38;-;-;-;-;-;-;-;-;1;-;2;7;4;2;9;7;3;3
C31;Accessory sinuses;62;-;1;-;-;-;1;-;1;-;4;7;5;8;8;9;11;2;5
C32;Larynx;490;-;-;-;-;-;1;-;-;10;12;42;72;89;101;53;41;44;25
C33;Trachea;5;-;-;-;-;-;-;-;-;-;-;-;1;1;2;1;-;-;-
C34;Bronchus and lung;5797;1;-;-;1;2;4;9;23;37;97;275;565;848;1041;926;927;678;363
C37;Thymus;25;-;-;1;2;1;1;-;1;2;-;2;2;1;6;2;3;1;-
C38;Heart, mediastinum and pleura;12;1;-;-;-;1;-;-;3;-;-;-;-;1;2;-;2;1;1
C39;Respiratory system and intrathoracic organs, NOS;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-
C40;Bone and articular cartilage of limbs;40;-;2;2;8;4;4;2;2;3;2;2;1;-;4;1;1;1;1
C41;Bone and articular cartilage, NOS;40;-;2;2;5;2;-;4;1;1;3;2;6;2;3;3;1;2;1
C43;Malignant melanoma of skin;1193;-;-;-;6;14;21;30;57;82;111;117;114;120;136;115;130;88;52
C44;Malignant neoplasms of skin;3858;-;2;-;-;2;6;12;18;13;51;79;131;241;363;469;781;784;906
C45;Mesothelioma;246;-;-;-;-;-;-;-;1;-;4;9;20;16;52;42;37;42;23
C46;Kaposi's sarcoma;39;-;-;-;1;-;1;1;2;3;6;7;1;3;2;2;4;4;2
C47,C49;Soft tissues;214;4;-;-;3;2;5;12;10;10;14;16;14;15;25;27;20;21;16
C48;Retroperitoneum and peritoneum;25;1;1;-;-;-;-;1;-;2;1;3;2;3;3;1;2;4;1
C50;Breast;91;-;-;-;-;-;1;-;-;2;3;3;8;20;15;12;9;13;5
C60;Penis;78;-;-;-;-;-;-;-;1;2;2;3;6;7;7;16;15;7;12
C61;Prostate;7953;-;-;1;1;-;-;-;2;18;71;320;726;1169;1682;1380;1326;852;405
C62;Testis;359;1;-;1;14;39;72;67;73;38;25;9;9;4;3;1;1;1;1
C63;Male genital organs, NOS;9;-;-;-;-;-;-;-;-;1;1;1;1;1;1;1;1;1;-
C64;Kidney;1075;10;2;-;-;1;4;8;15;37;57;81;114;138;179;149;143;87;50
C65;Renal pelvis;143;-;-;-;-;-;-;-;-;1;3;7;7;10;21;25;33;26;10
C66;Ureter;118;-;-;-;-;-;-;-;-;1;2;4;9;9;18;23;26;20;6
C67;Bladder;1909;-;1;-;-;-;1;2;2;9;22;59;106;195;285;294;319;318;296
C68;Urinary organs, NOS;47;-;-;-;-;-;-;-;-;-;-;1;2;5;7;8;9;6;9
C69;Eye and adnexa;75;2;-;1;-;-;1;2;1;2;6;7;6;9;16;7;9;4;2
C70;Meninges;6;-;-;-;-;-;-;-;-;1;-;-;2;-;1;1;-;-;1
C71;Brain;491;12;10;10;4;11;7;15;16;22;31;41;48;78;65;44;38;28;11
C72;Spinal cord, cranial nerves and CNS, NOS;11;-;-;-;-;-;-;-;2;-;2;1;3;1;1;-;1;-;-
C73;Thyroid gland;267;-;-;1;3;7;8;9;19;18;25;38;27;33;32;26;9;4;8
C74;Adrenal gland;43;6;2;-;3;1;2;1;2;1;2;7;2;1;3;6;3;-;1
C75;Endocrine glands, NOS;13;-;1;-;-;-;1;-;-;1;2;1;1;4;1;-;1;-;-
C81;Hodgkin's disease;217;-;3;7;14;16;24;19;13;18;13;18;14;14;8;4;16;11;5
C82-C86;Non-Hodgkin-lymphoma;1192;3;5;7;2;12;11;15;22;37;53;92;100;133;150;146;161;136;107
C88;Malignant immunoproliferative diseases;182;-;-;-;1;2;3;3;3;5;8;9;24;16;17;24;18;24;25
C90;Multiple myeloma;440;-;-;-;-;1;-;-;3;4;21;21;43;48;61;61;71;59;47
C91;Lymphoid leukaemia;624;25;9;5;4;2;4;11;9;7;24;47;70;81;81;62;82;67;34
C92;Myeloid leukaemia;336;4;1;3;4;4;6;9;9;13;19;19;28;35;31;41;47;45;18
C93;Monocytic leukaemia;86;-;-;1;-;-;2;1;1;1;1;5;6;8;10;12;20;13;5
C94-C95;Leukaemia other;35;2;-;-;-;1;1;-;-;1;2;2;-;8;6;1;6;4;1
C96;Lymphoid, haematopoietic and related tissue, NOS;30;6;3;2;1;2;-;3;1;1;5;-;2;-;2;-;1;1;-
C76;Other and ill-defined sites;8;-;-;-;-;-;-;-;-;-;-;-;3;2;-;1;-;-;2
C80;Unknown primary site;528;-;-;-;1;-;-;-;3;2;12;21;53;69;87;66;66;95;53
MPD;Myeloproliferative Disorders;363;-;-;-;-;3;1;2;4;8;17;26;38;37;56;48;49;49;25
MDS;Myelodysplastic syndromes;466;-;1;-;1;-;3;4;-;3;4;8;18;35;58;65;101;95;70
Total;;39806;79;48;51;83;143;218;285;361;556;1036;2044;3488;5018;6566;5812;5902;4786;3330
Total excl. non-melanoma;;35948;79;46;51;83;141;212;273;343;543;985;1965;3357;4777;6203;5343;5121;4002;2424
Total excl. non-melanoma and MDS, MPD;;35119;79;45;51;82;138;208;267;339;532;964;1931;3301;4705;6089;5230;4971;3858;2329
