icd-o-3;label;Tot;00-;05-;10-;15-;20-;25-;30-;35-;40-;45-;50-;55-;60-;65-;70-;75-;80-;85+
C00;Lip;47;-;-;-;-;-;-;-;-;-;2;1;4;6;7;14;5;5;3
C01;Base of tongue;19;-;-;-;-;-;-;-;1;-;2;5;4;2;1;2;1;-;1
C02;Tongue;98;-;-;-;-;-;1;1;2;6;11;16;16;13;11;15;2;4;-
C03;Gum;8;-;-;-;-;-;-;-;-;-;-;1;2;2;3;-;-;-;-
C04;Floor of mouth;82;-;-;-;-;-;-;-;-;4;8;14;23;11;10;7;3;1;1
C05;Palate;28;-;-;-;-;-;-;-;-;1;3;6;4;5;2;4;1;2;-
C06;Mouth, NOS;45;-;-;-;-;-;-;-;-;2;2;8;5;5;6;6;7;3;1
C07;Parotid gland;30;-;-;1;-;-;1;-;2;1;-;-;4;3;2;7;4;2;3
C08;Salivary glands, NOS;14;-;-;-;-;-;-;-;-;1;1;1;-;1;2;2;-;4;2
C09;Tonsil;78;-;-;-;-;-;-;-;-;6;8;12;20;13;7;5;5;1;1
C10;Oropharynx;35;-;-;-;-;-;-;-;-;1;7;4;10;5;3;5;-;-;-
C11;Nasopharynx;17;-;-;-;-;1;2;-;-;-;1;1;1;5;1;3;-;1;1
C12;Pyriform sinus;54;-;-;-;-;-;-;-;-;-;5;8;12;9;11;3;4;2;-
C13;Hypopharynx;30;-;-;-;-;-;-;-;-;1;1;3;11;6;5;1;2;-;-
C14;Lip, oral cavity and pharynx, NOS;17;-;-;-;-;-;-;-;-;-;3;4;3;1;3;1;1;-;1
C15;Oesophagus;397;-;-;-;-;-;-;-;-;7;25;38;59;51;66;66;49;20;16
C16;Stomach;521;-;-;-;-;-;2;3;10;8;12;37;28;43;78;93;94;66;47
C17;Small intestine;56;-;-;-;-;-;-;-;-;2;3;5;8;10;10;7;5;5;1
C18;Colon;1692;-;-;3;2;2;2;3;15;28;24;76;138;160;227;336;327;230;119
C19;Rectosigmoid junction;122;-;-;-;-;-;-;1;2;1;2;10;7;13;18;28;20;9;11
C20;Rectum;831;-;-;-;-;-;1;1;4;15;28;47;80;101;147;158;120;87;42
C21;Anus and anal canal;33;-;-;-;-;-;-;-;1;1;2;2;7;6;3;5;2;3;1
C22;Liver and intrahepatic bile ducts;170;-;-;-;-;1;2;-;2;2;8;10;18;26;24;40;19;14;4
C23;Gallbladder;19;-;-;-;-;-;-;-;-;-;-;1;-;1;4;3;4;5;1
C24;Biliary tract, NOS;61;-;-;-;-;-;-;-;-;1;4;4;7;5;8;7;17;7;1
C25;Pancreas;323;-;-;-;-;-;-;1;2;11;12;16;37;44;36;68;54;30;12
C26;Other ill-defined digestive organs;3;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;1;-;-
C30;Nasal cavity and middle ear;15;-;-;-;-;-;-;-;-;-;3;2;1;2;2;2;2;1;-
C31;Accessory sinuses;45;-;-;-;-;-;1;-;1;1;-;5;14;6;5;5;4;2;1
C32;Larynx;311;-;-;-;-;-;-;-;1;5;15;31;52;48;46;40;35;29;9
C33;Trachea;4;-;-;-;-;-;-;-;-;-;-;-;1;2;-;1;-;-;-
C34;Bronchus and lung;3183;-;-;-;1;-;-;4;12;28;82;192;281;425;491;669;554;336;108
C37;Thymus;10;-;-;-;-;-;-;-;-;-;1;-;4;1;1;2;1;-;-
C38;Heart, mediastinum and pleura;7;-;-;-;-;-;-;-;2;-;1;1;1;-;-;1;-;-;1
C39;Respiratory system and intrathoracic organs, NOS;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-
C40;Bone and articular cartilage of limbs;23;-;-;1;4;3;3;2;1;1;-;2;2;-;1;3;-;-;-
C41;Bone and articular cartilage, NOS;22;-;-;2;1;1;2;1;3;2;1;3;2;-;1;1;1;1;-
C43;Malignant melanoma of skin;372;-;-;-;1;7;12;14;27;44;31;27;37;28;46;29;29;29;11
C44;Malignant neoplasms of skin;1067;-;-;-;-;1;2;3;8;9;14;23;42;81;120;176;249;214;125
C45;Mesothelioma;141;-;-;-;-;-;-;1;-;1;3;6;10;24;24;28;22;14;8
C46;Kaposi's sarcoma;10;-;-;-;-;-;1;1;3;3;-;-;-;-;-;1;-;-;1
C47,C49;Soft tissues;123;-;1;5;-;3;1;4;9;9;7;14;12;10;5;9;14;13;7
C48;Retroperitoneum and peritoneum;18;1;-;-;-;-;1;-;-;1;-;1;2;2;3;3;1;1;2
C50;Breast;50;-;-;-;-;-;-;1;-;1;3;3;5;8;7;8;5;4;5
C60;Penis;36;-;-;-;-;-;-;-;-;-;4;3;3;1;5;3;8;6;3
C61;Prostate;6126;-;-;-;-;-;-;-;-;12;74;267;611;803;1204;1283;987;608;277
C62;Testis;158;-;-;-;7;19;27;37;21;15;9;8;3;2;2;3;2;2;1
C63;Male genital organs, NOS;6;1;-;-;-;-;-;-;-;-;1;-;2;-;-;1;-;-;1
C64;Kidney;521;6;2;-;-;-;1;-;14;17;20;28;52;73;92;89;75;45;7
C65;Renal pelvis;73;-;-;-;-;-;-;-;-;-;1;-;9;2;9;17;19;10;6
C66;Ureter;39;-;-;-;-;-;-;-;-;1;1;-;3;5;5;11;8;5;-
C67;Bladder;979;-;-;-;-;-;-;2;1;8;16;37;61;88;131;192;197;160;86
C68;Urinary organs, NOS;10;-;-;-;-;-;-;-;-;-;-;-;1;2;3;-;1;2;1
C69;Eye and adnexa;18;2;-;-;-;-;-;-;-;-;2;-;2;2;2;3;3;2;-
C70;Meninges;3;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;1;-;-
C71;Brain;263;7;2;1;6;7;3;5;8;24;20;23;21;43;36;25;23;9;-
C72;Spinal cord, cranial nerves and CNS, NOS;9;-;-;1;1;-;-;-;-;2;1;1;-;-;1;1;1;-;-
C73;Thyroid gland;72;-;-;-;2;-;1;1;6;6;9;6;14;6;8;4;4;3;2
C74;Adrenal gland;7;3;-;-;-;-;-;-;-;-;2;1;-;1;-;-;-;-;-
C75;Endocrine glands, NOS;6;-;-;-;1;-;1;-;1;1;-;1;-;-;-;-;1;-;-
C81;Hodgkin's disease;106;1;1;9;8;16;9;6;8;10;6;4;7;2;6;5;5;2;1
C82-C85;Non-Hodgkin-lymphoma;601;2;1;5;7;6;8;12;9;17;32;51;47;66;69;102;80;65;22
C88;Malignant immunoproliferative diseases;21;-;-;-;-;-;-;-;1;-;1;2;4;2;1;-;8;1;1
C90;Multiple myeloma;224;-;-;-;-;-;-;-;1;3;11;8;24;20;31;52;38;28;8
C91;Lymphoid leukaemia;253;13;4;2;1;1;1;3;7;8;9;17;16;34;33;41;37;19;7
C92;Myeloid leukaemia;178;3;2;-;4;2;2;6;5;3;11;18;9;20;21;24;21;20;7
C93;Monocytic leukaemia;9;-;-;-;-;-;-;1;2;-;-;-;1;1;1;2;-;1;-
C94-C95;Leukaemia other;13;1;-;-;-;-;-;-;-;1;1;1;-;2;2;2;1;1;1
C96;Lymphoid, haematopoietic and related tissue, NOS;3;-;-;-;-;-;1;-;-;1;-;-;-;1;-;-;-;-;-
C76;Other and ill-defined sites;13;2;-;-;-;-;-;-;1;-;1;2;1;-;4;-;1;-;1
C80;Unknown primary site;327;-;-;-;-;-;-;3;4;4;16;21;29;30;46;55;56;44;19
MPD;Myeloproliferative Disorders;120;-;-;-;1;-;1;1;3;4;10;8;15;6;11;18;18;18;6
MDS;Myelodysplastic syndromes;160;-;1;2;-;1;-;2;3;3;3;2;6;13;22;26;30;29;17
Total;;20586;42;14;32;47;71;89;120;203;345;596;1149;1916;2410;3192;3825;3289;2225;1021
Total excl. non-melanoma;;19519;42;14;32;47;70;87;117;195;336;582;1126;1874;2329;3072;3649;3040;2011;896
Total excl. non-melanoma and MDS, MPD;;19239;42;13;30;46;69;86;114;189;329;569;1116;1853;2310;3039;3605;2992;1964;873
