icd-o-3;label;Tot;00-;05-;10-;15-;20-;25-;30-;35-;40-;45-;50-;55-;60-;65-;70-;75-;80-;85+
C00;Lip;18;-;-;-;-;-;-;-;-;-;-;3;4;2;2;4;-;2;1
C01;Base of tongue;20;-;-;-;-;-;-;-;-;-;5;3;2;3;4;2;-;-;1
C02;Tongue;78;-;-;-;-;-;1;-;3;3;6;18;17;7;6;7;6;3;1
C03;Gum;15;-;-;-;-;-;-;-;-;2;1;1;3;3;1;2;1;1;-
C04;Floor of mouth;58;-;-;-;-;-;-;-;-;4;5;10;18;6;5;7;3;-;-
C05;Palate;22;-;-;-;-;-;-;-;1;-;3;3;5;3;3;2;1;1;-
C06;Mouth, NOS;36;-;-;-;-;-;-;-;-;-;2;11;8;5;-;3;4;-;3
C07;Parotid gland;13;-;-;-;-;-;-;1;-;-;-;2;1;1;1;2;-;3;2
C08;Salivary glands, NOS;8;-;-;-;-;-;1;-;-;-;1;1;1;-;1;2;1;-;-
C09;Tonsil;68;-;-;-;-;-;-;-;-;2;18;12;19;6;5;1;3;2;-
C10;Oropharynx;42;-;-;-;-;-;-;-;1;3;6;11;12;4;3;-;2;-;-
C11;Nasopharynx;13;-;-;-;-;-;1;1;1;1;2;1;1;1;-;2;2;-;-
C12;Pyriform sinus;56;-;-;-;-;-;-;-;-;9;4;9;16;6;6;4;1;-;1
C13;Hypopharynx;14;-;-;-;-;-;-;-;-;1;-;4;1;2;3;2;1;-;-
C14;Lip, oral cavity and pharynx, NOS;29;-;-;-;-;-;-;-;1;2;3;7;5;5;2;3;1;-;-
C15;Oesophagus;215;-;-;-;-;-;-;-;3;5;16;35;36;26;23;36;23;11;1
C16;Stomach;274;-;-;-;-;-;-;-;4;4;11;18;24;28;40;43;52;29;21
C17;Small intestine;27;-;-;-;-;-;-;1;1;1;2;1;3;2;5;2;6;3;-
C18;Colon;766;-;1;1;3;-;-;4;8;14;25;33;72;61;126;124;144;107;43
C19;Rectosigmoid junction;78;-;-;-;-;-;-;-;-;-;3;5;11;7;6;20;15;8;3
C20;Rectum;355;-;-;-;-;-;-;-;1;4;15;21;39;40;58;75;51;35;16
C21;Anus and anal canal;15;-;-;-;-;-;-;-;-;1;2;-;2;1;1;3;2;3;-
C22;Liver and intrahepatic bile ducts;95;-;-;-;-;-;1;-;-;2;1;10;8;8;18;23;14;10;-
C23;Gallbladder;14;-;-;-;-;-;-;-;-;-;-;-;1;-;-;3;6;4;-
C24;Biliary tract, NOS;44;-;-;-;-;-;1;1;-;-;4;1;8;10;2;4;7;3;3
C25;Pancreas;190;-;-;-;-;-;-;1;1;4;6;15;20;19;24;44;33;17;6
C26;Other ill-defined digestive organs;9;-;-;-;-;-;-;-;-;1;-;1;1;-;-;2;3;1;-
C30;Nasal cavity and middle ear;12;-;-;-;-;-;-;-;-;1;1;1;1;2;1;4;-;1;-
C31;Accessory sinuses;10;-;-;-;-;-;1;-;-;2;1;3;1;-;-;1;-;1;-
C32;Larynx;221;-;-;-;-;-;-;1;1;9;14;30;40;36;36;27;13;9;5
C33;Trachea;4;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;1;-
C34;Bronchus and lung;1840;-;-;-;-;-;-;4;5;23;72;147;231;210;301;357;321;139;30
C37;Thymus;4;-;-;-;-;-;-;-;-;-;1;-;-;1;-;2;-;-;-
C38;Heart, mediastinum and pleura;2;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-
C39;Respiratory system and intrathoracic organs, NOS;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
C40;Bone and articular cartilage of limbs;13;-;-;2;5;-;-;-;-;-;1;-;1;2;1;1;-;-;-
C41;Bone and articular cartilage, NOS;10;-;2;-;-;-;1;1;-;1;-;-;1;-;1;3;-;-;-
C43;Malignant melanoma of skin;205;1;-;1;2;5;3;10;10;17;19;27;17;16;21;24;17;11;4
C44;Malignant neoplasms of skin;535;-;-;-;-;-;-;4;-;7;3;19;26;27;57;99;114;118;61
C45;Mesothelioma;66;-;-;-;-;-;-;-;-;1;2;6;4;10;7;12;9;10;5
C46;Kaposi's sarcoma;5;-;-;-;-;-;-;-;-;1;2;-;1;-;-;-;1;-;-
C47,C49;Soft tissues;60;-;-;2;2;1;1;1;4;-;7;7;6;4;4;6;9;4;2
C48;Retroperitoneum and peritoneum;7;-;-;-;-;-;-;1;-;-;-;3;-;1;-;1;1;-;-
C50;Breast;23;-;-;-;-;-;-;-;-;-;1;1;2;5;7;2;1;2;2
C60;Penis;22;-;-;-;-;-;-;-;-;1;-;3;1;3;3;4;1;5;1
C61;Prostate;3204;-;-;-;-;-;-;-;-;1;34;141;339;422;607;668;582;304;106
C62;Testis;106;-;-;1;4;16;22;14;14;16;9;1;1;2;-;4;1;-;1
C63;Male genital organs, NOS;3;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2;-;-
C64;Kidney;259;2;1;-;-;-;-;2;7;16;19;26;31;30;39;43;27;13;3
C65;Renal pelvis;32;-;-;-;-;-;-;1;1;-;1;-;3;1;5;11;4;5;-
C66;Ureter;33;-;-;-;-;-;-;-;-;-;1;2;3;5;6;8;8;-;-
C67;Bladder;571;-;-;-;-;-;-;-;-;8;13;24;50;53;81;98;124;81;39
C68;Urinary organs, NOS;4;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;-;1
C69;Eye and adnexa;6;1;-;-;-;-;-;1;-;1;1;-;1;-;-;-;1;-;-
C70;Meninges;5;-;-;-;1;-;-;-;-;1;1;-;-;-;1;-;-;1;-
C71;Brain;142;6;3;2;1;6;6;3;6;13;12;14;13;11;20;7;14;5;-
C72;Spinal cord, cranial nerves and CNS, NOS;12;-;-;-;-;1;1;-;1;1;-;1;1;2;1;1;1;1;-
C73;Thyroid gland;70;-;-;-;-;2;3;9;3;6;13;3;10;2;5;8;5;1;-
C74;Adrenal gland;5;2;-;-;-;-;-;-;1;1;1;-;-;-;-;-;-;-;-
C75;Endocrine glands, NOS;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
C81;Hodgkin's disease;59;-;1;2;5;6;5;6;4;5;6;4;4;5;2;1;2;1;-
C82-C85;Non-Hodgkin-lymphoma;345;-;4;1;3;2;1;5;9;15;21;28;50;28;48;60;41;25;4
C88;Malignant immunoproliferative diseases;9;-;-;-;-;-;-;-;-;-;-;2;1;-;3;1;1;1;-
C90;Multiple myeloma;101;-;-;-;-;-;-;-;2;-;5;9;10;5;16;27;16;10;1
C91;Lymphoid leukaemia;103;13;5;-;2;-;3;1;1;3;3;11;13;8;7;16;10;5;2
C92;Myeloid leukaemia;83;1;-;-;2;2;3;1;4;3;4;3;6;8;12;14;7;10;3
C93;Monocytic leukaemia;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-
C94-C95;Leukaemia other;6;-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;1;1;1
C96;Lymphoid, haematopoietic and related tissue, NOS;6;2;-;-;-;-;-;1;-;-;-;-;1;-;1;1;-;-;-
C76;Other and ill-defined sites;2;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-
C80;Unknown primary site;244;-;-;-;-;-;-;-;2;4;14;25;21;25;42;34;42;25;10
MPD;Myeloproliferative Disorders;33;-;-;-;-;-;-;-;1;1;6;2;2;6;6;4;2;3;-
MDS;Myelodysplastic syndromes;78;1;-;-;-;-;1;3;-;1;1;3;5;8;9;9;15;15;7
Total;;11134;29;17;12;30;41;56;78;102;224;430;784;1235;1198;1696;1982;1779;1051;390
Total excl. non-melanoma;;10599;29;17;12;30;41;56;74;102;217;427;765;1209;1171;1639;1883;1665;933;329
Total excl. non-melanoma and MDS, MPD;;10488;28;17;12;30;41;55;71;101;215;420;760;1202;1157;1624;1870;1648;915;322
