icd-o-3;label;Tot;00-;05-;10-;15-;20-;25-;30-;35-;40-;45-;50-;55-;60-;65-;70-;75-;80-;85+
C00;Lip;4;-;-;-;-;-;-;-;-;-;-;-;-;1;1;1;-;-;1
C01;Base of tongue;46;-;-;-;-;-;-;-;-;3;4;4;7;13;4;5;2;3;1
C02;Tongue;66;-;-;-;-;-;-;1;1;3;1;3;15;10;14;11;3;3;1
C03;Gum;28;-;-;-;-;-;-;-;-;1;2;2;5;3;4;3;2;5;1
C04;Floor of mouth;54;-;-;-;-;-;-;-;1;2;4;7;9;13;8;7;2;1;-
C05;Palate;33;-;-;-;-;-;-;-;-;-;2;4;9;9;4;1;3;-;1
C06;Mouth, NOS;18;-;-;-;-;-;-;-;-;1;1;-;7;2;2;2;2;-;1
C07;Parotid gland;16;-;1;-;-;-;-;-;-;-;-;1;1;1;4;1;1;4;2
C08;Salivary glands, NOS;3;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;1
C09;Tonsil;78;-;-;-;-;-;-;-;2;1;5;8;25;14;10;4;3;3;3
C10;Oropharynx;68;-;-;-;-;-;-;-;1;-;8;4;16;19;9;7;3;1;-
C11;Nasopharynx;22;-;-;-;-;1;-;1;1;3;2;2;5;2;2;1;1;-;1
C12;Pyriform sinus;67;-;-;-;-;-;-;-;-;1;2;8;16;15;11;5;3;3;3
C13;Hypopharynx;26;-;-;-;-;-;-;-;-;1;-;1;5;9;5;3;1;1;-
C14;Lip, oral cavity and pharynx, NOS;6;-;-;-;-;-;-;-;-;-;-;-;1;3;1;1;-;-;-
C15;Oesophagus;266;-;-;-;-;-;-;1;3;3;10;20;29;52;56;43;23;14;12
C16;Stomach;291;-;-;-;-;-;-;-;4;8;11;21;24;35;44;42;39;31;32
C17;Small intestine;72;-;-;-;-;-;-;-;1;2;4;5;14;8;13;14;4;5;2
C18;Colon;974;-;-;3;4;2;4;8;9;11;21;42;79;132;158;169;118;113;101
C19;Rectosigmoid junction;38;-;-;-;-;-;-;-;-;-;2;-;8;3;5;2;5;6;7
C20;Rectum;461;-;-;-;-;-;1;1;4;9;18;27;47;55;87;72;66;42;32
C21;Anus and anal canal;28;-;-;-;-;-;-;1;1;-;1;1;8;3;5;1;-;3;4
C22;Liver and intrahepatic bile ducts;301;2;-;-;-;-;-;1;2;1;5;19;34;56;58;58;27;22;16
C23;Gallbladder;14;-;-;-;-;-;-;-;-;-;-;-;-;-;6;1;3;3;1
C24;Biliary tract, NOS;62;-;-;-;-;-;-;1;1;2;-;3;5;3;8;15;12;6;6
C25;Pancreas;327;-;-;-;-;-;-;-;4;4;12;17;28;53;48;53;41;44;23
C26;Other ill-defined digestive organs;10;-;-;-;-;-;-;-;-;-;-;-;2;2;1;1;2;-;2
C30;Nasal cavity and middle ear;13;-;-;-;-;-;-;-;-;1;2;-;2;1;3;2;-;1;1
C31;Accessory sinuses;17;-;-;-;-;-;-;-;-;-;-;3;5;-;-;3;6;-;-
C32;Larynx;176;-;-;-;-;-;-;1;1;1;3;11;29;41;25;25;15;14;10
C33;Trachea;2;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-
C34;Bronchus and lung;1965;-;-;-;-;-;1;4;2;13;35;106;205;317;364;349;264;206;99
C37;Thymus;9;-;-;-;-;-;-;-;-;-;1;1;-;2;2;3;-;-;-
C38;Heart, mediastinum and pleura;8;-;-;-;-;-;1;1;1;-;-;1;1;-;-;3;-;-;-
C39;Respiratory system and intrathoracic organs, NOS;2;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-
C40;Bone and articular cartilage of limbs;16;-;-;1;5;2;-;-;-;-;1;2;1;1;1;-;-;1;1
C41;Bone and articular cartilage, NOS;11;-;-;-;2;1;-;-;1;1;1;1;-;1;1;1;-;-;1
C43;Malignant melanoma of skin;479;-;-;1;2;3;13;19;17;25;52;24;56;55;75;57;34;23;23
C44;Malignant neoplasms of skin;1123;-;-;-;1;1;2;1;7;7;14;30;44;65;114;151;181;240;265
C45;Mesothelioma;75;-;-;-;-;-;-;-;-;-;1;2;4;5;10;19;15;11;8
C46;Kaposi's sarcoma;4;-;-;-;-;-;-;1;1;1;-;-;-;-;-;-;1;-;-
C47,C49;Soft tissues;44;2;-;-;1;-;1;3;-;-;1;7;4;2;6;4;3;7;3
C48;Retroperitoneum and peritoneum;6;-;-;-;1;-;-;-;-;1;-;-;-;-;-;2;1;-;1
C50;Breast;31;-;-;-;-;-;-;1;-;2;1;1;2;6;5;4;3;1;5
C60;Penis;39;-;-;-;-;-;-;1;-;-;-;1;5;7;4;7;6;3;5
C61;Prostate;2767;-;-;-;-;-;-;-;-;4;18;90;228;422;660;568;364;270;143
C62;Testis;110;-;-;-;5;9;15;21;17;13;15;8;2;2;1;1;1;-;-
C63;Male genital organs, NOS;6;-;-;-;-;-;-;-;-;1;-;1;-;1;-;2;-;1;-
C64;Kidney;327;2;-;-;-;-;1;3;4;11;18;25;37;53;60;51;34;18;10
C65;Renal pelvis;42;-;-;-;-;-;-;-;-;-;1;1;4;4;6;8;5;9;4
C66;Ureter;36;-;-;-;-;-;-;-;-;-;-;-;-;4;6;8;9;3;6
C67;Bladder;603;1;-;-;-;-;-;-;1;3;8;19;38;58;115;106;92;75;87
C68;Urinary organs, NOS;12;-;-;-;-;-;-;-;-;-;-;1;-;1;1;3;1;3;2
C69;Eye and adnexa;23;2;-;-;-;-;-;1;-;2;1;2;1;2;4;2;3;1;2
C70;Meninges;4;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;-;-;1
C71;Brain;149;3;3;-;1;3;5;5;5;8;7;10;18;17;22;19;11;7;5
C72;Spinal cord, cranial nerves and CNS, NOS;7;-;-;-;-;-;-;3;-;3;-;-;-;-;1;-;-;-;-
C73;Thyroid gland;102;-;-;-;1;1;3;2;9;8;13;9;7;12;15;12;5;5;-
C74;Adrenal gland;12;-;-;-;2;4;-;-;1;-;1;-;1;1;1;1;-;-;-
C75;Endocrine glands, NOS;4;-;-;-;1;1;-;-;-;-;-;1;-;1;-;-;-;-;-
C81;Hodgkin lymphoma;81;-;1;-;9;10;6;9;6;3;5;3;4;6;5;7;5;2;-
C82-C86;Non-Hodgkin-lymphoma;354;-;-;1;3;3;9;6;11;16;15;25;30;37;47;42;40;31;38
C88;Malignant immunoproliferative diseases;83;-;-;-;-;-;-;1;-;2;3;3;10;9;14;19;10;7;5
C90;Multiple myeloma;173;-;-;-;-;-;-;1;1;1;5;8;15;16;29;33;19;24;21
C91;Lymphoid leukaemia;208;7;2;2;-;-;1;1;3;6;11;19;26;21;30;20;30;20;9
C92;Myeloid leukaemia;138;1;1;-;2;1;2;3;4;3;7;9;13;14;17;20;12;18;11
C93;Monocytic leukaemia;31;-;-;-;-;-;-;-;-;-;-;1;1;4;6;5;4;7;3
C94-C95;Leukaemia other;10;1;-;-;-;-;-;1;-;1;-;-;-;-;2;2;1;1;1
C96;Lymphoid, haematopoietic and related tissue, NOS;5;-;-;-;-;-;-;2;-;-;-;-;1;1;-;1;-;-;-
C76;Other and ill-defined sites;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
C80;Unknown primary site;121;-;-;-;-;-;-;1;-;3;4;5;11;15;25;17;17;10;13
MPN;Myeloproliferative neoplasms;115;-;-;-;1;-;1;2;2;1;3;13;12;9;18;16;18;11;8
MDS;Myelodysplastic syndromes;160;1;-;-;-;-;-;-;-;-;2;3;13;10;15;35;27;26;28
Total;;13082;22;8;8;41;42;66;109;129;198;364;646;1229;1743;2280;2151;1603;1370;1073
Total excl. non-melanoma;;11959;22;8;8;40;41;64;108;122;191;350;616;1185;1678;2166;2000;1422;1130;808
Total excl. non-melanoma and MDS, MPN;;11684;21;8;8;39;41;63;106;120;190;345;600;1160;1659;2133;1949;1377;1093;772
